split,fipsCode,rows,columns,frozen_equal_at_tolerance,nan_mask_equal,max_abs_difference,mismatching_cells,future_nan,future_large_constant,weather_positive_control_changes_features
train,18091,144,163,True,True,1.7763568394002505e-15,0,True,True,
train,18093,144,163,True,True,2.220446049250313e-15,0,True,True,
train,18095,144,163,True,True,4.440892098500626e-15,0,True,True,
train,18097,144,163,True,True,8.881784197001252e-16,0,True,True,
train,18099,144,163,True,True,1.7763568394002505e-15,0,True,True,
train,18101,144,163,True,True,0.0,0,True,True,
train,18103,144,163,True,True,6.938893903907228e-18,0,True,True,
train,18105,144,163,True,True,0.0,0,True,True,
train,18107,144,163,True,True,1.0842021724855044e-19,0,True,True,
train,18109,144,163,True,True,1.3322676295501878e-15,0,True,True,
train,18111,144,163,True,True,1.3010426069826053e-18,0,True,True,
train,18113,144,163,True,True,2.664535259100376e-15,0,True,True,
train,18117,144,163,True,True,0.0,0,True,True,
train,18121,144,163,True,True,8.881784197001252e-16,0,True,True,
train,18123,144,163,True,True,0.0,0,True,True,
train,18125,144,163,True,True,4.440892098500626e-16,0,True,True,
train,18127,144,163,True,True,1.7763568394002505e-15,0,True,True,
train,18129,144,163,True,True,1.1102230246251563e-15,0,True,True,
train,18131,144,163,True,True,3.469446951953614e-18,0,True,True,
train,18133,144,163,True,True,0.0,0,True,True,
train,18135,144,163,True,True,1.5543122344752194e-15,0,True,True,
train,18137,144,163,True,True,1.4432899320127037e-15,0,True,True,
train,18139,144,163,True,True,0.0,0,True,True,
train,18141,144,163,True,True,2.220446049250313e-15,0,True,True,
train,18143,144,163,True,True,0.0,0,True,True,
train,18145,144,163,True,True,0.0,0,True,True,
train,18147,144,163,True,True,6.776263578034403e-21,0,True,True,
train,18149,144,163,True,True,0.0,0,True,True,
train,18151,144,163,True,True,0.0,0,True,True,
train,18153,144,163,True,True,3.552713678800501e-15,0,True,True,
train,18155,144,163,True,True,8.881784197001252e-16,0,True,True,
train,18157,144,163,True,True,4.440892098500626e-16,0,True,True,
train,18159,144,163,True,True,1.3322676295501878e-15,0,True,True,
train,18161,144,163,True,True,1.7763568394002505e-15,0,True,True,
train,18163,144,163,True,True,0.0,0,True,True,
train,18165,144,163,True,True,3.552713678800501e-15,0,True,True,
train,18167,144,163,True,True,0.0,0,True,True,
train,18169,144,163,True,True,3.552713678800501e-15,0,True,True,
train,18171,144,163,True,True,3.552713678800501e-15,0,True,True,
train,18173,144,163,True,True,1.1102230246251563e-15,0,True,True,
train,18175,144,163,True,True,5.684341886080803e-14,0,True,True,
train,18177,144,163,True,True,0.0,0,True,True,
train,18179,144,163,True,True,0.0,0,True,True,
train,18181,144,163,True,True,4.440892098500626e-16,0,True,True,
train,18183,144,163,True,True,1.7763568394002505e-15,0,True,True,
train,39017,144,163,True,True,3.1086244689504387e-15,0,True,True,
train,39023,144,163,True,True,2.220446049250313e-15,0,True,True,
train,39025,144,163,True,True,2.220446049250313e-16,0,True,True,
train,39027,144,163,True,True,1.9984014443252818e-15,0,True,True,
train,39029,144,163,True,True,0.0,0,True,True,
train,39031,144,163,True,True,2.255140518769849e-17,0,True,True,
train,39033,144,163,True,True,0.0,0,True,True,
train,39035,144,163,True,True,1.7763568394002505e-15,0,True,True,
train,39037,144,163,True,True,2.664535259100376e-15,0,True,True,
train,39039,144,163,True,True,3.903127820947816e-18,0,True,True,
train,39045,144,163,True,True,6.0715321659188256e-18,0,True,True,
train,39049,144,163,True,True,5.637851296924623e-18,0,True,True,
train,39051,144,163,True,True,2.5478751053409358e-18,0,True,True,
train,39053,144,163,True,True,1.1368683772161605e-13,0,True,True,
train,39055,144,163,True,True,2.4424906541753444e-15,0,True,True,
train,39059,144,163,True,True,5.9952043329758445e-15,0,True,True,
train,39061,144,163,True,True,5.421010862427522e-20,0,True,True,
train,39063,144,163,True,True,0.0,0,True,True,
train,39065,144,163,True,True,1.9984014443252818e-15,0,True,True,
train,39069,144,163,True,True,2.220446049250313e-15,0,True,True,
train,39073,144,163,True,True,4.884981308350689e-15,0,True,True,
train,39075,144,163,True,True,7.105427357601002e-15,0,True,True,
train,39077,144,163,True,True,1.6653345369377348e-15,0,True,True,
train,39081,144,163,True,True,1.5543122344752194e-15,0,True,True,
train,39085,144,163,True,True,2.220446049250313e-15,0,True,True,
train,39087,144,163,True,True,1.7763568394002505e-15,0,True,True,
train,39089,144,163,True,True,5.684341886080803e-14,0,True,True,
train,39091,144,163,True,True,3.996802888650564e-15,0,True,True,
train,39093,144,163,True,True,0.0,0,True,True,
train,39095,144,163,True,True,6.217248937900877e-15,0,True,True,
train,39097,144,163,True,True,1.609823385706477e-15,0,True,True,
train,39099,144,163,True,True,3.552713678800501e-15,0,True,True,
train,39101,144,163,True,True,2.886579864025407e-15,0,True,True,
train,39103,144,163,True,True,4.440892098500626e-16,0,True,True,
train,39105,144,163,True,True,3.469446951953614e-18,0,True,True,
train,39107,144,163,True,True,2.220446049250313e-15,0,True,True,
train,39109,144,163,True,True,0.0,0,True,True,
train,39111,144,163,True,True,9.54097911787244e-18,0,True,True,
train,39113,144,163,True,True,1.1102230246251563e-15,0,True,True,
train,39115,144,163,True,True,1.5543122344752194e-15,0,True,True,
train,39117,144,163,True,True,3.552713678800501e-15,0,True,True,
train,39119,144,163,True,True,1.1275702593849246e-17,0,True,True,
train,39121,144,163,True,True,2.664535259100376e-15,0,True,True,
train,39123,144,163,True,True,4.440892098500626e-16,0,True,True,
train,39125,144,163,True,True,8.881784197001252e-16,0,True,True,
train,39127,144,163,True,True,1.0408340855860844e-17,0,True,True,
train,39129,144,163,True,True,0.0,0,True,True,
train,39131,144,163,True,True,1.0842021724855044e-19,0,True,True,
train,39133,144,163,True,True,1.5543122344752194e-15,0,True,True,
train,39135,144,163,True,True,2.220446049250313e-15,0,True,True,
train,39137,144,163,True,True,0.0,0,True,True,
train,39139,144,163,True,True,5.204170427930421e-18,0,True,True,
train,39141,144,163,True,True,1.1657341758564144e-15,0,True,True,
train,39143,144,163,True,True,3.996802888650564e-15,0,True,True,
train,39145,144,163,True,True,7.771561172376097e-16,0,True,True,
train,39147,144,163,True,True,1.3010426069826053e-18,0,True,True,
train,39149,144,163,True,True,1.7763568394002505e-15,0,True,True,
train,39151,144,163,True,True,5.637851296924623e-18,0,True,True,
train,39153,144,163,True,True,2.6020852139652106e-18,0,True,True,
train,39155,144,163,True,True,1.5543122344752194e-15,0,True,True,
train,39157,144,163,True,True,0.0,0,True,True,
train,39159,144,163,True,True,1.7763568394002505e-15,0,True,True,
train,39161,144,163,True,True,3.552713678800501e-15,0,True,True,
train,39163,144,163,True,True,3.552713678800501e-15,0,True,True,
train,39165,144,163,True,True,3.774758283725532e-15,0,True,True,
train,39167,144,163,True,True,5.421010862427522e-19,0,True,True,
train,39169,144,163,True,True,1.3322676295501878e-15,0,True,True,
train,39171,144,163,True,True,2.886579864025407e-15,0,True,True,
train,39173,144,163,True,True,2.1684043449710093e-18,0,True,True,
train,39175,144,163,True,True,0.0,0,True,True,
train,42005,144,163,True,True,7.105427357601002e-15,0,True,True,
train,42007,144,163,True,True,7.105427357601002e-15,0,True,True,
train,42009,144,163,True,True,1.249000902703301e-16,0,True,True,
train,42013,144,163,True,True,2.664535259100376e-15,0,True,True,
train,42015,144,163,True,True,2.220446049250313e-15,0,True,True,
train,42019,144,163,True,True,0.0,0,True,True,
train,42021,144,163,True,True,8.881784197001252e-16,0,True,True,
train,42023,144,163,True,True,0.0,0,True,True,
train,42025,144,163,True,True,0.0,0,True,True,
train,42027,144,163,True,True,1.7763568394002505e-15,0,True,True,
train,42029,144,163,True,True,2.220446049250313e-15,0,True,True,
train,42031,144,163,True,True,2.886579864025407e-15,0,True,True,
train,42033,144,163,True,True,0.0,0,True,True,
train,42035,144,163,True,True,0.0,0,True,True,
train,42039,144,163,True,True,0.0,0,True,True,
train,42041,144,163,True,True,1.0842021724855044e-19,0,True,True,
train,42043,144,163,True,True,1.0842021724855044e-19,0,True,True,
train,42045,144,163,True,True,3.552713678800501e-15,0,True,True,
train,42047,144,163,True,True,0.0,0,True,True,
train,42049,144,163,True,True,2.1684043449710093e-19,0,True,True,
train,42051,144,163,True,True,0.0,0,True,True,
train,42053,144,163,True,True,1.4210854715202004e-14,0,True,True,
train,42055,144,163,True,True,4.440892098500626e-16,0,True,True,
train,42057,144,163,True,True,1.3322676295501878e-15,0,True,True,
train,42059,144,163,True,True,3.1086244689504387e-15,0,True,True,
train,42061,144,163,True,True,0.0,0,True,True,
train,42063,144,163,True,True,3.552713678800501e-15,0,True,True,
train,42065,144,163,True,True,4.440892098500626e-16,0,True,True,
train,42067,144,163,True,True,6.661338147750939e-16,0,True,True,
train,42069,144,163,True,True,0.0,0,True,True,
train,42075,144,163,True,True,8.881784197001252e-16,0,True,True,
train,42077,144,163,True,True,3.552713678800501e-15,0,True,True,
train,42079,144,163,True,True,8.881784197001252e-16,0,True,True,
train,42081,144,163,True,True,0.0,0,True,True,
train,42083,144,163,True,True,1.9984014443252818e-15,0,True,True,
train,42085,144,163,True,True,3.8857805861880484e-16,0,True,True,
train,42089,144,163,True,True,0.0,0,True,True,
train,42091,144,163,True,True,8.881784197001252e-16,0,True,True,
train,42095,144,163,True,True,0.0,0,True,True,
train,42097,144,163,True,True,2.664535259100376e-15,0,True,True,
train,42101,144,163,True,True,1.694065894508601e-21,0,True,True,
train,42103,144,163,True,True,0.0,0,True,True,
train,42109,144,163,True,True,1.7763568394002505e-15,0,True,True,
train,42113,144,163,True,True,3.552713678800501e-15,0,True,True,
train,42115,144,163,True,True,2.220446049250313e-15,0,True,True,
train,42119,144,163,True,True,8.881784197001252e-16,0,True,True,
train,42121,144,163,True,True,3.3306690738754696e-16,0,True,True,
train,42125,144,163,True,True,0.0,0,True,True,
train,42127,144,163,True,True,0.0,0,True,True,
train,42129,144,163,True,True,1.7763568394002505e-15,0,True,True,
train,42131,144,163,True,True,8.881784197001252e-16,0,True,True,
train,42133,144,163,True,True,6.776263578034403e-20,0,True,True,
train,54007,144,163,True,True,0.0,0,True,True,
train,54009,144,163,True,True,5.773159728050814e-15,0,True,True,
train,54013,144,163,True,True,3.469446951953614e-18,0,True,True,
train,54015,144,163,True,True,1.4210854715202004e-14,0,True,True,
train,54019,144,163,True,True,2.273736754432321e-13,0,True,True,
train,54023,144,163,True,True,4.440892098500626e-16,0,True,True,
train,54025,144,163,True,True,7.632783294297951e-16,0,True,True,
train,54027,144,163,True,True,1.3322676295501878e-15,0,True,True,
train,54029,144,163,True,True,1.734723475976807e-18,0,True,True,
train,54031,144,163,True,True,1.3322676295501878e-15,0,True,True,
train,54033,144,163,True,True,3.996802888650564e-15,0,True,True,
train,54035,144,163,True,True,5.204170427930421e-18,0,True,True,
train,54037,144,163,True,True,2.1684043449710093e-19,0,True,True,
train,54039,144,163,True,True,2.8421709430404014e-14,0,True,True,
train,54041,144,163,True,True,3.2526065174565133e-19,0,True,True,
train,54043,144,163,True,True,6.938893903907228e-16,0,True,True,
train,54045,144,163,True,True,1.4210854715202004e-14,0,True,True,
train,54047,144,163,True,True,0.0,0,True,True,
train,54053,144,163,True,True,0.0,0,True,True,
train,54055,144,163,True,True,0.0,0,True,True,
train,54057,144,163,True,True,0.0,0,True,True,
train,54059,144,163,True,True,1.734723475976807e-18,0,True,True,
train,54063,144,163,True,True,1.9984014443252818e-15,0,True,True,
train,54067,144,163,True,True,7.771561172376097e-16,0,True,True,
train,54069,144,163,True,True,4.218847493575595e-15,0,True,True,
train,54071,144,163,True,True,0.0,0,True,True,
train,54073,144,163,True,True,2.886579864025407e-15,0,True,True,
train,54075,144,163,True,True,0.0,0,True,True,
train,54077,144,163,True,True,3.2526065174565133e-19,0,True,True,
train,54079,144,163,True,True,5.421010862427522e-20,0,True,True,
train,54081,144,163,True,True,1.1368683772161605e-13,0,True,True,
train,54083,144,163,True,True,8.673617379884035e-19,0,True,True,
train,54085,144,163,True,True,1.1368683772161605e-13,0,True,True,
train,54087,144,163,True,True,1.734723475976807e-18,0,True,True,
train,54089,144,163,True,True,1.2212453270876722e-15,0,True,True,
train,54091,144,163,True,True,0.0,0,True,True,
train,54093,144,163,True,True,0.0,0,True,True,
train,54095,144,163,True,True,9.75781955236954e-19,0,True,True,
train,54097,144,163,True,True,3.774758283725532e-15,0,True,True,
train,54099,144,163,True,True,2.273736754432321e-13,0,True,True,
train,54101,144,163,True,True,1.4363510381087965e-15,0,True,True,
train,54103,144,163,True,True,1.3010426069826053e-18,0,True,True,
train,54105,144,163,True,True,2.886579864025407e-15,0,True,True,
train,54107,144,163,True,True,1.9984014443252818e-15,0,True,True,
train,54109,144,163,True,True,1.7763568394002505e-15,0,True,True,
