kind,split_seed,horizon,space,fipsCode,low_activity,true_peak,pred_peak,true_peak_hour,pred_peak_hour,peak_hour_difference,prediction_at_true_peak,amplitude_ratio,true_peak_ties,prediction_peak_ties,lag,common_start,common_end,correlation,n,rmse,mae,sse,bias
peak,20260918,1,model_raw,18111,False,0.009647853,0.005748574978031401,118.0,107.0,-11.0,0.0018999641313248569,0.19693128940966007,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,18113,True,0.000555854,0.0030365342912257887,209.0,112.0,,4.671083460514051e-05,,3.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,18117,False,0.070601852,0.009722000088234869,107.0,109.0,2.0,0.00375140512642461,0.053134656105403716,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,18121,False,0.049544141,0.010730540933924369,108.0,119.0,11.0,0.008033285616098377,0.16214400843277063,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,18123,False,0.00250169,0.010788699106737736,108.0,108.0,0.0,0.010788699106737736,4.312564349195038,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,18125,False,0.009704356,0.01905029015956972,109.0,108.0,-1.0,0.011376709613735082,1.172330200348697,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,18127,True,0.000744452,0.004210054721110231,120.0,112.0,,0.002458901136710272,,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,18129,False,0.006160895,0.013180346892788785,108.0,108.0,0.0,0.013180346892788785,2.139355871636959,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,18131,False,0.060635697,0.011614777643661225,117.0,121.0,4.0,0.002262622546625933,0.03731502495346813,3.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,18133,False,0.008114989,0.007126971063411181,109.0,108.0,-1.0,0.006112296021740687,0.7532106354969412,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,18135,False,0.003302783,0.005873799977824935,152.0,108.0,-44.0,-4.3330766110735506e-05,-0.013119471097778905,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,18137,False,0.018419217,0.01591983016280292,108.0,108.0,0.0,0.01591983016280292,0.8643054785012261,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,18139,False,0.021076795,0.007632354390064641,115.0,109.0,-6.0,0.00037834934246171723,0.0179509902934349,3.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,18141,False,0.003072644,0.0030537114439578013,116.0,117.0,1.0,0.001277454198440632,0.41575079912955487,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,18143,False,0.013126709,0.012221199880520646,110.0,109.0,-1.0,0.0031138707467597802,0.23721640715580578,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,18145,False,0.005585878,0.004195189155024499,129.0,109.0,-20.0,-3.875985867936129e-05,-0.006938901758928729,3.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,18147,False,0.005233805,0.008648404347316965,108.0,110.0,2.0,0.008310494954090837,1.5878495576527665,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,18149,False,0.005568096,0.00676398291339148,136.0,112.0,-24.0,0.0010485557890532109,0.18831496243118132,3.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,18151,False,0.01346622,0.004662016812629981,119.0,110.0,-9.0,0.001972065628679918,0.14644537432775626,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,18153,False,0.009877705,0.011520893846659795,108.0,108.0,0.0,0.011520893846659795,1.166353302377404,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,18155,False,0.002435985,0.021636034125247335,120.0,109.0,-11.0,0.008828672716583587,3.624272200602051,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,18157,False,0.002003897,0.001771799291309566,117.0,118.0,1.0,0.001146330628758038,0.5720506736414286,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,18159,False,0.026455026,0.0067289006175982255,143.0,119.0,-24.0,0.001101505535434524,0.04163690995557986,3.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,18161,False,0.006273234,0.008195054378695301,123.0,122.0,-1.0,0.007652348688671162,1.2198411040734591,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,18163,False,0.004495093,0.004532520322567545,109.0,109.0,0.0,0.004532520322567545,1.0083262621190583,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,18165,False,0.067669173,0.013684866829100114,119.0,108.0,-11.0,0.001215792489868747,0.017966711221204773,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,18167,False,0.009350575,0.007406431412343482,107.0,108.0,1.0,0.005304486374994304,0.5672898591791738,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,18169,False,0.006479272,0.00315073885068862,107.0,120.0,13.0,0.0006599353459522721,0.10185331715542612,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,18171,False,0.01784266,0.015769086286002872,135.0,108.0,-27.0,0.001924652076832934,0.1078680015666349,3.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,18173,False,0.008406969,0.008902299108798806,108.0,108.0,0.0,0.008902299108798806,1.0589189883772385,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,18175,False,0.027684783,0.013737255194320551,108.0,109.0,1.0,0.012164947564316951,0.43940917161304643,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,18177,False,0.001905092,0.004570627942048594,123.0,109.0,-14.0,0.0009265767053001339,0.4863684826245315,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,18179,False,0.01924749,0.0030835349474316203,128.0,120.0,-8.0,0.00017824511594431952,0.009260694040849978,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,18181,False,0.002569798,0.0037519221056129047,73.0,115.0,42.0,0.00014985252236390792,0.058312957813768995,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,18183,False,0.014877589,0.004845841528761007,118.0,120.0,2.0,0.0013805678080100812,0.0927951301793645,3.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39017,False,0.0024494,0.002431693347822099,121.0,110.0,-11.0,0.0020618490176246905,0.8417771771146773,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39023,False,0.002541752,0.001882778600303333,123.0,123.0,0.0,0.001882778600303333,0.7407404814880968,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39025,False,0.008249595,0.004231303928444746,112.0,110.0,-2.0,0.002045872525790889,0.24799672296529574,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39027,False,0.004218951,0.002272738075415544,110.0,195.0,85.0,0.000261839713214833,0.06206275285369111,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39029,False,0.010949851,0.0036462156981758413,155.0,127.0,-28.0,7.821390130121604e-05,0.0071429192325280074,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39031,False,0.004529151,0.003077769390759908,81.0,178.0,97.0,0.0008902117794588383,0.1965515787525826,3.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39033,False,0.010448996,0.00734906500983709,73.0,110.0,37.0,0.002315393862911384,0.22159008032076805,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39035,False,0.009372136,0.004888353069698373,122.0,74.0,-48.0,0.0009182729946300424,0.09797905137420568,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39037,True,0.000825394,0.0019738010066124587,112.0,81.0,,0.0009518487306322903,,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39039,False,0.006654245,0.003870650740422955,76.0,93.0,17.0,0.00014600179481991525,0.02194115107272354,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39045,False,0.004269751,0.0032998617659676555,143.0,111.0,-32.0,7.297809933020177e-05,0.017091886466026187,3.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39049,False,0.002441677,0.002385946690185275,127.0,112.0,-15.0,0.0007532860404548197,0.3085117484641988,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39051,False,0.001976155,0.001431568066517165,111.0,112.0,1.0,0.0012378542823451833,0.626395339609081,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39053,False,0.011396816,0.002360352275229665,159.0,138.0,-21.0,7.289016435398631e-05,0.00639566036285804,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39055,False,0.038962018,0.01891439648247658,92.0,73.0,-19.0,-7.956662491239782e-05,-0.002042158722692388,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39059,False,0.003850996,0.004010379547670759,118.0,114.0,-4.0,0.00016024345718450593,0.04161091239370436,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39061,True,0.000737604,0.0027823798625158445,117.0,109.0,,0.0013920369647512705,,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39063,True,0.000207051,0.003028492426780974,96.0,127.0,,4.282947987009213e-05,,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39065,False,0.004561317,0.002747368833897216,76.0,110.0,34.0,0.00035512046345558836,0.07785480891935123,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39069,False,0.012321405,0.0028414387872627606,109.0,110.0,1.0,0.0020833097127435645,0.16908053202890128,3.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39073,False,0.003860112,0.006869751387363985,129.0,108.0,-21.0,0.00014146608581905347,0.03664818166391376,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39075,False,0.002543657,0.006548459639627763,73.0,129.0,56.0,0.001768968510690707,0.6954430218739033,3.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39077,False,0.005799407,0.0035555858498400876,108.0,124.0,16.0,0.0003094603202350135,0.05336068329658764,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39081,False,0.007180994,0.004497174745600607,83.0,141.0,58.0,0.00046075467027572426,0.06416307690491375,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39085,False,0.006509069,0.003640663594131394,118.0,73.0,-45.0,0.0014743461907218993,0.2265064620949477,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39087,False,0.017305239,0.0025477703019752148,109.0,107.0,-2.0,0.00028251652088558127,0.016325490846187174,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39089,False,0.017906701,0.0020164115555818436,86.0,112.0,26.0,0.0005737430497336003,0.03204068966883405,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39091,False,0.031160644,0.011772702836279639,73.0,110.0,37.0,0.0031634491623598725,0.10152066056015635,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39093,False,0.005208372,0.0029272675593144653,113.0,113.0,0.0,0.0029272675593144653,0.562031198868757,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39095,False,0.001986128,0.0011741212382343545,101.0,111.0,10.0,0.00018116675514979222,0.09121605211234735,3.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39097,False,0.021291199,0.007960179526208607,80.0,110.0,30.0,0.0004718637439895008,0.022162384748247423,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39099,False,0.00992561,0.005557922065286266,73.0,131.0,58.0,0.0010607617471787558,0.10687118949654036,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39101,False,0.012127635,0.0042675531724628915,123.0,73.0,-50.0,0.0008064039125004213,0.06649308892462721,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39103,False,0.011151128,0.005023436788776237,118.0,178.0,60.0,0.0022149237322223424,0.19862777399939652,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39105,False,0.010016373,0.0036853449973588514,137.0,139.0,2.0,0.0021163671215302104,0.21129076578220582,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39107,False,0.036823587,0.005657696864337486,79.0,110.0,31.0,0.0006699590200593747,0.018193746851966775,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39109,False,0.001533144,0.0030208922126475257,109.0,111.0,2.0,0.002549026000718176,1.6626135579685772,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39111,False,0.011002816,0.008490311552696516,142.0,107.0,-35.0,0.0037734120797674998,0.34294966668237475,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39113,False,0.004853858,0.0016839672914691576,122.0,122.0,0.0,0.0016839672914691576,0.34693377751659765,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39115,False,0.20429983,0.0031468950541057162,178.0,112.0,-66.0,9.460476998940269e-05,0.00046306827562902375,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39117,False,0.044948775,0.007947787694839021,112.0,112.0,0.0,0.007947787694839021,0.17681878304445495,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39119,False,0.005256008,0.004962650320226446,127.0,178.0,51.0,0.0012114385266039673,0.23048643126189441,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39121,False,0.003440313,0.00976051350685976,110.0,131.0,21.0,0.0008483557380527977,0.2465926030721035,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39123,False,0.008886576,0.003995051318053105,101.0,73.0,-28.0,0.00020452403613247595,0.023014942552955824,3.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39125,False,0.051444105,0.005385823465938817,124.0,108.0,-16.0,0.0011405780186916862,0.022171209289999043,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39127,False,0.002192744,0.004125803259129899,78.0,108.0,30.0,0.0024692461644625695,1.1260986984630077,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39129,False,0.003305212,0.0031752969642135707,109.0,112.0,3.0,0.0009479960585171508,0.28681853343057895,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39131,False,0.016049874,0.002599808173460361,114.0,112.0,-2.0,0.0005860157959649312,0.036512174236690655,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39133,False,0.004951792,0.0034094317313061286,117.0,129.0,12.0,0.0009119292840827772,0.18416146802668149,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39135,False,0.007777847,0.002263959308815763,113.0,108.0,-5.0,0.0011060134902286952,0.1422004688738021,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39137,False,0.004932791,0.004892165234793192,139.0,127.0,-12.0,0.0002928813750085364,0.05937437345481218,3.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39139,False,0.027275782,0.0039146155250167425,129.0,112.0,-17.0,0.0005110955368320869,0.018738070894982476,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39141,False,0.002584776,0.0031040387993988756,129.0,112.0,-17.0,0.0009370240431045561,0.36251653648306703,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39143,False,0.002149654,0.003141928177357008,121.0,123.0,2.0,0.00025318190047616087,0.11777797751459577,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39145,False,0.00278882,0.003345621521987118,152.0,108.0,-44.0,0.0006259053171778943,0.22443374516028078,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39147,False,0.004115531,0.0022879808112238158,123.0,110.0,-13.0,0.0020428606705360044,0.49637839455856464,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39149,False,0.031329939,0.009303235135792454,156.0,110.0,-46.0,-5.308460730483098e-05,-0.0016943731459174234,3.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39151,False,0.004809873,0.0034339798173459047,127.0,73.0,-54.0,0.0015928928700382518,0.33117150287299724,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39153,False,0.007765195,0.003827772494110955,82.0,113.0,31.0,4.951139913647753e-05,0.006376066426725605,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39155,False,0.030102478,0.007865050688940436,113.0,73.0,-40.0,0.0016338174339132192,0.05427518073140754,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39157,False,0.018488282,0.002445695723821107,127.0,131.0,4.0,0.0010155032398404657,0.05492685798715455,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39159,False,0.005275921,0.0027945340779009934,108.0,111.0,3.0,0.0008963533074185284,0.16989513440753345,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39161,False,0.013218723,0.005083211891341632,129.0,122.0,-7.0,0.00024148335283051073,0.018268281499696358,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39163,False,0.005797101,0.006191363994364803,141.0,138.0,-3.0,0.003362255190377652,0.5799890652892976,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39165,False,0.002395035,0.005094981840616727,110.0,111.0,1.0,0.003940589361057174,1.6453159812099507,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39167,False,0.013413694,0.004820409000104522,138.0,178.0,40.0,0.003375537296612607,0.2516485985599945,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39169,False,0.003179886,0.0026490516112506034,124.0,113.0,-11.0,0.0004932292118830882,0.15510908626381203,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39171,True,0.000677797,0.009880363450026144,115.0,110.0,,0.0015821803816145356,,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39173,False,0.002417268,0.00823041467851436,78.0,93.0,15.0,0.0017648692148920528,0.7301090383408264,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,39175,False,0.011046357,0.006250695362659761,73.0,110.0,37.0,0.0016633292097276938,0.15057717306508325,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,42005,False,0.010132313,0.008220309802792035,77.0,74.0,-3.0,0.0008824076851363017,0.08708847477730916,3.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,42007,False,0.008009621,0.004461255539103375,82.0,130.0,48.0,0.0008196606947940707,0.10233451680099105,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,42009,False,0.003358423,0.0031920475091017685,74.0,142.0,68.0,0.0031612232072250946,0.941282026482398,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,42013,True,0.000413609,0.003207628533702265,160.0,75.0,,0.0001941712529393375,,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,42015,False,0.007283697,0.007182065342064149,118.0,112.0,-6.0,0.0012018560851767785,0.16500632648183725,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,42019,False,0.011065332,0.008436170256842818,75.0,74.0,-1.0,0.005151295681333924,0.4655346700247154,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,42021,False,0.017297384,0.007443420890992706,112.0,74.0,-38.0,0.0027228453330863283,0.1574137067828481,3.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,42023,False,0.036171647,0.007826837945533321,112.0,75.0,-37.0,0.0015479946114272786,0.04279580112642586,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,42025,False,0.00545691,0.005953201298837093,140.0,143.0,3.0,-0.0001332619943235196,-0.02442077921818751,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,42027,False,0.003855893,0.006725215174136136,143.0,76.0,-67.0,0.00017209589552812823,0.04463191679025539,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,42029,False,0.032049953,0.011165323191172645,142.0,84.0,-58.0,0.0070377825059248205,0.2195879197053681,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,42031,False,0.054550048,0.025111274988958186,74.0,74.0,0.0,0.025111274988958186,0.4603346084857375,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,42033,False,0.007012067,0.01572126059505196,201.0,74.0,-127.0,-2.3399807743450875e-06,-0.00033370770335552804,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,42035,False,0.005319555,0.005623599552453642,83.0,143.0,60.0,0.0021559623488203493,0.40528998174101954,3.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,42039,False,0.026173324,0.008874420157750636,127.0,73.0,-54.0,0.0016819539985890408,0.06426214716132504,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,42041,False,0.004459678,0.003975551444957985,141.0,141.0,0.0,0.003975551444957985,0.8914436075783914,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,42043,False,0.006256365,0.004497098531599122,140.0,78.0,-62.0,0.004267783543909232,0.6821506647884565,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,42045,False,0.001780368,0.007356677184732913,142.0,143.0,1.0,0.003081004368311732,1.7305435552154003,3.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,42047,False,0.040032268,0.010377130885743817,107.0,74.0,-33.0,0.0006082164528445959,0.015193155002973998,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,42049,False,0.018704803,0.008033880923955065,117.0,73.0,-44.0,0.0043453649362286545,0.23231278812338493,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,42051,False,0.002188204,0.004786392886326737,120.0,73.0,-47.0,0.0013535605579722948,0.618571466815843,2.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,42053,False,0.243055556,0.017147241923963254,75.0,74.0,-1.0,0.0162997269511624,0.06706173361929813,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,42055,False,0.003343969,0.002930285969642476,141.0,139.0,-2.0,0.00011449702765280982,0.03423985917716636,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,42057,False,0.002292383,0.003531277081451484,73.0,143.0,70.0,0.000257933021269043,0.11251742019943571,1.0,1.0,,,,,,,,,
peak,20260918,1,model_raw,42059,False,0.019612939,0.003937486889510268,140.0,139.0,-1.0,0.0033409055627778806,0.1703419137120592,2.0,1.0,,,,,,,,,
