row_id,fipsCode,fold,stateAbbr,severity_tier
433,18025,2,IN,4
434,18025,2,IN,4
435,18025,2,IN,4
436,18025,2,IN,4
437,18025,2,IN,4
438,18025,2,IN,4
439,18025,2,IN,4
440,18025,2,IN,4
441,18025,2,IN,4
442,18025,2,IN,4
443,18025,2,IN,4
444,18025,2,IN,4
445,18025,2,IN,4
446,18025,2,IN,4
447,18025,2,IN,4
448,18025,2,IN,4
449,18025,2,IN,4
450,18025,2,IN,4
451,18025,2,IN,4
452,18025,2,IN,4
453,18025,2,IN,4
454,18025,2,IN,4
455,18025,2,IN,4
456,18025,2,IN,4
457,18025,2,IN,4
458,18025,2,IN,4
459,18025,2,IN,4
460,18025,2,IN,4
461,18025,2,IN,4
462,18025,2,IN,4
463,18025,2,IN,4
464,18025,2,IN,4
465,18025,2,IN,4
466,18025,2,IN,4
467,18025,2,IN,4
468,18025,2,IN,4
469,18025,2,IN,4
470,18025,2,IN,4
471,18025,2,IN,4
472,18025,2,IN,4
473,18025,2,IN,4
474,18025,2,IN,4
475,18025,2,IN,4
476,18025,2,IN,4
477,18025,2,IN,4
478,18025,2,IN,4
479,18025,2,IN,4
480,18025,2,IN,4
481,18025,2,IN,4
482,18025,2,IN,4
483,18025,2,IN,4
484,18025,2,IN,4
485,18025,2,IN,4
486,18025,2,IN,4
487,18025,2,IN,4
488,18025,2,IN,4
489,18025,2,IN,4
490,18025,2,IN,4
491,18025,2,IN,4
492,18025,2,IN,4
493,18025,2,IN,4
494,18025,2,IN,4
495,18025,2,IN,4
496,18025,2,IN,4
497,18025,2,IN,4
498,18025,2,IN,4
499,18025,2,IN,4
500,18025,2,IN,4
501,18025,2,IN,4
502,18025,2,IN,4
503,18025,2,IN,4
504,18025,2,IN,4
505,18025,2,IN,4
506,18025,2,IN,4
507,18025,2,IN,4
508,18025,2,IN,4
509,18025,2,IN,4
510,18025,2,IN,4
511,18025,2,IN,4
512,18025,2,IN,4
513,18025,2,IN,4
514,18025,2,IN,4
515,18025,2,IN,4
516,18025,2,IN,4
517,18025,2,IN,4
518,18025,2,IN,4
519,18025,2,IN,4
520,18025,2,IN,4
521,18025,2,IN,4
522,18025,2,IN,4
523,18025,2,IN,4
524,18025,2,IN,4
525,18025,2,IN,4
526,18025,2,IN,4
527,18025,2,IN,4
528,18025,2,IN,4
529,18025,2,IN,4
530,18025,2,IN,4
531,18025,2,IN,4
532,18025,2,IN,4
533,18025,2,IN,4
534,18025,2,IN,4
535,18025,2,IN,4
536,18025,2,IN,4
537,18025,2,IN,4
538,18025,2,IN,4
539,18025,2,IN,4
540,18025,2,IN,4
541,18025,2,IN,4
542,18025,2,IN,4
543,18025,2,IN,4
544,18025,2,IN,4
545,18025,2,IN,4
546,18025,2,IN,4
547,18025,2,IN,4
548,18025,2,IN,4
549,18025,2,IN,4
550,18025,2,IN,4
551,18025,2,IN,4
552,18025,2,IN,4
553,18025,2,IN,4
554,18025,2,IN,4
555,18025,2,IN,4
556,18025,2,IN,4
557,18025,2,IN,4
558,18025,2,IN,4
559,18025,2,IN,4
560,18025,2,IN,4
561,18025,2,IN,4
562,18025,2,IN,4
563,18025,2,IN,4
564,18025,2,IN,4
565,18025,2,IN,4
566,18025,2,IN,4
567,18025,2,IN,4
568,18025,2,IN,4
569,18025,2,IN,4
570,18025,2,IN,4
571,18025,2,IN,4
572,18025,2,IN,4
573,18025,2,IN,4
574,18025,2,IN,4
575,18025,2,IN,4
576,18027,2,IN,0
577,18027,2,IN,0
578,18027,2,IN,0
579,18027,2,IN,0
580,18027,2,IN,0
581,18027,2,IN,0
582,18027,2,IN,0
583,18027,2,IN,0
584,18027,2,IN,0
585,18027,2,IN,0
586,18027,2,IN,0
587,18027,2,IN,0
588,18027,2,IN,0
589,18027,2,IN,0
590,18027,2,IN,0
591,18027,2,IN,0
592,18027,2,IN,0
593,18027,2,IN,0
594,18027,2,IN,0
595,18027,2,IN,0
596,18027,2,IN,0
597,18027,2,IN,0
598,18027,2,IN,0
599,18027,2,IN,0
600,18027,2,IN,0
601,18027,2,IN,0
602,18027,2,IN,0
603,18027,2,IN,0
604,18027,2,IN,0
605,18027,2,IN,0
606,18027,2,IN,0
607,18027,2,IN,0
608,18027,2,IN,0
609,18027,2,IN,0
610,18027,2,IN,0
611,18027,2,IN,0
612,18027,2,IN,0
613,18027,2,IN,0
614,18027,2,IN,0
615,18027,2,IN,0
616,18027,2,IN,0
617,18027,2,IN,0
618,18027,2,IN,0
619,18027,2,IN,0
620,18027,2,IN,0
621,18027,2,IN,0
622,18027,2,IN,0
623,18027,2,IN,0
624,18027,2,IN,0
625,18027,2,IN,0
626,18027,2,IN,0
627,18027,2,IN,0
628,18027,2,IN,0
629,18027,2,IN,0
630,18027,2,IN,0
631,18027,2,IN,0
632,18027,2,IN,0
633,18027,2,IN,0
634,18027,2,IN,0
635,18027,2,IN,0
636,18027,2,IN,0
637,18027,2,IN,0
638,18027,2,IN,0
639,18027,2,IN,0
640,18027,2,IN,0
641,18027,2,IN,0
642,18027,2,IN,0
643,18027,2,IN,0
644,18027,2,IN,0
645,18027,2,IN,0
646,18027,2,IN,0
647,18027,2,IN,0
648,18027,2,IN,0
649,18027,2,IN,0
650,18027,2,IN,0
651,18027,2,IN,0
652,18027,2,IN,0
653,18027,2,IN,0
654,18027,2,IN,0
655,18027,2,IN,0
656,18027,2,IN,0
657,18027,2,IN,0
658,18027,2,IN,0
659,18027,2,IN,0
660,18027,2,IN,0
661,18027,2,IN,0
662,18027,2,IN,0
663,18027,2,IN,0
664,18027,2,IN,0
665,18027,2,IN,0
666,18027,2,IN,0
667,18027,2,IN,0
668,18027,2,IN,0
669,18027,2,IN,0
670,18027,2,IN,0
671,18027,2,IN,0
672,18027,2,IN,0
673,18027,2,IN,0
674,18027,2,IN,0
675,18027,2,IN,0
676,18027,2,IN,0
677,18027,2,IN,0
678,18027,2,IN,0
679,18027,2,IN,0
680,18027,2,IN,0
681,18027,2,IN,0
682,18027,2,IN,0
683,18027,2,IN,0
684,18027,2,IN,0
685,18027,2,IN,0
686,18027,2,IN,0
687,18027,2,IN,0
688,18027,2,IN,0
689,18027,2,IN,0
690,18027,2,IN,0
691,18027,2,IN,0
692,18027,2,IN,0
693,18027,2,IN,0
694,18027,2,IN,0
695,18027,2,IN,0
696,18027,2,IN,0
697,18027,2,IN,0
698,18027,2,IN,0
699,18027,2,IN,0
700,18027,2,IN,0
701,18027,2,IN,0
702,18027,2,IN,0
703,18027,2,IN,0
704,18027,2,IN,0
705,18027,2,IN,0
706,18027,2,IN,0
707,18027,2,IN,0
708,18027,2,IN,0
709,18027,2,IN,0
710,18027,2,IN,0
711,18027,2,IN,0
712,18027,2,IN,0
713,18027,2,IN,0
714,18027,2,IN,0
715,18027,2,IN,0
716,18027,2,IN,0
717,18027,2,IN,0
718,18027,2,IN,0
719,18027,2,IN,0
720,18029,1,IN,1
721,18029,1,IN,1
722,18029,1,IN,1
723,18029,1,IN,1
724,18029,1,IN,1
725,18029,1,IN,1
726,18029,1,IN,1
727,18029,1,IN,1
728,18029,1,IN,1
729,18029,1,IN,1
730,18029,1,IN,1
731,18029,1,IN,1
732,18029,1,IN,1
733,18029,1,IN,1
734,18029,1,IN,1
735,18029,1,IN,1
736,18029,1,IN,1
737,18029,1,IN,1
738,18029,1,IN,1
739,18029,1,IN,1
740,18029,1,IN,1
741,18029,1,IN,1
742,18029,1,IN,1
743,18029,1,IN,1
744,18029,1,IN,1
745,18029,1,IN,1
746,18029,1,IN,1
747,18029,1,IN,1
748,18029,1,IN,1
749,18029,1,IN,1
750,18029,1,IN,1
751,18029,1,IN,1
752,18029,1,IN,1
753,18029,1,IN,1
754,18029,1,IN,1
755,18029,1,IN,1
756,18029,1,IN,1
757,18029,1,IN,1
758,18029,1,IN,1
759,18029,1,IN,1
760,18029,1,IN,1
761,18029,1,IN,1
762,18029,1,IN,1
763,18029,1,IN,1
764,18029,1,IN,1
765,18029,1,IN,1
766,18029,1,IN,1
767,18029,1,IN,1
768,18029,1,IN,1
769,18029,1,IN,1
770,18029,1,IN,1
771,18029,1,IN,1
772,18029,1,IN,1
773,18029,1,IN,1
774,18029,1,IN,1
775,18029,1,IN,1
776,18029,1,IN,1
777,18029,1,IN,1
778,18029,1,IN,1
779,18029,1,IN,1
780,18029,1,IN,1
781,18029,1,IN,1
782,18029,1,IN,1
783,18029,1,IN,1
784,18029,1,IN,1
785,18029,1,IN,1
786,18029,1,IN,1
787,18029,1,IN,1
788,18029,1,IN,1
789,18029,1,IN,1
790,18029,1,IN,1
791,18029,1,IN,1
792,18029,1,IN,1
793,18029,1,IN,1
794,18029,1,IN,1
795,18029,1,IN,1
796,18029,1,IN,1
797,18029,1,IN,1
798,18029,1,IN,1
799,18029,1,IN,1
800,18029,1,IN,1
801,18029,1,IN,1
802,18029,1,IN,1
803,18029,1,IN,1
804,18029,1,IN,1
805,18029,1,IN,1
806,18029,1,IN,1
807,18029,1,IN,1
808,18029,1,IN,1
809,18029,1,IN,1
810,18029,1,IN,1
811,18029,1,IN,1
812,18029,1,IN,1
813,18029,1,IN,1
814,18029,1,IN,1
815,18029,1,IN,1
816,18029,1,IN,1
817,18029,1,IN,1
818,18029,1,IN,1
819,18029,1,IN,1
820,18029,1,IN,1
821,18029,1,IN,1
822,18029,1,IN,1
823,18029,1,IN,1
824,18029,1,IN,1
825,18029,1,IN,1
826,18029,1,IN,1
827,18029,1,IN,1
828,18029,1,IN,1
829,18029,1,IN,1
830,18029,1,IN,1
831,18029,1,IN,1
832,18029,1,IN,1
833,18029,1,IN,1
834,18029,1,IN,1
835,18029,1,IN,1
836,18029,1,IN,1
837,18029,1,IN,1
838,18029,1,IN,1
839,18029,1,IN,1
840,18029,1,IN,1
841,18029,1,IN,1
842,18029,1,IN,1
843,18029,1,IN,1
844,18029,1,IN,1
845,18029,1,IN,1
846,18029,1,IN,1
847,18029,1,IN,1
848,18029,1,IN,1
849,18029,1,IN,1
850,18029,1,IN,1
851,18029,1,IN,1
852,18029,1,IN,1
853,18029,1,IN,1
854,18029,1,IN,1
855,18029,1,IN,1
856,18029,1,IN,1
857,18029,1,IN,1
858,18029,1,IN,1
859,18029,1,IN,1
860,18029,1,IN,1
861,18029,1,IN,1
862,18029,1,IN,1
863,18029,1,IN,1
864,18033,1,IN,2
865,18033,1,IN,2
866,18033,1,IN,2
867,18033,1,IN,2
868,18033,1,IN,2
869,18033,1,IN,2
870,18033,1,IN,2
871,18033,1,IN,2
872,18033,1,IN,2
873,18033,1,IN,2
874,18033,1,IN,2
875,18033,1,IN,2
876,18033,1,IN,2
877,18033,1,IN,2
878,18033,1,IN,2
879,18033,1,IN,2
880,18033,1,IN,2
881,18033,1,IN,2
882,18033,1,IN,2
883,18033,1,IN,2
884,18033,1,IN,2
885,18033,1,IN,2
886,18033,1,IN,2
887,18033,1,IN,2
888,18033,1,IN,2
889,18033,1,IN,2
890,18033,1,IN,2
891,18033,1,IN,2
892,18033,1,IN,2
893,18033,1,IN,2
894,18033,1,IN,2
895,18033,1,IN,2
896,18033,1,IN,2
897,18033,1,IN,2
898,18033,1,IN,2
899,18033,1,IN,2
900,18033,1,IN,2
901,18033,1,IN,2
902,18033,1,IN,2
903,18033,1,IN,2
904,18033,1,IN,2
905,18033,1,IN,2
906,18033,1,IN,2
907,18033,1,IN,2
908,18033,1,IN,2
909,18033,1,IN,2
910,18033,1,IN,2
911,18033,1,IN,2
912,18033,1,IN,2
913,18033,1,IN,2
914,18033,1,IN,2
915,18033,1,IN,2
916,18033,1,IN,2
917,18033,1,IN,2
918,18033,1,IN,2
919,18033,1,IN,2
920,18033,1,IN,2
921,18033,1,IN,2
922,18033,1,IN,2
923,18033,1,IN,2
924,18033,1,IN,2
925,18033,1,IN,2
926,18033,1,IN,2
927,18033,1,IN,2
928,18033,1,IN,2
929,18033,1,IN,2
930,18033,1,IN,2
931,18033,1,IN,2
932,18033,1,IN,2
933,18033,1,IN,2
934,18033,1,IN,2
935,18033,1,IN,2
936,18033,1,IN,2
937,18033,1,IN,2
938,18033,1,IN,2
939,18033,1,IN,2
940,18033,1,IN,2
941,18033,1,IN,2
942,18033,1,IN,2
943,18033,1,IN,2
944,18033,1,IN,2
945,18033,1,IN,2
946,18033,1,IN,2
947,18033,1,IN,2
948,18033,1,IN,2
949,18033,1,IN,2
950,18033,1,IN,2
951,18033,1,IN,2
952,18033,1,IN,2
953,18033,1,IN,2
954,18033,1,IN,2
955,18033,1,IN,2
956,18033,1,IN,2
957,18033,1,IN,2
958,18033,1,IN,2
959,18033,1,IN,2
960,18033,1,IN,2
961,18033,1,IN,2
962,18033,1,IN,2
963,18033,1,IN,2
964,18033,1,IN,2
965,18033,1,IN,2
966,18033,1,IN,2
967,18033,1,IN,2
968,18033,1,IN,2
969,18033,1,IN,2
970,18033,1,IN,2
971,18033,1,IN,2
972,18033,1,IN,2
973,18033,1,IN,2
974,18033,1,IN,2
975,18033,1,IN,2
976,18033,1,IN,2
977,18033,1,IN,2
978,18033,1,IN,2
979,18033,1,IN,2
980,18033,1,IN,2
981,18033,1,IN,2
982,18033,1,IN,2
983,18033,1,IN,2
984,18033,1,IN,2
985,18033,1,IN,2
986,18033,1,IN,2
987,18033,1,IN,2
988,18033,1,IN,2
989,18033,1,IN,2
990,18033,1,IN,2
991,18033,1,IN,2
992,18033,1,IN,2
993,18033,1,IN,2
994,18033,1,IN,2
995,18033,1,IN,2
996,18033,1,IN,2
997,18033,1,IN,2
998,18033,1,IN,2
999,18033,1,IN,2
1000,18033,1,IN,2
1001,18033,1,IN,2
1002,18033,1,IN,2
1003,18033,1,IN,2
1004,18033,1,IN,2
1005,18033,1,IN,2
1006,18033,1,IN,2
1007,18033,1,IN,2
1008,18035,1,IN,3
1009,18035,1,IN,3
1010,18035,1,IN,3
1011,18035,1,IN,3
1012,18035,1,IN,3
1013,18035,1,IN,3
1014,18035,1,IN,3
1015,18035,1,IN,3
1016,18035,1,IN,3
1017,18035,1,IN,3
1018,18035,1,IN,3
1019,18035,1,IN,3
1020,18035,1,IN,3
1021,18035,1,IN,3
1022,18035,1,IN,3
1023,18035,1,IN,3
1024,18035,1,IN,3
1025,18035,1,IN,3
1026,18035,1,IN,3
1027,18035,1,IN,3
1028,18035,1,IN,3
1029,18035,1,IN,3
1030,18035,1,IN,3
1031,18035,1,IN,3
1032,18035,1,IN,3
1033,18035,1,IN,3
1034,18035,1,IN,3
1035,18035,1,IN,3
1036,18035,1,IN,3
1037,18035,1,IN,3
1038,18035,1,IN,3
1039,18035,1,IN,3
1040,18035,1,IN,3
1041,18035,1,IN,3
1042,18035,1,IN,3
1043,18035,1,IN,3
1044,18035,1,IN,3
1045,18035,1,IN,3
1046,18035,1,IN,3
1047,18035,1,IN,3
1048,18035,1,IN,3
1049,18035,1,IN,3
1050,18035,1,IN,3
1051,18035,1,IN,3
1052,18035,1,IN,3
1053,18035,1,IN,3
1054,18035,1,IN,3
1055,18035,1,IN,3
1056,18035,1,IN,3
1057,18035,1,IN,3
1058,18035,1,IN,3
1059,18035,1,IN,3
1060,18035,1,IN,3
1061,18035,1,IN,3
1062,18035,1,IN,3
1063,18035,1,IN,3
1064,18035,1,IN,3
1065,18035,1,IN,3
1066,18035,1,IN,3
1067,18035,1,IN,3
1068,18035,1,IN,3
1069,18035,1,IN,3
1070,18035,1,IN,3
1071,18035,1,IN,3
1072,18035,1,IN,3
1073,18035,1,IN,3
1074,18035,1,IN,3
1075,18035,1,IN,3
1076,18035,1,IN,3
1077,18035,1,IN,3
1078,18035,1,IN,3
1079,18035,1,IN,3
1080,18035,1,IN,3
1081,18035,1,IN,3
1082,18035,1,IN,3
1083,18035,1,IN,3
1084,18035,1,IN,3
1085,18035,1,IN,3
1086,18035,1,IN,3
1087,18035,1,IN,3
1088,18035,1,IN,3
1089,18035,1,IN,3
1090,18035,1,IN,3
1091,18035,1,IN,3
1092,18035,1,IN,3
1093,18035,1,IN,3
1094,18035,1,IN,3
1095,18035,1,IN,3
1096,18035,1,IN,3
1097,18035,1,IN,3
1098,18035,1,IN,3
1099,18035,1,IN,3
1100,18035,1,IN,3
1101,18035,1,IN,3
1102,18035,1,IN,3
1103,18035,1,IN,3
1104,18035,1,IN,3
1105,18035,1,IN,3
1106,18035,1,IN,3
1107,18035,1,IN,3
1108,18035,1,IN,3
1109,18035,1,IN,3
1110,18035,1,IN,3
1111,18035,1,IN,3
1112,18035,1,IN,3
1113,18035,1,IN,3
1114,18035,1,IN,3
1115,18035,1,IN,3
1116,18035,1,IN,3
1117,18035,1,IN,3
1118,18035,1,IN,3
1119,18035,1,IN,3
1120,18035,1,IN,3
1121,18035,1,IN,3
1122,18035,1,IN,3
1123,18035,1,IN,3
1124,18035,1,IN,3
1125,18035,1,IN,3
1126,18035,1,IN,3
1127,18035,1,IN,3
1128,18035,1,IN,3
1129,18035,1,IN,3
1130,18035,1,IN,3
1131,18035,1,IN,3
1132,18035,1,IN,3
1133,18035,1,IN,3
1134,18035,1,IN,3
1135,18035,1,IN,3
1136,18035,1,IN,3
1137,18035,1,IN,3
1138,18035,1,IN,3
1139,18035,1,IN,3
1140,18035,1,IN,3
1141,18035,1,IN,3
1142,18035,1,IN,3
1143,18035,1,IN,3
1144,18035,1,IN,3
1145,18035,1,IN,3
1146,18035,1,IN,3
1147,18035,1,IN,3
1148,18035,1,IN,3
