query_fips,window,variant,excluded_fold,candidate_count,nearest_distance,fifth_distance,nearest_distance_percentile,fifth_distance_percentile,reference_d5_q95,is_focus
39037,early,context_dem,0,191,0.3223238224703343,0.5504429488713455,0.17801047120418848,0.3612565445026178,0.9823692087185898,False
39055,early,context_dem,0,191,0.7118057873919996,0.7699428276761398,0.9162303664921466,0.7853403141361257,0.9823692087185898,False
39059,early,context_dem,0,191,0.4596533965180337,0.6324155935211334,0.5445026178010471,0.5497382198952879,0.9823692087185898,False
39063,early,context_dem,0,191,0.3201859610864388,0.5810054049173033,0.17801047120418848,0.4293193717277487,0.9823692087185898,False
39069,early,context_dem,0,191,0.47339419666887367,0.5275328518444415,0.5759162303664922,0.31413612565445026,0.9823692087185898,False
39099,early,context_dem,0,191,0.5161082566610027,0.6854023303793216,0.6701570680628273,0.6544502617801047,0.9823692087185898,False
39101,early,context_dem,0,191,0.7239390281609476,0.8157176695203122,0.9267015706806283,0.8481675392670157,0.9823692087185898,False
39123,early,context_dem,0,191,0.34185484963934765,0.5792929346814091,0.2198952879581152,0.418848167539267,0.9823692087185898,False
39127,early,context_dem,0,191,0.6022943759946484,0.7496402853997977,0.8167539267015707,0.743455497382199,0.9823692087185898,False
39133,early,context_dem,0,191,0.47055794412913304,0.6285918046110259,0.5759162303664922,0.5445026178010471,0.9823692087185898,False
39135,early,context_dem,0,191,0.40953712640216505,0.48422311714866895,0.44502617801047123,0.20418848167539266,0.9823692087185898,False
39137,early,context_dem,0,191,0.475028072347764,0.613084528638374,0.5916230366492147,0.4869109947643979,0.9823692087185898,False
39153,early,context_dem,0,191,0.3395836134258051,0.6040410052820895,0.20418848167539266,0.46596858638743455,0.9823692087185898,False
42007,early,context_dem,0,191,0.4446299727692936,0.6932147032521987,0.5078534031413613,0.6701570680628273,0.9823692087185898,False
42009,early,context_dem,0,191,0.8168019616180201,0.9406155529436384,0.9581151832460733,0.9319371727748691,0.9823692087185898,False
42013,early,context_dem,0,191,0.7143200369552835,0.8067356052429419,0.9162303664921466,0.837696335078534,0.9823692087185898,False
42027,early,context_dem,0,191,0.5210550053989571,0.6780164176208786,0.7015706806282722,0.6335078534031413,0.9823692087185898,False
42043,early,context_dem,0,191,0.44022706492976754,0.5647469857529869,0.4973821989528796,0.39267015706806285,0.9823692087185898,False
42049,early,context_dem,0,191,0.6995634775783447,0.7539097522028618,0.9162303664921466,0.7643979057591623,0.9823692087185898,False
42065,early,context_dem,0,191,0.9128322592162088,1.1280621205310228,0.9790575916230366,0.9633507853403142,0.9823692087185898,False
42081,early,context_dem,0,191,0.43541354761274254,0.6185440478299113,0.4869109947643979,0.5235602094240838,0.9823692087185898,False
42095,early,context_dem,0,191,0.2920664544438239,0.552996364726216,0.1099476439790576,0.3717277486910995,0.9823692087185898,False
42101,early,context_dem,0,191,0.5233327012993733,0.8761300980914517,0.7015706806282722,0.9162303664921466,0.9823692087185898,False
42103,early,context_dem,0,191,0.3064137604115343,0.589651181581678,0.1518324607329843,0.4397905759162304,0.9823692087185898,False
54009,early,context_dem,0,191,0.5509496386401903,0.7735611329259353,0.7486910994764397,0.7905759162303665,0.9823692087185898,False
54025,early,context_dem,0,191,0.5488048650231553,0.7086542980659409,0.7382198952879581,0.6963350785340314,0.9823692087185898,False
54035,early,context_dem,0,191,0.32811732030648494,0.5996039212286497,0.18848167539267016,0.4607329842931937,0.9823692087185898,False
54055,early,context_dem,0,191,0.6581279760525758,0.733317946013215,0.8848167539267016,0.7120418848167539,0.9823692087185898,False
54057,early,context_dem,0,191,0.6034198464249512,0.9318745901209942,0.8167539267015707,0.9319371727748691,0.9823692087185898,False
54071,early,context_dem,0,191,0.6335159347763912,1.0081499195731856,0.8481675392670157,0.9528795811518325,0.9823692087185898,False
54077,early,context_dem,0,191,0.43700883694251264,0.6329601179001549,0.4869109947643979,0.5549738219895288,0.9823692087185898,False
54083,early,context_dem,0,191,0.702400126637408,1.0457097457856779,0.9162303664921466,0.9528795811518325,0.9823692087185898,False
54087,early,context_dem,0,191,0.3658193166719431,0.4996477983707152,0.3089005235602094,0.24607329842931938,0.9823692087185898,False
18009,early,weather_only,0,191,0.10491431191083542,0.2933668161909787,0.041884816753926704,0.193717277486911,0.8143202120090722,False
18069,early,weather_only,0,191,0.13626546994851851,0.28862586084927805,0.09947643979057591,0.17801047120418848,0.8143202120090722,False
18071,early,weather_only,0,191,0.36925111676088196,0.44400272535361557,0.774869109947644,0.5706806282722513,0.8143202120090722,False
18091,early,weather_only,0,191,0.2543432840896876,0.4287335430024405,0.5340314136125655,0.5392670157068062,0.8143202120090722,False
18095,early,weather_only,0,191,0.25040768668272984,0.2969011491024645,0.5287958115183246,0.20418848167539266,0.8143202120090722,False
18103,early,weather_only,0,191,0.0880518417390222,0.26421359997534555,0.02617801047120419,0.05235602094240838,0.8143202120090722,False
18125,early,weather_only,0,191,0.20252990058510817,0.30401652568993254,0.35602094240837695,0.225130890052356,0.8143202120090722,False
18135,early,weather_only,0,191,0.16052178799667968,0.24681476891759985,0.23036649214659685,0.03664921465968586,0.8143202120090722,False
18137,early,weather_only,0,191,0.1813771248992687,0.3330022414486256,0.3089005235602094,0.31413612565445026,0.8143202120090722,False
18147,early,weather_only,0,191,0.19731943494079177,0.30686133534629195,0.3507853403141361,0.225130890052356,0.8143202120090722,False
18159,early,weather_only,0,191,0.14898802239045814,0.4216328581014404,0.14136125654450263,0.5340314136125655,0.8143202120090722,False
18161,early,weather_only,0,191,0.20133882884525695,0.26077161698241974,0.35602094240837695,0.05235602094240838,0.8143202120090722,False
18171,early,weather_only,0,191,0.23056707867094534,0.4017330626844895,0.44502617801047123,0.4816753926701571,0.8143202120090722,False
18179,early,weather_only,0,191,0.13756457822100565,0.2946429370478018,0.09947643979057591,0.19895287958115182,0.8143202120090722,False
39027,early,weather_only,0,191,0.10781598229326322,0.2952151565005437,0.041884816753926704,0.19895287958115182,0.8143202120090722,False
39037,early,weather_only,0,191,0.18930984789407723,0.32644988066120273,0.32460732984293195,0.2879581151832461,0.8143202120090722,False
39055,early,weather_only,0,191,0.3818355259140723,0.569919551049489,0.806282722513089,0.7643979057591623,0.8143202120090722,False
39059,early,weather_only,0,191,0.26280508387786594,0.3680272741940458,0.5445026178010471,0.41361256544502617,0.8143202120090722,False
39063,early,weather_only,0,191,0.24239265530709736,0.31889058239235446,0.47643979057591623,0.25654450261780104,0.8143202120090722,False
39069,early,weather_only,0,191,0.4992398402045726,0.5832527932081192,0.900523560209424,0.7853403141361257,0.8143202120090722,False
39099,early,weather_only,0,191,0.3719128436027388,0.45017304218815773,0.7801047120418848,0.5863874345549738,0.8143202120090722,False
39101,early,weather_only,0,191,0.19916696665841999,0.3575188528735137,0.35602094240837695,0.39790575916230364,0.8143202120090722,False
39123,early,weather_only,0,191,0.33824137342304356,0.5565375826360902,0.7591623036649214,0.7591623036649214,0.8143202120090722,False
39127,early,weather_only,0,191,0.33374119464605867,0.5324390924469884,0.7591623036649214,0.7068062827225131,0.8143202120090722,False
39133,early,weather_only,0,191,0.19080773426561992,0.46904912892081124,0.32460732984293195,0.6282722513089005,0.8143202120090722,False
39135,early,weather_only,0,191,0.3218681152882569,0.4144738796521163,0.6910994764397905,0.5078534031413613,0.8143202120090722,False
39137,early,weather_only,0,191,0.17743825874190564,0.2143175943677977,0.2774869109947644,0.015706806282722512,0.8143202120090722,False
39153,early,weather_only,0,191,0.26066591433089786,0.3852639113108933,0.5340314136125655,0.46596858638743455,0.8143202120090722,False
42007,early,weather_only,0,191,0.17937107643704198,0.5368223709021692,0.2931937172774869,0.7172774869109948,0.8143202120090722,False
42009,early,weather_only,0,191,0.26407086234235333,0.6879804276862069,0.5445026178010471,0.8743455497382199,0.8143202120090722,False
42013,early,weather_only,0,191,0.818973012413074,1.0720422274027792,0.9947643979057592,0.9947643979057592,0.8143202120090722,False
42027,early,weather_only,0,191,0.466380165779343,0.6825894187436584,0.8691099476439791,0.8691099476439791,0.8143202120090722,False
42043,early,weather_only,0,191,0.31630659482741574,0.6215270933210448,0.6910994764397905,0.8324607329842932,0.8143202120090722,False
42049,early,weather_only,0,191,0.678979088663941,0.9710969042557687,0.9685863874345549,0.9842931937172775,0.8143202120090722,False
42065,early,weather_only,0,191,0.9888925788136418,1.5230102520542992,0.9947643979057592,1.0,0.8143202120090722,False
42081,early,weather_only,0,191,0.42707307472915157,0.5744922107822098,0.8638743455497382,0.774869109947644,0.8143202120090722,False
42095,early,weather_only,0,191,0.2608890905350704,0.548927504921161,0.5340314136125655,0.743455497382199,0.8143202120090722,False
42101,early,weather_only,0,191,0.42788680558543984,0.6779496073295997,0.8638743455497382,0.8638743455497382,0.8143202120090722,False
42103,early,weather_only,0,191,0.26473124726762876,0.5102603738637392,0.5445026178010471,0.680628272251309,0.8143202120090722,False
54009,early,weather_only,0,191,0.3439705747031638,0.6107911838662596,0.7591623036649214,0.8115183246073299,0.8143202120090722,False
54025,early,weather_only,0,191,0.44609814474491133,0.7301675806479725,0.8691099476439791,0.9109947643979057,0.8143202120090722,False
54035,early,weather_only,0,191,0.18672411869335184,0.31994471832540927,0.32460732984293195,0.2670157068062827,0.8143202120090722,False
54055,early,weather_only,0,191,0.26334030813629095,0.5973489608273844,0.5445026178010471,0.7905759162303665,0.8143202120090722,False
54057,early,weather_only,0,191,0.5026110119981667,0.7911830332517436,0.900523560209424,0.93717277486911,0.8143202120090722,False
54071,early,weather_only,0,191,0.6044767813424321,0.7862381856510624,0.9581151832460733,0.93717277486911,0.8143202120090722,False
54077,early,weather_only,0,191,0.40282686050965183,0.4466594028761189,0.8429319371727748,0.581151832460733,0.8143202120090722,False
54083,early,weather_only,0,191,0.46263735932781924,0.6150198766548327,0.8691099476439791,0.8115183246073299,0.8143202120090722,False
54087,early,weather_only,0,191,0.17112942279589038,0.2591298078437208,0.2617801047120419,0.05235602094240838,0.8143202120090722,False
18009,early,context_rank,0,191,0.21268823220666389,0.25902155391653386,0.9581151832460733,0.9685863874345549,0.2476136748147747,False
18069,early,context_rank,0,191,0.08552755338173705,0.15899158757809942,0.020942408376963352,0.06806282722513089,0.2476136748147747,False
18071,early,context_rank,0,191,0.11043776027724533,0.16293101626115541,0.10471204188481675,0.07329842931937172,0.2476136748147747,False
18091,early,context_rank,0,191,0.1396997847912983,0.1745272374494197,0.42408376963350786,0.2198952879581152,0.2476136748147747,False
18095,early,context_rank,0,191,0.17792612429660498,0.19234709861914961,0.8272251308900523,0.418848167539267,0.2476136748147747,False
18103,early,context_rank,0,191,0.13597724347467086,0.17899879808536007,0.4031413612565445,0.2670157068062827,0.2476136748147747,False
18125,early,context_rank,0,191,0.12788146630684463,0.1626202769143703,0.3193717277486911,0.06806282722513089,0.2476136748147747,False
18135,early,context_rank,0,191,0.14907599614101905,0.20027563042495164,0.5392670157068062,0.5549738219895288,0.2476136748147747,False
18137,early,context_rank,0,191,0.11672127648578685,0.15999031960296606,0.18324607329842932,0.06806282722513089,0.2476136748147747,False
18147,early,context_rank,0,191,0.16415119516237073,0.18088756280305787,0.743455497382199,0.3089005235602094,0.2476136748147747,False
18159,early,context_rank,0,191,0.14675926822955418,0.2132658791915375,0.5235602094240838,0.7539267015706806,0.2476136748147747,False
18161,early,context_rank,0,191,0.17987809380399594,0.22818904319266028,0.8429319371727748,0.8638743455497382,0.2476136748147747,False
18171,early,context_rank,0,191,0.1942547477313662,0.2564816893271596,0.93717277486911,0.9633507853403142,0.2476136748147747,False
18179,early,context_rank,0,191,0.13594964216645938,0.1934325887906615,0.4031413612565445,0.4607329842931937,0.2476136748147747,False
39027,early,context_rank,0,191,0.14068904875975094,0.179048925551463,0.4397905759162304,0.2670157068062827,0.2476136748147747,False
39037,early,context_rank,0,191,0.1562935382905582,0.1802776723816001,0.6596858638743456,0.29842931937172773,0.2476136748147747,False
39055,early,context_rank,0,191,0.13024773837856168,0.19303551691695744,0.32460732984293195,0.44502617801047123,0.2476136748147747,False
39059,early,context_rank,0,191,0.15186389043589327,0.18426122097771114,0.5916230366492147,0.3403141361256545,0.2476136748147747,False
39063,early,context_rank,0,191,0.11436190069330884,0.1817604144872441,0.11518324607329843,0.3089005235602094,0.2476136748147747,False
39069,early,context_rank,0,191,0.13048678840821495,0.1720606275183797,0.32460732984293195,0.17277486910994763,0.2476136748147747,False
39099,early,context_rank,0,191,0.1799023565641286,0.21188947124898416,0.8429319371727748,0.7172774869109948,0.2476136748147747,False
39101,early,context_rank,0,191,0.19485040745697443,0.2309283579450335,0.93717277486911,0.8795811518324608,0.2476136748147747,False
39123,early,context_rank,0,191,0.12279671539923187,0.22401599888098017,0.24607329842931938,0.8534031413612565,0.2476136748147747,False
39127,early,context_rank,0,191,0.17994973887505425,0.22115033592010055,0.8429319371727748,0.8167539267015707,0.2476136748147747,False
39133,early,context_rank,0,191,0.1529761279723548,0.20000578407536895,0.5916230366492147,0.5549738219895288,0.2476136748147747,False
39135,early,context_rank,0,191,0.19078244758852428,0.21107396716779503,0.9319371727748691,0.7120418848167539,0.2476136748147747,False
39137,early,context_rank,0,191,0.11129173626183653,0.1643367170681701,0.10471204188481675,0.09424083769633508,0.2476136748147747,False
39153,early,context_rank,0,191,0.06691505331563656,0.15924691684702474,0.0,0.06806282722513089,0.2476136748147747,False
42007,early,context_rank,0,191,0.16997885879119842,0.2035612357272422,0.7958115183246073,0.5916230366492147,0.2476136748147747,False
42009,early,context_rank,0,191,0.18331106159628385,0.23924389027084728,0.8743455497382199,0.9162303664921466,0.2476136748147747,False
42013,early,context_rank,0,191,0.19809153650011482,0.21301995785417546,0.9476439790575916,0.7539267015706806,0.2476136748147747,False
42027,early,context_rank,0,191,0.17932642336459836,0.2348876949717588,0.8324607329842932,0.900523560209424,0.2476136748147747,False
42043,early,context_rank,0,191,0.10149034456580634,0.16774390122241628,0.07329842931937172,0.12041884816753927,0.2476136748147747,False
42049,early,context_rank,0,191,0.15766554066915978,0.22607038146683436,0.680628272251309,0.8534031413612565,0.2476136748147747,False
42065,early,context_rank,0,191,0.16159059748726515,0.20507036479676158,0.7068062827225131,0.6178010471204188,0.2476136748147747,False
42081,early,context_rank,0,191,0.14978763875308868,0.19717616732948512,0.5497382198952879,0.49214659685863876,0.2476136748147747,False
42095,early,context_rank,0,191,0.11857725105876596,0.16872128842222006,0.225130890052356,0.13612565445026178,0.2476136748147747,False
42101,early,context_rank,0,191,0.13170681343827115,0.22392038147548987,0.3298429319371728,0.8534031413612565,0.2476136748147747,False
42103,early,context_rank,0,191,0.08143934159240782,0.1872736502738909,0.010471204188481676,0.3507853403141361,0.2476136748147747,False
54009,early,context_rank,0,191,0.18364232187283266,0.25644876583852977,0.8848167539267016,0.9633507853403142,0.2476136748147747,False
54025,early,context_rank,0,191,0.17736217319715022,0.19826134753706598,0.8272251308900523,0.5078534031413613,0.2476136748147747,False
54035,early,context_rank,0,191,0.07097147376817257,0.1998286779876017,0.010471204188481676,0.5497382198952879,0.2476136748147747,False
54055,early,context_rank,0,191,0.1575992948582002,0.2025785721083551,0.675392670157068,0.5706806282722513,0.2476136748147747,False
54057,early,context_rank,0,191,0.13875903677156207,0.2406358907031308,0.41361256544502617,0.9319371727748691,0.2476136748147747,False
54071,early,context_rank,0,191,0.17532218747011552,0.22680625998955206,0.8167539267015707,0.8534031413612565,0.2476136748147747,False
54077,early,context_rank,0,191,0.1756689775186833,0.20002944075251144,0.8167539267015707,0.5549738219895288,0.2476136748147747,False
54083,early,context_rank,0,191,0.17812340596062765,0.21796894748337903,0.8272251308900523,0.7905759162303665,0.2476136748147747,False
54087,early,context_rank,0,191,0.08922677636152707,0.16127727552294818,0.03664921465968586,0.06806282722513089,0.2476136748147747,False
18009,early,full_cache_rank,0,191,0.20209041507002973,0.23729879316929858,0.9319371727748691,0.8691099476439791,0.25493269226839155,False
18069,early,full_cache_rank,0,191,0.09730607189985484,0.18424314846925113,0.0,0.08900523560209424,0.25493269226839155,False
18071,early,full_cache_rank,0,191,0.1122001298979252,0.16430392823617168,0.031413612565445025,0.005235602094240838,0.25493269226839155,False
18091,early,full_cache_rank,0,191,0.12744276054629228,0.17440085743422817,0.11518324607329843,0.041884816753926704,0.25493269226839155,False
18095,early,full_cache_rank,0,191,0.131074392234453,0.1947539875577071,0.14659685863874344,0.2670157068062827,0.25493269226839155,False
18103,early,full_cache_rank,0,191,0.13707859829654254,0.20830232106185875,0.225130890052356,0.5287958115183246,0.25493269226839155,False
18125,early,full_cache_rank,0,191,0.18872053848956344,0.21588221229329632,0.8638743455497382,0.6335078534031413,0.25493269226839155,False
18135,early,full_cache_rank,0,191,0.15387803105786435,0.19119666174836455,0.4607329842931937,0.20418848167539266,0.25493269226839155,False
18137,early,full_cache_rank,0,191,0.1461220710999661,0.19931576774858137,0.34554973821989526,0.34554973821989526,0.25493269226839155,False
18147,early,full_cache_rank,0,191,0.1577341516384764,0.20194826071408428,0.5392670157068062,0.4083769633507853,0.25493269226839155,False
18159,early,full_cache_rank,0,191,0.1872308341544906,0.22406433854906838,0.8534031413612565,0.7486910994764397,0.25493269226839155,False
18161,early,full_cache_rank,0,191,0.21444752476272894,0.24359757416449365,0.9790575916230366,0.9057591623036649,0.25493269226839155,False
18171,early,full_cache_rank,0,191,0.2089269110698438,0.24217617752949744,0.9633507853403142,0.900523560209424,0.25493269226839155,False
18179,early,full_cache_rank,0,191,0.17743958148021702,0.20847428586820577,0.7696335078534031,0.5287958115183246,0.25493269226839155,False
39027,early,full_cache_rank,0,191,0.17489459089858392,0.20650623970339732,0.7225130890052356,0.5078534031413613,0.25493269226839155,False
39037,early,full_cache_rank,0,191,0.13121070770543286,0.18443342620229383,0.14659685863874344,0.08900523560209424,0.25493269226839155,False
39055,early,full_cache_rank,0,191,0.19573687842222895,0.2257940186789696,0.900523560209424,0.7643979057591623,0.25493269226839155,False
39059,early,full_cache_rank,0,191,0.13777432835602507,0.17299096848954257,0.23036649214659685,0.041884816753926704,0.25493269226839155,False
39063,early,full_cache_rank,0,191,0.10724817152778954,0.18651311919138797,0.010471204188481676,0.12041884816753927,0.25493269226839155,False
39069,early,full_cache_rank,0,191,0.1720826678761808,0.19316057465561356,0.7120418848167539,0.24607329842931938,0.25493269226839155,False
39099,early,full_cache_rank,0,191,0.1256627646907671,0.21846399032562286,0.09424083769633508,0.6649214659685864,0.25493269226839155,False
39101,early,full_cache_rank,0,191,0.17589103548797777,0.2094800470968141,0.7382198952879581,0.5497382198952879,0.25493269226839155,False
39123,early,full_cache_rank,0,191,0.18847875627690236,0.22649356882444766,0.8638743455497382,0.7696335078534031,0.25493269226839155,False
39127,early,full_cache_rank,0,191,0.16766730082466255,0.19256745799578134,0.6649214659685864,0.24083769633507854,0.25493269226839155,False
39133,early,full_cache_rank,0,191,0.12677308872493656,0.20001612424951473,0.1099476439790576,0.3507853403141361,0.25493269226839155,False
39135,early,full_cache_rank,0,191,0.14831794570515067,0.19793677502449958,0.36649214659685864,0.31413612565445026,0.25493269226839155,False
39137,early,full_cache_rank,0,191,0.13442332518222466,0.17779269383817242,0.18324607329842932,0.05759162303664921,0.25493269226839155,False
39153,early,full_cache_rank,0,191,0.11405867428477195,0.19518480947715736,0.041884816753926704,0.28272251308900526,0.25493269226839155,False
42007,early,full_cache_rank,0,191,0.1599748249535097,0.19334271039612927,0.5759162303664922,0.24607329842931938,0.25493269226839155,False
42009,early,full_cache_rank,0,191,0.21569183205767778,0.23656800134549602,0.9790575916230366,0.8586387434554974,0.25493269226839155,False
42013,early,full_cache_rank,0,191,0.2269484541831569,0.24284086525976875,0.9842931937172775,0.9057591623036649,0.25493269226839155,False
42027,early,full_cache_rank,0,191,0.1917362047945107,0.23746944766791273,0.8691099476439791,0.8743455497382199,0.25493269226839155,False
42043,early,full_cache_rank,0,191,0.153742380656623,0.17674030581305625,0.4607329842931937,0.05759162303664921,0.25493269226839155,False
42049,early,full_cache_rank,0,191,0.20745825826851058,0.25146570950373726,0.9528795811518325,0.93717277486911,0.25493269226839155,False
42065,early,full_cache_rank,0,191,0.18808796651248466,0.23601098986040447,0.8638743455497382,0.8586387434554974,0.25493269226839155,False
42081,early,full_cache_rank,0,191,0.18542921424315595,0.2198345703425586,0.837696335078534,0.680628272251309,0.25493269226839155,False
42095,early,full_cache_rank,0,191,0.11232925031039674,0.1729256771770684,0.041884816753926704,0.041884816753926704,0.25493269226839155,False
