window,fipsCode,target_hour,target_time,actual,prediction
early,18023,86,2026-03-14 14:00:00,0.0,0.0
early,18023,87,2026-03-14 15:00:00,0.0,0.0
early,18023,88,2026-03-14 16:00:00,0.0,0.0
early,18023,89,2026-03-14 17:00:00,0.0,0.0
early,18023,90,2026-03-14 18:00:00,0.0,0.0
early,18023,91,2026-03-14 19:00:00,0.0,0.0
early,18023,92,2026-03-14 20:00:00,0.0,0.0
early,18023,93,2026-03-14 21:00:00,0.0,0.0
early,18023,94,2026-03-14 22:00:00,0.0,0.0
early,18023,95,2026-03-14 23:00:00,0.0,0.0
early,18025,73,2026-03-14 01:00:00,0.0001,0.0
early,18025,74,2026-03-14 02:00:00,0.0,0.0
early,18025,75,2026-03-14 03:00:00,0.0,0.0
early,18025,76,2026-03-14 04:00:00,0.0,0.0
early,18025,77,2026-03-14 05:00:00,0.0,0.0
early,18025,78,2026-03-14 06:00:00,0.0,0.0
early,18025,79,2026-03-14 07:00:00,0.0,0.0
early,18025,80,2026-03-14 08:00:00,0.0,0.0
early,18025,81,2026-03-14 09:00:00,0.0,0.0
early,18025,82,2026-03-14 10:00:00,0.0,0.0
early,18025,83,2026-03-14 11:00:00,0.0,0.0
early,18025,84,2026-03-14 12:00:00,0.0,0.0
early,18025,85,2026-03-14 13:00:00,0.0,0.0
early,18025,86,2026-03-14 14:00:00,0.0,0.0
early,18025,87,2026-03-14 15:00:00,0.0001,0.0
early,18025,88,2026-03-14 16:00:00,0.0001,0.0
early,18025,89,2026-03-14 17:00:00,0.0001,0.0
early,18025,90,2026-03-14 18:00:00,0.0001,0.0
early,18025,91,2026-03-14 19:00:00,0.0002,0.0
early,18025,92,2026-03-14 20:00:00,0.0002,0.0
early,18025,93,2026-03-14 21:00:00,0.0002,0.0
early,18025,94,2026-03-14 22:00:00,0.0002,0.0
early,18025,95,2026-03-14 23:00:00,0.0002,0.0
early,18027,73,2026-03-14 01:00:00,0.0,0.0
early,18027,74,2026-03-14 02:00:00,0.0,0.0
early,18027,75,2026-03-14 03:00:00,0.0,0.0
early,18027,76,2026-03-14 04:00:00,0.0,0.0
early,18027,77,2026-03-14 05:00:00,0.0,0.0
early,18027,78,2026-03-14 06:00:00,0.0,0.0
early,18027,79,2026-03-14 07:00:00,0.0,0.0
early,18027,80,2026-03-14 08:00:00,0.0,0.0
early,18027,81,2026-03-14 09:00:00,0.0,0.0
early,18027,82,2026-03-14 10:00:00,0.0,0.0
early,18027,83,2026-03-14 11:00:00,0.0,0.0
early,18027,84,2026-03-14 12:00:00,0.0,0.0
early,18027,85,2026-03-14 13:00:00,0.0,0.0
early,18027,86,2026-03-14 14:00:00,0.0,0.0
early,18027,87,2026-03-14 15:00:00,0.0,0.0
early,18027,88,2026-03-14 16:00:00,0.0,0.0
early,18027,89,2026-03-14 17:00:00,0.0,0.0
early,18027,90,2026-03-14 18:00:00,0.0,0.0
early,18027,91,2026-03-14 19:00:00,0.0,0.0
early,18027,92,2026-03-14 20:00:00,0.0,0.0
early,18027,93,2026-03-14 21:00:00,0.0,0.0
early,18027,94,2026-03-14 22:00:00,0.0,0.0
early,18027,95,2026-03-14 23:00:00,0.0,0.0
early,18029,73,2026-03-14 01:00:00,0.0,0.0
early,18029,74,2026-03-14 02:00:00,0.0,0.0
early,18029,75,2026-03-14 03:00:00,0.0,0.0
early,18029,76,2026-03-14 04:00:00,0.0,0.0
early,18029,77,2026-03-14 05:00:00,0.0,0.0
early,18029,78,2026-03-14 06:00:00,0.0,0.0
early,18029,79,2026-03-14 07:00:00,0.0,0.0
early,18029,80,2026-03-14 08:00:00,0.0,0.0
early,18029,81,2026-03-14 09:00:00,0.0,0.0
early,18029,82,2026-03-14 10:00:00,0.0,0.0
early,18029,83,2026-03-14 11:00:00,0.0001,0.0
early,18029,84,2026-03-14 12:00:00,0.0001,0.0
early,18029,85,2026-03-14 13:00:00,0.0001,0.0
early,18029,86,2026-03-14 14:00:00,0.0,0.0
early,18029,87,2026-03-14 15:00:00,0.0,0.0
early,18029,88,2026-03-14 16:00:00,0.0,0.0
early,18029,89,2026-03-14 17:00:00,0.0,0.0
early,18029,90,2026-03-14 18:00:00,0.0,0.0
early,18029,91,2026-03-14 19:00:00,0.0,0.0
early,18029,92,2026-03-14 20:00:00,0.0,0.0
early,18029,93,2026-03-14 21:00:00,0.0,0.0
early,18029,94,2026-03-14 22:00:00,0.0,0.0
early,18029,95,2026-03-14 23:00:00,0.0,0.0
early,18033,73,2026-03-14 01:00:00,0.0018,0.0027586684370990403
early,18033,74,2026-03-14 02:00:00,0.0014,0.0029844666101905377
early,18033,75,2026-03-14 03:00:00,0.0013,0.003070667954340782
early,18033,76,2026-03-14 04:00:00,0.0012,0.0020424524213248168
early,18033,77,2026-03-14 05:00:00,0.0011,0.0017228398674323142
early,18033,78,2026-03-14 06:00:00,0.001,0.0023026044440311124
early,18033,79,2026-03-14 07:00:00,0.001,0.0022551799991430157
early,18033,80,2026-03-14 08:00:00,0.001,0.0023282752018283243
early,18033,81,2026-03-14 09:00:00,0.0005,0.0022768677142606833
early,18033,82,2026-03-14 10:00:00,0.0006,0.001863587886739141
early,18033,83,2026-03-14 11:00:00,0.0007,0.001981274449778507
early,18033,84,2026-03-14 12:00:00,0.0006,0.0014614430930707705
early,18033,85,2026-03-14 13:00:00,0.0005,0.0013562835092935906
early,18033,86,2026-03-14 14:00:00,0.0005,0.0010914996953095724
early,18033,87,2026-03-14 15:00:00,0.0006,0.0012053015137547959
early,18033,88,2026-03-14 16:00:00,0.0009,0.0
early,18033,89,2026-03-14 17:00:00,0.0009,0.0
early,18033,90,2026-03-14 18:00:00,0.0007,0.0
early,18033,91,2026-03-14 19:00:00,0.0009,0.0
early,18033,92,2026-03-14 20:00:00,0.0009,0.0
early,18033,93,2026-03-14 21:00:00,0.0013,0.0
early,18033,94,2026-03-14 22:00:00,0.0014,0.0
early,18033,95,2026-03-14 23:00:00,0.0006,0.0
early,18035,73,2026-03-14 01:00:00,0.0151,0.011873763393266078
early,18035,74,2026-03-14 02:00:00,0.0147,0.01127312368115737
early,18035,75,2026-03-14 03:00:00,0.0137,0.009984383693691352
early,18035,76,2026-03-14 04:00:00,0.013,0.009694302251763617
early,18035,77,2026-03-14 05:00:00,0.0112,0.009106658132796248
early,18035,78,2026-03-14 06:00:00,0.0101,0.006656602961978631
early,18035,79,2026-03-14 07:00:00,0.0092,0.006515757473390164
early,18035,80,2026-03-14 08:00:00,0.0085,0.006244220434278779
early,18035,81,2026-03-14 09:00:00,0.0084,0.0057232910388237265
early,18035,82,2026-03-14 10:00:00,0.0091,0.004864947488913312
early,18035,83,2026-03-14 11:00:00,0.0074,0.004621008831971607
early,18035,84,2026-03-14 12:00:00,0.0067,0.0043943122637377175
early,18035,85,2026-03-14 13:00:00,0.006,0.0037758655444339595
early,18035,86,2026-03-14 14:00:00,0.0049,0.003516646230242372
early,18035,87,2026-03-14 15:00:00,0.0047,0.0025638937955019896
early,18035,88,2026-03-14 16:00:00,0.0043,0.0023100310798694103
early,18035,89,2026-03-14 17:00:00,0.0034,0.0019586091070370264
early,18035,90,2026-03-14 18:00:00,0.0026,0.0013261649890301966
early,18035,91,2026-03-14 19:00:00,0.0023,0.0
early,18035,92,2026-03-14 20:00:00,0.0015,0.0
early,18035,93,2026-03-14 21:00:00,0.001,0.0
early,18035,94,2026-03-14 22:00:00,0.0009,0.0
early,18035,95,2026-03-14 23:00:00,0.001,0.0
early,18037,73,2026-03-14 01:00:00,0.0,0.0
early,18037,74,2026-03-14 02:00:00,0.0,0.0
early,18037,75,2026-03-14 03:00:00,0.0,0.0
early,18037,76,2026-03-14 04:00:00,0.0,0.0
early,18037,77,2026-03-14 05:00:00,0.0,0.0
early,18037,78,2026-03-14 06:00:00,0.0,0.0
early,18037,79,2026-03-14 07:00:00,0.0,0.0
early,18037,80,2026-03-14 08:00:00,0.0,0.0
early,18037,81,2026-03-14 09:00:00,0.0,0.0
early,18037,82,2026-03-14 10:00:00,0.0,0.0
early,18037,83,2026-03-14 11:00:00,0.0,0.0
early,18037,84,2026-03-14 12:00:00,0.0001,0.0
early,18037,85,2026-03-14 13:00:00,0.0,0.0
early,18037,86,2026-03-14 14:00:00,0.0,0.0
early,18037,87,2026-03-14 15:00:00,0.0,0.0
early,18037,88,2026-03-14 16:00:00,0.0,0.0
early,18037,89,2026-03-14 17:00:00,0.0,0.0
early,18037,90,2026-03-14 18:00:00,0.0,0.0
early,18037,91,2026-03-14 19:00:00,0.0,0.0
early,18037,92,2026-03-14 20:00:00,0.0,0.0
early,18037,93,2026-03-14 21:00:00,0.0,0.0
early,18037,94,2026-03-14 22:00:00,0.0,0.0
early,18037,95,2026-03-14 23:00:00,0.0,0.0
early,18039,73,2026-03-14 01:00:00,0.0045,0.007106423889322271
early,18039,74,2026-03-14 02:00:00,0.0039,0.006541026569069413
early,18039,75,2026-03-14 03:00:00,0.0036,0.0069436975243999015
early,18039,76,2026-03-14 04:00:00,0.0035,0.006747753405069858
early,18039,77,2026-03-14 05:00:00,0.0034,0.006225103843024308
early,18039,78,2026-03-14 06:00:00,0.0033,0.005942549037452093
early,18039,79,2026-03-14 07:00:00,0.0033,0.005679806006196182
early,18039,80,2026-03-14 08:00:00,0.0033,0.005965293533039258
early,18039,81,2026-03-14 09:00:00,0.0034,0.006178130294352421
early,18039,82,2026-03-14 10:00:00,0.0033,0.005898788878857733
early,18039,83,2026-03-14 11:00:00,0.003,0.006082712344314027
early,18039,84,2026-03-14 12:00:00,0.0028,0.005494484368619199
early,18039,85,2026-03-14 13:00:00,0.0024,0.005255200287880865
early,18039,86,2026-03-14 14:00:00,0.0019,0.0057735515097297714
early,18039,87,2026-03-14 15:00:00,0.0017,0.005191722419331732
early,18039,88,2026-03-14 16:00:00,0.0016,0.004788311278482511
early,18039,89,2026-03-14 17:00:00,0.0012,0.0048789435917077585
early,18039,90,2026-03-14 18:00:00,0.001,0.004184209680925688
early,18039,91,2026-03-14 19:00:00,0.001,0.0040246605287024995
early,18039,92,2026-03-14 20:00:00,0.0009,0.0037209045835962773
early,18039,93,2026-03-14 21:00:00,0.0007,0.003681668802430647
early,18039,94,2026-03-14 22:00:00,0.0007,0.0037325635242533594
early,18039,95,2026-03-14 23:00:00,0.0007,0.003394426530510666
early,18041,73,2026-03-14 01:00:00,0.0,0.0010490621391416634
early,18041,74,2026-03-14 02:00:00,0.0,0.0029358258843806295
early,18041,75,2026-03-14 03:00:00,0.0,0.0018953420308614676
early,18041,76,2026-03-14 04:00:00,0.0,0.0
early,18041,77,2026-03-14 05:00:00,0.0,0.0
early,18041,78,2026-03-14 06:00:00,0.0,0.0010817977025903594
early,18041,79,2026-03-14 07:00:00,0.0,0.001371101368036339
early,18041,80,2026-03-14 08:00:00,0.0,0.0015144723601270042
early,18041,81,2026-03-14 09:00:00,0.0,0.0
early,18041,82,2026-03-14 10:00:00,0.0,0.0012087412116693107
early,18041,83,2026-03-14 11:00:00,0.0,0.0
early,18041,84,2026-03-14 12:00:00,0.0,0.0
early,18041,85,2026-03-14 13:00:00,0.0,0.0
early,18041,86,2026-03-14 14:00:00,0.0,0.0
early,18041,87,2026-03-14 15:00:00,0.0,0.0
early,18041,88,2026-03-14 16:00:00,0.0,0.0
early,18041,89,2026-03-14 17:00:00,0.0,0.0
early,18041,90,2026-03-14 18:00:00,0.0001,0.0
early,18041,91,2026-03-14 19:00:00,0.0005,0.0
early,18041,92,2026-03-14 20:00:00,0.0001,0.0
early,18041,93,2026-03-14 21:00:00,0.0,0.0
early,18041,94,2026-03-14 22:00:00,0.0,0.0
early,18041,95,2026-03-14 23:00:00,0.0,0.0
early,18043,73,2026-03-14 01:00:00,0.0,0.0
early,18043,74,2026-03-14 02:00:00,0.0,0.0
early,18043,75,2026-03-14 03:00:00,0.0,0.0
early,18043,76,2026-03-14 04:00:00,0.0,0.0
early,18043,77,2026-03-14 05:00:00,0.0,0.0
early,18043,78,2026-03-14 06:00:00,0.0,0.0
early,18043,79,2026-03-14 07:00:00,0.0,0.0
early,18043,80,2026-03-14 08:00:00,0.0001,0.0
early,18043,81,2026-03-14 09:00:00,0.0007,0.0
early,18043,82,2026-03-14 10:00:00,0.0007,0.0
early,18043,83,2026-03-14 11:00:00,0.0001,0.0
early,18043,84,2026-03-14 12:00:00,0.0001,0.0
early,18043,85,2026-03-14 13:00:00,0.0001,0.0
early,18043,86,2026-03-14 14:00:00,0.0001,0.0
early,18043,87,2026-03-14 15:00:00,0.0001,0.0
early,18043,88,2026-03-14 16:00:00,0.0,0.0
early,18043,89,2026-03-14 17:00:00,0.0,0.0
early,18043,90,2026-03-14 18:00:00,0.0,0.0
early,18043,91,2026-03-14 19:00:00,0.0,0.0
early,18043,92,2026-03-14 20:00:00,0.0,0.0
early,18043,93,2026-03-14 21:00:00,0.0,0.0
early,18043,94,2026-03-14 22:00:00,0.0,0.0
early,18043,95,2026-03-14 23:00:00,0.0,0.0
early,18045,73,2026-03-14 01:00:00,0.0001,0.0
early,18045,74,2026-03-14 02:00:00,0.0,0.0
early,18045,75,2026-03-14 03:00:00,0.0,0.0
early,18045,76,2026-03-14 04:00:00,0.0,0.0
early,18045,77,2026-03-14 05:00:00,0.0,0.0
early,18045,78,2026-03-14 06:00:00,0.0,0.0
early,18045,79,2026-03-14 07:00:00,0.0,0.0
early,18045,80,2026-03-14 08:00:00,0.0,0.0
early,18045,81,2026-03-14 09:00:00,0.0,0.0
early,18045,82,2026-03-14 10:00:00,0.0,0.0
early,18045,83,2026-03-14 11:00:00,0.0,0.0
early,18045,84,2026-03-14 12:00:00,0.0,0.0
early,18045,85,2026-03-14 13:00:00,0.0,0.0
early,18045,86,2026-03-14 14:00:00,0.0,0.0
early,18045,87,2026-03-14 15:00:00,0.0,0.0
early,18045,88,2026-03-14 16:00:00,0.0,0.0
early,18045,89,2026-03-14 17:00:00,0.0,0.0
early,18045,90,2026-03-14 18:00:00,0.0,0.0
early,18045,91,2026-03-14 19:00:00,0.0,0.0
early,18045,92,2026-03-14 20:00:00,0.0,0.0
early,18045,93,2026-03-14 21:00:00,0.0,0.0
early,18045,94,2026-03-14 22:00:00,0.0,0.0
early,18045,95,2026-03-14 23:00:00,0.0,0.0
early,18047,73,2026-03-14 01:00:00,0.0007,0.0028858375601147367
early,18047,74,2026-03-14 02:00:00,0.0001,0.0015987817895711904
early,18047,75,2026-03-14 03:00:00,0.0,0.0015407011955634099
early,18047,76,2026-03-14 04:00:00,0.0,0.0013338804868250323
early,18047,77,2026-03-14 05:00:00,0.0,0.0
early,18047,78,2026-03-14 06:00:00,0.0,0.0011345756182129926
early,18047,79,2026-03-14 07:00:00,0.0,0.0
early,18047,80,2026-03-14 08:00:00,0.0001,0.0
early,18047,81,2026-03-14 09:00:00,0.0001,0.0
early,18047,82,2026-03-14 10:00:00,0.0,0.0
early,18047,83,2026-03-14 11:00:00,0.0,0.0
early,18047,84,2026-03-14 12:00:00,0.0,0.0
early,18047,85,2026-03-14 13:00:00,0.0,0.0
early,18047,86,2026-03-14 14:00:00,0.0001,0.0
early,18047,87,2026-03-14 15:00:00,0.0,0.0
early,18047,88,2026-03-14 16:00:00,0.0,0.0
early,18047,89,2026-03-14 17:00:00,0.0,0.0
early,18047,90,2026-03-14 18:00:00,0.0,0.0
early,18047,91,2026-03-14 19:00:00,0.0,0.0
early,18047,92,2026-03-14 20:00:00,0.0,0.0
early,18047,93,2026-03-14 21:00:00,0.0,0.0
early,18047,94,2026-03-14 22:00:00,0.0,0.0
early,18047,95,2026-03-14 23:00:00,0.0,0.0
early,18051,73,2026-03-14 01:00:00,0.0,0.0
early,18051,74,2026-03-14 02:00:00,0.0,0.0
early,18051,75,2026-03-14 03:00:00,0.0,0.0
early,18051,76,2026-03-14 04:00:00,0.0,0.0
early,18051,77,2026-03-14 05:00:00,0.0,0.0
early,18051,78,2026-03-14 06:00:00,0.0,0.0
early,18051,79,2026-03-14 07:00:00,0.0,0.0
early,18051,80,2026-03-14 08:00:00,0.0,0.0
early,18051,81,2026-03-14 09:00:00,0.0,0.0
early,18051,82,2026-03-14 10:00:00,0.0,0.0
early,18051,83,2026-03-14 11:00:00,0.0,0.0
early,18051,84,2026-03-14 12:00:00,0.0,0.0
early,18051,85,2026-03-14 13:00:00,0.0,0.0
early,18051,86,2026-03-14 14:00:00,0.0,0.0
early,18051,87,2026-03-14 15:00:00,0.0,0.0
early,18051,88,2026-03-14 16:00:00,0.0,0.0
early,18051,89,2026-03-14 17:00:00,0.0,0.0
early,18051,90,2026-03-14 18:00:00,0.0001,0.0
early,18051,91,2026-03-14 19:00:00,0.0,0.0
early,18051,92,2026-03-14 20:00:00,0.0,0.0
early,18051,93,2026-03-14 21:00:00,0.0,0.0
early,18051,94,2026-03-14 22:00:00,0.0,0.0
early,18051,95,2026-03-14 23:00:00,0.0,0.0
early,18059,73,2026-03-14 01:00:00,0.0004,0.0011875861149327955
early,18059,74,2026-03-14 02:00:00,0.0003,0.0017528136670964855
early,18059,75,2026-03-14 03:00:00,0.0003,0.0010995309727314345
early,18059,76,2026-03-14 04:00:00,0.0001,0.0
early,18059,77,2026-03-14 05:00:00,0.0001,0.0
early,18059,78,2026-03-14 06:00:00,0.0001,0.0
early,18059,79,2026-03-14 07:00:00,0.0,0.0
early,18059,80,2026-03-14 08:00:00,0.0,0.0
early,18059,81,2026-03-14 09:00:00,0.0,0.0
early,18059,82,2026-03-14 10:00:00,0.0001,0.0
early,18059,83,2026-03-14 11:00:00,0.0001,0.0
early,18059,84,2026-03-14 12:00:00,0.0,0.0
early,18059,85,2026-03-14 13:00:00,0.0,0.0
early,18059,86,2026-03-14 14:00:00,0.0,0.0
early,18059,87,2026-03-14 15:00:00,0.0,0.0
early,18059,88,2026-03-14 16:00:00,0.0,0.0
early,18059,89,2026-03-14 17:00:00,0.0,0.0
early,18059,90,2026-03-14 18:00:00,0.0,0.0
early,18059,91,2026-03-14 19:00:00,0.0,0.0
early,18059,92,2026-03-14 20:00:00,0.0,0.0
early,18059,93,2026-03-14 21:00:00,0.0,0.0
early,18059,94,2026-03-14 22:00:00,0.0,0.0
early,18059,95,2026-03-14 23:00:00,0.0,0.0
early,18061,73,2026-03-14 01:00:00,0.0,0.0
early,18061,74,2026-03-14 02:00:00,0.0,0.0
early,18061,75,2026-03-14 03:00:00,0.0,0.0
early,18061,76,2026-03-14 04:00:00,0.0,0.0
early,18061,77,2026-03-14 05:00:00,0.0,0.0
early,18061,78,2026-03-14 06:00:00,0.0,0.0
early,18061,79,2026-03-14 07:00:00,0.0,0.0
early,18061,80,2026-03-14 08:00:00,0.0,0.0
early,18061,81,2026-03-14 09:00:00,0.0,0.0
early,18061,82,2026-03-14 10:00:00,0.0,0.0
early,18061,83,2026-03-14 11:00:00,0.0,0.0
early,18061,84,2026-03-14 12:00:00,0.0,0.0
early,18061,85,2026-03-14 13:00:00,0.0,0.0
early,18061,86,2026-03-14 14:00:00,0.0,0.0
early,18061,87,2026-03-14 15:00:00,0.0,0.0
early,18061,88,2026-03-14 16:00:00,0.0,0.0
early,18061,89,2026-03-14 17:00:00,0.0,0.0
early,18061,90,2026-03-14 18:00:00,0.0,0.0
early,18061,91,2026-03-14 19:00:00,0.0001,0.0
early,18061,92,2026-03-14 20:00:00,0.0003,0.0
early,18061,93,2026-03-14 21:00:00,0.0003,0.0
early,18061,94,2026-03-14 22:00:00,0.0,0.0
early,18061,95,2026-03-14 23:00:00,0.0,0.0
early,18065,73,2026-03-14 01:00:00,0.0,0.001521433252139037
early,18065,74,2026-03-14 02:00:00,0.0,0.0017875059853335738
early,18065,75,2026-03-14 03:00:00,0.0,0.0019365332886801387
early,18065,76,2026-03-14 04:00:00,0.0,0.002968451545964594
early,18065,77,2026-03-14 05:00:00,0.0,0.001219453750944921
early,18065,78,2026-03-14 06:00:00,0.0,0.001578838452273286
early,18065,79,2026-03-14 07:00:00,0.0,0.0016229674427129309
early,18065,80,2026-03-14 08:00:00,0.0,0.0015596281622787846
early,18065,81,2026-03-14 09:00:00,0.0,0.001269514739637826
early,18065,82,2026-03-14 10:00:00,0.0001,0.0
early,18065,83,2026-03-14 11:00:00,0.0001,0.0
early,18065,84,2026-03-14 12:00:00,0.0001,0.0
early,18065,85,2026-03-14 13:00:00,0.0,0.00117570356925556
early,18065,86,2026-03-14 14:00:00,0.0,0.0011800647318009076
early,18065,87,2026-03-14 15:00:00,0.0,0.0015809449624338131
early,18065,88,2026-03-14 16:00:00,0.0,0.0016678743766240832
early,18065,89,2026-03-14 17:00:00,0.0,0.0017641648596625884
early,18065,90,2026-03-14 18:00:00,0.0,0.0013499709768782999
early,18065,91,2026-03-14 19:00:00,0.0,0.0011730006347276977
early,18065,92,2026-03-14 20:00:00,0.0,0.0011259089939420093
early,18065,93,2026-03-14 21:00:00,0.0,0.001176819410221576
early,18065,94,2026-03-14 22:00:00,0.0,0.0011077943204647262
early,18065,95,2026-03-14 23:00:00,0.0,0.0
early,18067,73,2026-03-14 01:00:00,0.0004,0.0026568293906143394
early,18067,74,2026-03-14 02:00:00,0.0004,0.0023046514586742644
early,18067,75,2026-03-14 03:00:00,0.0002,0.0018932730174857266
early,18067,76,2026-03-14 04:00:00,0.0002,0.0
early,18067,77,2026-03-14 05:00:00,0.0006,0.0
early,18067,78,2026-03-14 06:00:00,0.002,0.001043344258950122
early,18067,79,2026-03-14 07:00:00,0.002,0.0
early,18067,80,2026-03-14 08:00:00,0.0002,0.0
early,18067,81,2026-03-14 09:00:00,0.0002,0.0
early,18067,82,2026-03-14 10:00:00,0.0003,0.0
early,18067,83,2026-03-14 11:00:00,0.0003,0.0
early,18067,84,2026-03-14 12:00:00,0.0002,0.0
early,18067,85,2026-03-14 13:00:00,0.0,0.0
early,18067,86,2026-03-14 14:00:00,0.0,0.0
early,18067,87,2026-03-14 15:00:00,0.0,0.0
early,18067,88,2026-03-14 16:00:00,0.0,0.0
early,18067,89,2026-03-14 17:00:00,0.0,0.0
early,18067,90,2026-03-14 18:00:00,0.0,0.0
early,18067,91,2026-03-14 19:00:00,0.0,0.0
early,18067,92,2026-03-14 20:00:00,0.0,0.0
early,18067,93,2026-03-14 21:00:00,0.0,0.0
early,18067,94,2026-03-14 22:00:00,0.0004,0.0
early,18067,95,2026-03-14 23:00:00,0.0017,0.0
early,18069,73,2026-03-14 01:00:00,0.0044,0.0038868859440561176
early,18069,74,2026-03-14 02:00:00,0.0043,0.0032443718989296285
early,18069,75,2026-03-14 03:00:00,0.0039,0.002007768629463976
early,18069,76,2026-03-14 04:00:00,0.0039,0.0026180611378771325
early,18069,77,2026-03-14 05:00:00,0.0039,0.0027378798106617763
early,18069,78,2026-03-14 06:00:00,0.0039,0.0020505097829765506
early,18069,79,2026-03-14 07:00:00,0.0031,0.0020004917934146474
early,18069,80,2026-03-14 08:00:00,0.0032,0.0019551193900189576
early,18069,81,2026-03-14 09:00:00,0.0031,0.001720091796845155
early,18069,82,2026-03-14 10:00:00,0.0029,0.0016460761918123483
early,18069,83,2026-03-14 11:00:00,0.0029,0.0013664287664772873
early,18069,84,2026-03-14 12:00:00,0.0028,0.0014200524938823397
early,18069,85,2026-03-14 13:00:00,0.0025,0.0014133413757305934
early,18069,86,2026-03-14 14:00:00,0.0024,0.001444207570094063
early,18069,87,2026-03-14 15:00:00,0.0019,0.0013240182976157848
early,18069,88,2026-03-14 16:00:00,0.0017,0.0013428542114936346
early,18069,89,2026-03-14 17:00:00,0.0016,0.0017641591043355649
early,18069,90,2026-03-14 18:00:00,0.0016,0.001257608651877205
early,18069,91,2026-03-14 19:00:00,0.0015,0.0011732228647885563
early,18069,92,2026-03-14 20:00:00,0.0014,0.0
early,18069,93,2026-03-14 21:00:00,0.0014,0.0
early,18069,94,2026-03-14 22:00:00,0.0014,0.0
