query_fips,window,variant,match_fips,rank,feature,query_value,match_value,transformed_scaled_difference
42053,early,context,42063,5,osi_trend_last6h,0.019237142857142855,-0.006059999999999994,5.377309453738069
42053,early,context,42063,5,gust_max,43.6,39.2,0.505521330092348
42053,early,context,42063,5,gust_mean,23.575,22.770833333333332,0.18078245189201936
42053,early,context,42063,5,gust_hours_gt30,6.0,5.0,0.29760672669125077
42053,early,context,42063,5,tp_sum,0.0,0.0,0.0
42053,early,context,42063,5,soil_mean,0.392375,0.47645833333333326,-1.8138423241286143
42053,early,context,42063,5,prior24_gust_max,41.4,52.2,-1.0126714030393449
42053,early,context,42063,5,prior24_tp_sum,4.5,0.6000000000000001,2.52161295039768
42053,early,context,42063,5,customers_at_cutoff,6866.0,43642.0,-1.5686923095555496
42053,early,context,42063,5,pop_density,16.320313542102692,100.61234224258472,-1.479662460227414
42053,early,context,42063,5,pct_forest,82.9,59.13,0.8369507523862502
42053,early,context,42063,5,n_utilities,4.0,3.0,0.49275392259503487
42053,early,context,54099,6,last_P_t,0.14316924,0.05178459,0.7303863452741615
42053,early,context,54099,6,last_D_t,0.054422759,0.033099583,0.3518805020077201
42053,early,context,54099,6,last_N_t,0.065400654,0.014819144,5.871774771514417
42053,early,context,54099,6,last_R_t,0.0,0.009994306,-2.0115454369685803
42053,early,context,54099,6,osi_max_72h,0.1083,0.0466,0.7173943784744525
42053,early,context,54099,6,osi_mean_72h,0.007994444444444445,0.005340277777777777,0.42070073054143736
42053,early,context,54099,6,osi_trend_last6h,0.019237142857142855,0.007919999999999998,1.8510004822582693
42053,early,context,54099,6,gust_max,43.6,19.0,2.8263238000617648
42053,early,context,54099,6,gust_mean,23.575,9.466666666666667,3.171654829566723
42053,early,context,54099,6,gust_hours_gt30,6.0,0.0,1.7856403601475044
42053,early,context,54099,6,tp_sum,0.0,0.0,0.0
42053,early,context,54099,6,soil_mean,0.392375,0.2695,2.6506546153891404
42053,early,context,54099,6,prior24_gust_max,41.4,39.4,0.1875317413035823
42053,early,context,54099,6,prior24_tp_sum,4.5,0.0,3.4814611406600022
42053,early,context,54099,6,customers_at_cutoff,6866.0,22246.0,-0.9971073673193609
42053,early,context,54099,6,pop_density,16.320313542102692,77.03870798331923,-1.2589112686364425
42053,early,context,54099,6,pct_forest,82.9,85.07,-0.07640652640631695
42053,early,context,54099,6,n_utilities,4.0,1.0,2.023387410074411
42053,early,context,39101,7,last_P_t,0.14316924,0.086702253,0.3615571018088801
42053,early,context,39101,7,last_D_t,0.054422759,0.058795824,-0.05538656468628689
42053,early,context,39101,7,last_N_t,0.065400654,0.011042206,6.8481803124640015
42053,early,context,39101,7,last_R_t,0.0,1.31e-05,-0.0029911586857980232
42053,early,context,39101,7,osi_max_72h,0.1083,0.0532,0.60570759603231
42053,early,context,39101,7,osi_mean_72h,0.007994444444444445,0.0057666666666666665,0.34967620150346734
42053,early,context,39101,7,osi_trend_last6h,0.019237142857142855,0.003811428571428569,2.810800219416012
42053,early,context,39101,7,gust_max,43.6,34.7,1.0225317813231585
42053,early,context,39101,7,gust_mean,23.575,14.700000000000001,1.9951638473057058
42053,early,context,39101,7,gust_hours_gt30,6.0,1.0,1.4880336334562536
42053,early,context,39101,7,tp_sum,0.0,0.0,0.0
42053,early,context,39101,7,soil_mean,0.392375,0.31595833333333334,1.648457295565847
42053,early,context,39101,7,prior24_gust_max,41.4,66.9,-2.3910297016206754
42053,early,context,39101,7,prior24_tp_sum,4.5,1.0,2.0659059716209938
42053,early,context,39101,7,customers_at_cutoff,6866.0,25478.0,-1.1121710484112108
42053,early,context,39101,7,pop_density,16.320313542102692,161.85702881151602,-1.8741541075324084
42053,early,context,39101,7,pct_forest,82.9,6.65,2.6847915384708276
42053,early,context,39101,7,n_utilities,4.0,6.0,-0.7430105573876356
42053,early,context,39115,8,last_P_t,0.14316924,0.074082648,0.4745461710644392
42053,early,context,39115,8,last_D_t,0.054422759,0.067889802,-0.15875601448011722
42053,early,context,39115,8,last_N_t,0.065400654,0.006019215,8.46231222142582
42053,early,context,39115,8,last_R_t,0.0,0.005131767,-1.125603607257986
42053,early,context,39115,8,osi_max_72h,0.1083,0.0482,0.6889853182595238
42053,early,context,39115,8,osi_mean_72h,0.007994444444444445,0.005275,0.43168704650565815
42053,early,context,39115,8,osi_trend_last6h,0.019237142857142855,0.00026000000000000133,3.7503561782936634
42053,early,context,39115,8,gust_max,43.6,32.0,1.3327380520616452
42053,early,context,39115,8,gust_mean,23.575,14.308333333333332,2.0832133316468973
42053,early,context,39115,8,gust_hours_gt30,6.0,1.0,1.4880336334562536
42053,early,context,39115,8,tp_sum,0.0,0.0,0.0
42053,early,context,39115,8,soil_mean,0.392375,0.2723333333333333,2.589534061355075
42053,early,context,39115,8,prior24_gust_max,41.4,54.4,-1.218956318473285
42053,early,context,39115,8,prior24_tp_sum,4.5,0.7,2.3978044733669237
42053,early,context,39115,8,customers_at_cutoff,6866.0,8639.0,-0.19482332197334118
42053,early,context,39115,8,pop_density,16.320313542102692,33.14394728226058,-0.5676048748406335
42053,early,context,39115,8,pct_forest,82.9,67.94,0.5267472972527686
42053,early,context,39115,8,n_utilities,4.0,3.0,0.49275392259503487
42053,early,context,42039,9,last_P_t,0.14316924,0.025086321,1.234524328861827
42053,early,context,42039,9,last_D_t,0.054422759,0.028137744,0.4641760408062291
42053,early,context,42039,9,last_N_t,0.065400654,0.004745869,8.93512870950897
42053,early,context,42039,9,last_R_t,0.0,0.00052574,-0.11998844874498804
42053,early,context,42039,9,osi_max_72h,0.1083,0.0306,1.066780942477065
42053,early,context,42039,9,osi_mean_72h,0.007994444444444445,0.0027569444444444442,0.8763192697713118
42053,early,context,42039,9,osi_trend_last6h,0.019237142857142855,-0.0009857142857142862,4.0877261978052974
42053,early,context,42039,9,gust_max,43.6,49.9,-0.7238146317231346
42053,early,context,42039,9,gust_mean,23.575,22.195833333333336,0.3100465884780219
42053,early,context,42039,9,gust_hours_gt30,6.0,7.0,-0.29760672669125077
42053,early,context,42039,9,tp_sum,0.0,0.0,0.0
42053,early,context,42039,9,soil_mean,0.392375,0.3999166666666667,-0.1626885335318543
42053,early,context,42039,9,prior24_gust_max,41.4,50.4,-0.8438928358661204
42053,early,context,42039,9,prior24_tp_sum,4.5,1.3,1.7804821171890008
42053,early,context,42039,9,customers_at_cutoff,6866.0,46918.0,-1.6300888875786466
42053,early,context,42039,9,pop_density,16.320313542102692,82.91354653655223,-1.3196120660339525
42053,early,context,42039,9,pct_forest,82.9,48.15,1.2235607339260495
42053,early,context,42039,9,n_utilities,4.0,3.0,0.49275392259503487
42053,early,context,39055,10,last_P_t,0.14316924,0.23221463,-0.3495582131836581
42053,early,context,39055,10,last_D_t,0.054422759,0.236422327,-1.0631966053194666
42053,early,context,39055,10,last_N_t,0.065400654,0.004697548,8.953557640121833
42053,early,context,39055,10,last_R_t,0.0,0.003106578,-0.6983929723280714
42053,early,context,39055,10,osi_max_72h,0.1083,0.1842,-0.45560387949666414
42053,early,context,39055,10,osi_mean_72h,0.007994444444444445,0.02211388888888889,-1.528361076282037
42053,early,context,39055,10,osi_trend_last6h,0.019237142857142855,0.0001828571428571491,3.7712703613191416
42053,early,context,39055,10,gust_max,43.6,42.1,0.17233681707693682
42053,early,context,39055,10,gust_mean,23.575,19.224999999999998,0.9779112941723745
42053,early,context,39055,10,gust_hours_gt30,6.0,6.0,0.0
42053,early,context,39055,10,tp_sum,0.0,0.0,0.0
42053,early,context,39055,10,soil_mean,0.392375,0.3720833333333333,0.4377310266851512
42053,early,context,39055,10,prior24_gust_max,41.4,50.2,-0.8251396617357626
42053,early,context,39055,10,prior24_tp_sum,4.5,2.6,0.8655195672180445
42053,early,context,39055,10,customers_at_cutoff,6866.0,39808.0,-1.49069530335193
42053,early,context,39055,10,pop_density,16.320313542102692,238.2304572515681,-2.1957592088085693
42053,early,context,39055,10,pct_forest,82.9,47.49,1.2467995852754363
42053,early,context,39055,10,n_utilities,4.0,2.0,1.1280242175509307
42053,early,context_dem,42121,1,last_P_t,0.14316924,0.04648423,0.8069754156076088
42053,early,context_dem,42121,1,last_D_t,0.054422759,0.05272252,0.02270606413789622
42053,early,context_dem,42121,1,last_N_t,0.065400654,0.009032055,7.446810368549924
42053,early,context_dem,42121,1,last_R_t,0.0,0.000942475,-0.21488062655232526
42053,early,context_dem,42121,1,osi_max_72h,0.1083,0.0437,0.7713464019483467
42053,early,context_dem,42121,1,osi_mean_72h,0.007994444444444445,0.007619444444444444,0.05632121001633905
42053,early,context_dem,42121,1,osi_trend_last6h,0.019237142857142855,-0.0015057142857142856,4.2276418366387825
42053,early,context_dem,42121,1,gust_max,43.6,43.8,-0.022978242276924465
42053,early,context_dem,42121,1,gust_mean,23.575,21.791666666666668,0.4009061627449959
42053,early,context_dem,42121,1,gust_hours_gt30,6.0,4.0,0.5952134533825015
42053,early,context_dem,42121,1,tp_sum,0.0,0.0,0.0
42053,early,context_dem,42121,1,soil_mean,0.392375,0.3972083333333334,-0.10426447452870302
42053,early,context_dem,42121,1,prior24_gust_max,41.4,47.6,-0.5813483980411054
42053,early,context_dem,42121,1,prior24_tp_sum,4.5,2.7,0.8095649869699935
42053,early,context_dem,42121,1,customers_at_cutoff,6866.0,29709.0,-1.2424877994338202
42053,early,context_dem,42121,1,pop_density,16.320313542102692,74.82817036979517,-1.2348799554386736
42053,early,context_dem,42121,1,pct_forest,82.9,74.14,0.3084429360918619
42053,early,context_dem,42121,1,n_utilities,4.0,4.0,0.0
42053,early,context_dem,42121,1,elevation_mean_m,482.7932698883495,425.9119865690863,0.37560969456958926
42053,early,context_dem,42121,1,elevation_std_m,52.48286068310883,45.409196504699565,0.14749810011151815
42053,early,context_dem,42121,1,slope_mean_deg,7.0948269258009375,6.139075683160268,0.1750832713259688
42053,early,context_dem,42031,2,last_P_t,0.14316924,0.061340942,0.6096837181575128
42053,early,context_dem,42031,2,last_D_t,0.054422759,0.074439788,-0.225130337105808
42053,early,context_dem,42031,2,last_N_t,0.065400654,0.007251545,8.02924530478582
42053,early,context_dem,42031,2,last_R_t,0.0,0.006419401,-1.3801669158373655
42053,early,context_dem,42031,2,osi_max_72h,0.1083,0.0528,0.6120861800744097
42053,early,context_dem,42031,2,osi_mean_72h,0.007994444444444445,0.007831944444444445,0.02428010257583224
42053,early,context_dem,42031,2,osi_trend_last6h,0.019237142857142855,-0.0002599999999999995,3.891352287046258
42053,early,context_dem,42031,2,gust_max,43.6,38.4,0.5974342992000481
42053,early,context_dem,42031,2,gust_mean,23.575,22.90416666666667,0.15080815935033676
42053,early,context_dem,42031,2,gust_hours_gt30,6.0,6.0,0.0
42053,early,context_dem,42031,2,tp_sum,0.0,0.0,0.0
42053,early,context_dem,42031,2,soil_mean,0.392375,0.4728333333333334,-1.735643968232091
42053,early,context_dem,42031,2,prior24_gust_max,41.4,47.1,-0.5344654627152099
42053,early,context_dem,42031,2,prior24_tp_sum,4.5,5.3,-0.27733586594968296
42053,early,context_dem,42031,2,customers_at_cutoff,6866.0,22432.0,-1.0041698764902702
42053,early,context_dem,42031,2,pop_density,16.320313542102692,61.98201799134608,-1.079644453779044
42053,early,context_dem,42031,2,pct_forest,82.9,59.3,0.8309649876447417
42053,early,context_dem,42031,2,n_utilities,4.0,3.0,0.49275392259503487
42053,early,context_dem,42031,2,elevation_mean_m,482.7932698883495,429.3694076257792,0.35277897080033316
42053,early,context_dem,42031,2,elevation_std_m,52.48286068310883,47.55930978666906,0.10266452926106256
42053,early,context_dem,42031,2,slope_mean_deg,7.0948269258009375,6.951486525104236,0.026258408200248787
42053,early,context_dem,42063,3,last_P_t,0.14316924,0.102836717,0.23870437983293158
42053,early,context_dem,42063,3,last_D_t,0.054422759,0.193012549,-0.9157257531121467
42053,early,context_dem,42063,3,last_N_t,0.065400654,0.021062584,4.5833698671088605
42053,early,context_dem,42063,3,last_R_t,0.0,0.035979253,-4.549029263262228
42053,early,context_dem,42063,3,osi_max_72h,0.1083,0.2155,-0.5904119731258164
42053,early,context_dem,42063,3,osi_mean_72h,0.007994444444444445,0.011866666666666668,-0.5243130604002535
42053,early,context_dem,42063,3,osi_trend_last6h,0.019237142857142855,-0.006059999999999994,5.377309453738069
42053,early,context_dem,42063,3,gust_max,43.6,39.2,0.505521330092348
42053,early,context_dem,42063,3,gust_mean,23.575,22.770833333333332,0.18078245189201936
42053,early,context_dem,42063,3,gust_hours_gt30,6.0,5.0,0.29760672669125077
42053,early,context_dem,42063,3,tp_sum,0.0,0.0,0.0
42053,early,context_dem,42063,3,soil_mean,0.392375,0.47645833333333326,-1.8138423241286143
42053,early,context_dem,42063,3,prior24_gust_max,41.4,52.2,-1.0126714030393449
42053,early,context_dem,42063,3,prior24_tp_sum,4.5,0.6000000000000001,2.52161295039768
42053,early,context_dem,42063,3,customers_at_cutoff,6866.0,43642.0,-1.5686923095555496
42053,early,context_dem,42063,3,pop_density,16.320313542102692,100.61234224258472,-1.479662460227414
42053,early,context_dem,42063,3,pct_forest,82.9,59.13,0.8369507523862502
42053,early,context_dem,42063,3,n_utilities,4.0,3.0,0.49275392259503487
42053,early,context_dem,42063,3,elevation_mean_m,482.7932698883495,436.4273805313912,0.306172373820487
42053,early,context_dem,42063,3,elevation_std_m,52.48286068310883,72.80105505985136,-0.42366940141339876
42053,early,context_dem,42063,3,slope_mean_deg,7.0948269258009375,7.991441415869716,-0.16425005904860443
42053,early,context_dem,54059,4,last_P_t,0.14316924,0.065360478,0.5643003278758396
42053,early,context_dem,54059,4,last_D_t,0.054422759,0.023457829,0.5875065011410383
42053,early,context_dem,54059,4,last_N_t,0.065400654,0.021710291,4.467654558134547
42053,early,context_dem,54059,4,last_R_t,0.0,0.0,0.0
42053,early,context_dem,54059,4,osi_max_72h,0.1083,0.0414,0.8166132919400041
42053,early,context_dem,54059,4,osi_mean_72h,0.007994444444444445,0.003751388888888889,0.6961876618960732
42053,early,context_dem,54059,4,osi_trend_last6h,0.019237142857142855,0.00838,1.754304361893456
42053,early,context_dem,54059,4,gust_max,43.6,19.0,2.8263238000617648
42053,early,context_dem,54059,4,gust_mean,23.575,8.612499999999999,3.363677641161874
42053,early,context_dem,54059,4,gust_hours_gt30,6.0,0.0,1.7856403601475044
42053,early,context_dem,54059,4,tp_sum,0.0,0.0,0.0
42053,early,context_dem,54059,4,soil_mean,0.392375,0.31316666666666665,1.7086790179229423
42053,early,context_dem,54059,4,prior24_gust_max,41.4,34.3,0.6657376816277173
42053,early,context_dem,54059,4,prior24_tp_sum,4.5,0.0,3.4814611406600022
42053,early,context_dem,54059,4,customers_at_cutoff,6866.0,13066.0,-0.5457359672252181
42053,early,context_dem,54059,4,pop_density,16.320313542102692,55.70039644228176,-0.9917754809095649
42053,early,context_dem,54059,4,pct_forest,82.9,80.52,0.08380070638112258
42053,early,context_dem,54059,4,n_utilities,4.0,1.0,2.023387410074411
42053,early,context_dem,54059,4,elevation_mean_m,482.7932698883495,394.5026677091685,0.5830178959175573
42053,early,context_dem,54059,4,elevation_std_m,52.48286068310883,97.32182020709972,-0.9349696527794743
42053,early,context_dem,54059,4,slope_mean_deg,7.0948269258009375,24.395663864676177,-3.169325858856636
42053,early,context_dem,39101,5,last_P_t,0.14316924,0.086702253,0.3615571018088801
42053,early,context_dem,39101,5,last_D_t,0.054422759,0.058795824,-0.05538656468628689
42053,early,context_dem,39101,5,last_N_t,0.065400654,0.011042206,6.8481803124640015
42053,early,context_dem,39101,5,last_R_t,0.0,1.31e-05,-0.0029911586857980232
42053,early,context_dem,39101,5,osi_max_72h,0.1083,0.0532,0.60570759603231
42053,early,context_dem,39101,5,osi_mean_72h,0.007994444444444445,0.0057666666666666665,0.34967620150346734
42053,early,context_dem,39101,5,osi_trend_last6h,0.019237142857142855,0.003811428571428569,2.810800219416012
42053,early,context_dem,39101,5,gust_max,43.6,34.7,1.0225317813231585
42053,early,context_dem,39101,5,gust_mean,23.575,14.700000000000001,1.9951638473057058
42053,early,context_dem,39101,5,gust_hours_gt30,6.0,1.0,1.4880336334562536
42053,early,context_dem,39101,5,tp_sum,0.0,0.0,0.0
42053,early,context_dem,39101,5,soil_mean,0.392375,0.31595833333333334,1.648457295565847
42053,early,context_dem,39101,5,prior24_gust_max,41.4,66.9,-2.3910297016206754
42053,early,context_dem,39101,5,prior24_tp_sum,4.5,1.0,2.0659059716209938
42053,early,context_dem,39101,5,customers_at_cutoff,6866.0,25478.0,-1.1121710484112108
42053,early,context_dem,39101,5,pop_density,16.320313542102692,161.85702881151602,-1.8741541075324084
42053,early,context_dem,39101,5,pct_forest,82.9,6.65,2.6847915384708276
42053,early,context_dem,39101,5,n_utilities,4.0,6.0,-0.7430105573876356
42053,early,context_dem,39101,5,elevation_mean_m,482.7932698883495,290.03068962264115,1.2728878406568709
42053,early,context_dem,39101,5,elevation_std_m,52.48286068310883,11.345735530089437,0.8577800205217836
42053,early,context_dem,39101,5,slope_mean_deg,7.0948269258009375,0.7470285559491187,1.1628478779066103
42053,early,context_dem,54099,6,last_P_t,0.14316924,0.05178459,0.7303863452741615
42053,early,context_dem,54099,6,last_D_t,0.054422759,0.033099583,0.3518805020077201
42053,early,context_dem,54099,6,last_N_t,0.065400654,0.014819144,5.871774771514417
42053,early,context_dem,54099,6,last_R_t,0.0,0.009994306,-2.0115454369685803
42053,early,context_dem,54099,6,osi_max_72h,0.1083,0.0466,0.7173943784744525
42053,early,context_dem,54099,6,osi_mean_72h,0.007994444444444445,0.005340277777777777,0.42070073054143736
42053,early,context_dem,54099,6,osi_trend_last6h,0.019237142857142855,0.007919999999999998,1.8510004822582693
42053,early,context_dem,54099,6,gust_max,43.6,19.0,2.8263238000617648
42053,early,context_dem,54099,6,gust_mean,23.575,9.466666666666667,3.171654829566723
42053,early,context_dem,54099,6,gust_hours_gt30,6.0,0.0,1.7856403601475044
42053,early,context_dem,54099,6,tp_sum,0.0,0.0,0.0
42053,early,context_dem,54099,6,soil_mean,0.392375,0.2695,2.6506546153891404
42053,early,context_dem,54099,6,prior24_gust_max,41.4,39.4,0.1875317413035823
42053,early,context_dem,54099,6,prior24_tp_sum,4.5,0.0,3.4814611406600022
42053,early,context_dem,54099,6,customers_at_cutoff,6866.0,22246.0,-0.9971073673193609
42053,early,context_dem,54099,6,pop_density,16.320313542102692,77.03870798331923,-1.2589112686364425
42053,early,context_dem,54099,6,pct_forest,82.9,85.07,-0.07640652640631695
42053,early,context_dem,54099,6,n_utilities,4.0,1.0,2.023387410074411
42053,early,context_dem,54099,6,elevation_mean_m,482.7932698883495,264.4137291624836,1.4420468000325726
42053,early,context_dem,54099,6,elevation_std_m,52.48286068310883,52.43844250778872,0.000926195576280521
42053,early,context_dem,54099,6,slope_mean_deg,7.0948269258009375,16.96240048770724,-1.8076325535239035
42053,early,context_dem,39115,7,last_P_t,0.14316924,0.074082648,0.4745461710644392
42053,early,context_dem,39115,7,last_D_t,0.054422759,0.067889802,-0.15875601448011722
42053,early,context_dem,39115,7,last_N_t,0.065400654,0.006019215,8.46231222142582
42053,early,context_dem,39115,7,last_R_t,0.0,0.005131767,-1.125603607257986
42053,early,context_dem,39115,7,osi_max_72h,0.1083,0.0482,0.6889853182595238
42053,early,context_dem,39115,7,osi_mean_72h,0.007994444444444445,0.005275,0.43168704650565815
42053,early,context_dem,39115,7,osi_trend_last6h,0.019237142857142855,0.00026000000000000133,3.7503561782936634
42053,early,context_dem,39115,7,gust_max,43.6,32.0,1.3327380520616452
42053,early,context_dem,39115,7,gust_mean,23.575,14.308333333333332,2.0832133316468973
42053,early,context_dem,39115,7,gust_hours_gt30,6.0,1.0,1.4880336334562536
42053,early,context_dem,39115,7,tp_sum,0.0,0.0,0.0
42053,early,context_dem,39115,7,soil_mean,0.392375,0.2723333333333333,2.589534061355075
42053,early,context_dem,39115,7,prior24_gust_max,41.4,54.4,-1.218956318473285
42053,early,context_dem,39115,7,prior24_tp_sum,4.5,0.7,2.3978044733669237
42053,early,context_dem,39115,7,customers_at_cutoff,6866.0,8639.0,-0.19482332197334118
42053,early,context_dem,39115,7,pop_density,16.320313542102692,33.14394728226058,-0.5676048748406335
42053,early,context_dem,39115,7,pct_forest,82.9,67.94,0.5267472972527686
42053,early,context_dem,39115,7,n_utilities,4.0,3.0,0.49275392259503487
42053,early,context_dem,39115,7,elevation_mean_m,482.7932698883495,270.4026124194128,1.4024998264117032
42053,early,context_dem,39115,7,elevation_std_m,52.48286068310883,29.414426935589344,0.4810166364262888
42053,early,context_dem,39115,7,slope_mean_deg,7.0948269258009375,9.421016000295346,-0.4261326323363528
42053,early,context_dem,42039,8,last_P_t,0.14316924,0.025086321,1.234524328861827
42053,early,context_dem,42039,8,last_D_t,0.054422759,0.028137744,0.4641760408062291
42053,early,context_dem,42039,8,last_N_t,0.065400654,0.004745869,8.93512870950897
42053,early,context_dem,42039,8,last_R_t,0.0,0.00052574,-0.11998844874498804
42053,early,context_dem,42039,8,osi_max_72h,0.1083,0.0306,1.066780942477065
42053,early,context_dem,42039,8,osi_mean_72h,0.007994444444444445,0.0027569444444444442,0.8763192697713118
42053,early,context_dem,42039,8,osi_trend_last6h,0.019237142857142855,-0.0009857142857142862,4.0877261978052974
42053,early,context_dem,42039,8,gust_max,43.6,49.9,-0.7238146317231346
42053,early,context_dem,42039,8,gust_mean,23.575,22.195833333333336,0.3100465884780219
42053,early,context_dem,42039,8,gust_hours_gt30,6.0,7.0,-0.29760672669125077
42053,early,context_dem,42039,8,tp_sum,0.0,0.0,0.0
42053,early,context_dem,42039,8,soil_mean,0.392375,0.3999166666666667,-0.1626885335318543
42053,early,context_dem,42039,8,prior24_gust_max,41.4,50.4,-0.8438928358661204
