query_fips,window,variant,excluded_fold,match_fips,match_fold,rank,distance,is_focus,distance_history,distance_weather,distance_static,distance_terrain,distance_cache_history,distance_cache_weather_time,distance_cache_static
18091,early,context,0,39039,1,5,0.596941442385425,False,0.6438228952383844,0.6723738194650786,0.4499141955710901,,,,
18091,early,context,0,18127,2,6,0.6070450817714541,False,0.8920743570461782,0.2845930408766962,0.4782481954947,,,,
18091,early,context,0,18141,4,7,0.6140070363987035,False,0.3234909446265083,0.29839764725223183,0.9681561728875866,,,,
18091,early,context,0,18087,2,8,0.6287256830245918,False,0.5579795767648258,0.7253997404004063,0.5902050169429158,,,,
18091,early,context,0,18151,1,9,0.6521751316423277,False,0.4633781821862703,0.8535363503586985,0.5768479573407217,,,,
18091,early,context,0,39051,2,10,0.7810214669617518,False,0.6541317691234015,1.1155105719149203,0.3971541113154898,,,,
18095,early,context,0,18059,3,1,0.39580065939328773,False,0.3645345359438089,0.3894629171078183,0.4305899374469692,,,,
18095,early,context,0,18177,1,2,0.4607273046148912,False,0.4013881513656909,0.5047552677660628,0.4700198073047046,,,,
18095,early,context,0,18065,3,3,0.46672529032659743,False,0.39711612427919296,0.2628367481819155,0.653232820312918,,,,
18095,early,context,0,18157,1,4,0.5037305986739294,False,0.4767808791064385,0.29690114910246457,0.6676550375016381,,,,
18095,early,context,0,18145,4,5,0.506038041701592,False,0.3878572876618444,0.25040768668272984,0.7450410819581343,,,,
18095,early,context,0,18109,2,6,0.507732651901238,False,0.3224354667799308,0.3520319553753278,0.7385703822771548,,,,
18095,early,context,0,18067,2,7,0.5808514743141019,False,0.39223273642948575,0.3142481420980585,0.8715313484319157,,,,
18095,early,context,0,18035,1,8,0.5930434960442305,False,0.49156514560445974,0.6498609092479208,0.6254168776579518,,,,
18095,early,context,0,39143,4,9,0.627374530961974,False,0.48549910950941255,0.8138416052797216,0.5317413492296457,,,,
18095,early,context,0,39147,4,10,0.6303368189883776,False,0.4192275141206717,0.800541805243986,0.6126619178454478,,,,
18103,early,context,0,39159,3,1,0.5584749350813035,False,0.5983961538265588,0.581932481988413,0.4888347254794667,,,,
18103,early,context,0,39065,3,2,0.5622452776761068,False,0.7021995114218414,0.6153521827119719,0.27679738835073303,,,,
18103,early,context,0,18131,4,3,0.6328994824278679,False,0.580815688759276,0.7106349128968469,0.5994467623030152,,,,
18103,early,context,0,18085,3,4,0.6583566040470108,False,0.8471043896238829,0.26946399637823615,0.7142153470857068,,,,
18103,early,context,0,39109,1,5,0.6783883747063282,False,0.6216796521875159,0.5463022783462368,0.834086681070859,,,,
18103,early,context,0,18149,3,6,0.6803693139210861,False,0.8438569425875426,0.7944169630211112,0.21334094611083843,,,,
18103,early,context,0,18169,3,7,0.6986802431764727,False,1.1135162048138365,0.2939861806858155,0.3716396558471151,,,,
18103,early,context,0,39077,1,8,0.71158924528684,False,0.8023141968424714,0.673109659982138,0.6498408091274619,,,,
18103,early,context,0,18023,3,9,0.7642914942284325,False,1.2491153978391238,0.37472900673033704,0.22740571418918282,,,,
18103,early,context,0,18181,2,10,0.8032812754313617,False,1.2843592172951475,0.3296614095739431,0.42133974220647946,,,,
18125,early,context,0,18153,3,1,0.40233986773595404,False,0.08240645074717902,0.5915519859834604,0.3590369511117647,,,,
18125,early,context,0,18027,2,2,0.463762156171348,False,0.5834187689667516,0.24093392543478703,0.4967890861140147,,,,
18125,early,context,0,18129,4,3,0.47276078252582876,False,0.36772428084516556,0.20252990058510817,0.7030425059192325,,,,
18125,early,context,0,18175,4,4,0.4759766035163405,False,0.6622574158934105,0.33283557922939555,0.36096644383941007,,,,
18125,early,context,0,18047,4,5,0.4776198237780711,False,0.35964513786121394,0.6387568425423785,0.3834151263519301,,,,
18125,early,context,0,18051,1,6,0.49463255143422463,False,0.452195012503659,0.21661370784895248,0.6946814054325456,,,,
18125,early,context,0,18155,4,7,0.5064894458513033,False,0.5723238890871039,0.26037500993993923,0.6117555855529805,,,,
18125,early,context,0,18117,4,8,0.5092177488869147,False,0.6641076560373425,0.3357948734946786,0.47340360314603686,,,,
18125,early,context,0,18077,2,9,0.5211628814124128,False,0.5382174079234365,0.33430205249178735,0.642959101649725,,,,
18125,early,context,0,18101,4,10,0.5490976676310902,False,0.2259608550677492,0.688831750398257,0.6156112875947245,,,,
18135,early,context,0,39065,3,1,0.43395909792744053,False,0.629504672228462,0.36773370921084614,0.18291332038581326,,,,
18135,early,context,0,39175,2,2,0.47459998257587577,False,0.421737869984488,0.5388983969414844,0.4554789975157036,,,,
18135,early,context,0,18169,3,3,0.4844957940863697,False,0.676193536823684,0.39735387039948394,0.2984639440511587,,,,
18135,early,context,0,18181,2,4,0.5082246323667835,False,0.6669250277992502,0.3176799095315574,0.47871422916814116,,,,
18135,early,context,0,39147,4,5,0.5120864175120708,False,0.5400739266633391,0.44904366410944097,0.5416432760245905,,,,
18135,early,context,0,39143,4,6,0.5260270346917493,False,0.1963481921774014,0.6457206044531631,0.6120503346074506,,,,
18135,early,context,0,39129,2,7,0.5366097809302072,False,0.47356886956598043,0.41555859001722123,0.6832962424972006,,,,
18135,early,context,0,18023,3,8,0.5389272455301337,False,0.7889312208121302,0.39919472172085707,0.29926381488943915,,,,
18135,early,context,0,18183,1,9,0.5807012977872061,False,0.782515794396196,0.356610372699208,0.5216704566669065,,,,
18135,early,context,0,18041,2,10,0.6051363931844184,False,0.8116309509691387,0.45334130569344144,0.48405270689237784,,,,
18137,early,context,0,18077,2,1,0.31234911072717214,False,0.1660414085263948,0.40111129867862955,0.32284032840257093,,,,
18137,early,context,0,18153,3,2,0.3707728675587077,False,0.3115775169973089,0.33300224144862567,0.45215762300895024,,,,
18137,early,context,0,18165,4,3,0.3932916520003612,False,0.08802378119181456,0.45528649352052125,0.4989999933487009,,,,
18137,early,context,0,18061,3,4,0.4283886516202428,False,0.22339535044812378,0.5905265324688271,0.3897735783240475,,,,
18137,early,context,0,18155,4,5,0.4302848298835483,False,0.19859367811950912,0.44540479870036037,0.5635691801273368,,,,
18137,early,context,0,18041,2,6,0.43473391066293454,False,0.38012450715727003,0.48732063071726317,0.4301217050750131,,,,
18137,early,context,0,18129,4,7,0.4364203321008077,False,0.08886747241348973,0.5727960148210616,0.4851756553712127,,,,
18137,early,context,0,18083,2,8,0.4429463764194497,False,0.30367663835684605,0.33689841072199234,0.6187765649397556,,,,
18137,early,context,0,18093,1,9,0.4503414116179768,False,0.15544757850333724,0.5235127278015225,0.5569494009526124,,,,
18137,early,context,0,18051,1,10,0.4564330543872118,False,0.10399556547457658,0.5220825615270129,0.5844725149420922,,,,
18147,early,context,0,18027,2,1,0.3055935994462362,False,0.11169650545616815,0.31705056797647296,0.40885837655867596,,,,
18147,early,context,0,18051,1,2,0.3071548829613181,False,0.24231325798305503,0.3194621049454781,0.3496578540378935,,,,
18147,early,context,0,18129,4,3,0.3151817596831072,False,0.32715659318076995,0.27599068935507465,0.3388455811110463,,,,
18147,early,context,0,18175,4,4,0.329686625266266,False,0.03887587714334449,0.4033832958534806,0.402306345265765,,,,
18147,early,context,0,18083,2,5,0.35063995749206306,False,0.02490287557964175,0.4674057070688021,0.3869843551843995,,,,
18147,early,context,0,18077,2,6,0.3859639300064801,False,0.1561217162380706,0.36030598074449055,0.5410268715662572,,,,
18147,early,context,0,18117,4,7,0.4050900637623205,False,0.036611112456193716,0.3290683512090923,0.6186012657230278,,,,
18147,early,context,0,18143,2,8,0.40790496756028616,False,0.04384989448935326,0.366437213774154,0.6024619015305299,,,,
18147,early,context,0,18155,4,9,0.45707076334799257,False,0.12319023288910956,0.2744402853092208,0.7322893857230695,,,,
18147,early,context,0,18153,3,10,0.5269752314893793,False,0.6129065011893602,0.673813395247733,0.05856460530383452,,,,
18159,early,context,0,18045,3,1,0.32071771073227184,False,0.2834971937482866,0.27333799265076403,0.39178467663060146,,,,
18159,early,context,0,18023,3,2,0.5142003643861749,False,0.7484480078773766,0.3355326043229871,0.34705834544820413,,,,
18159,early,context,0,18165,4,3,0.5235968083826928,False,0.08195215934236133,0.5383888787851505,0.725177296959316,,,,
18159,early,context,0,18139,2,4,0.5710329587201554,False,0.11639111041477244,0.8158594190317662,0.5468660143286004,,,,
18159,early,context,0,18145,4,5,0.5793878447087915,False,0.5011401260383993,0.1981155272052814,0.8465693330987644,,,,
18159,early,context,0,18041,2,6,0.6240833977172333,False,0.4285563657923768,0.7311502954362834,0.6709686645001578,,,,
18159,early,context,0,18181,2,7,0.6327795281654252,False,0.6186436088749151,0.5875543851803063,0.6879605537015823,,,,
18159,early,context,0,18153,3,8,0.6555606518126841,False,0.360834977532885,0.9259872196258735,0.549204053784748,,,,
18159,early,context,0,18183,1,9,0.6624633683739326,False,0.6073928985858468,0.5444447043151308,0.8069863530461361,,,,
18159,early,context,0,18107,1,10,0.6860613941297495,False,0.12689367339542473,0.7535928762545184,0.9099650993617415,,,,
18161,early,context,0,18165,4,1,0.3722108212300165,False,0.17823758267222928,0.5220353561300097,0.3336662065531121,,,,
18161,early,context,0,18045,3,2,0.5201144171667957,False,0.23298123904769352,0.4435843446073652,0.7486719523965906,,,,
18161,early,context,0,18041,2,3,0.5280711023505249,False,0.36071511516151683,0.22972922427783515,0.8085087238983965,,,,
18161,early,context,0,18153,3,4,0.5340956470209655,False,0.33140275291124527,0.5402013094543394,0.6738911196379548,,,,
18161,early,context,0,18139,2,5,0.6337322208496823,False,0.16814869778018454,0.42665676493168464,0.9972660645996478,,,,
18161,early,context,0,18023,3,6,0.6485072495729166,False,0.663789225439867,0.284690770189497,0.8602441443013371,,,,
18161,early,context,0,18155,4,7,0.6666369654029187,False,0.2790856781759638,0.8373942382148798,0.744376655307258,,,,
18161,early,context,0,18027,2,8,0.6874629002279561,False,0.28896938889010104,0.8271199099588629,0.8063405387326265,,,,
18161,early,context,0,18129,4,9,0.6951501728385104,False,0.19169051997222153,0.9848127916214215,0.6656574181993581,,,,
18161,early,context,0,18121,1,10,0.7019566729415393,False,0.9046364135859352,0.44112795090284995,0.6821060051107125,,,,
18171,early,context,0,18045,3,1,0.5651695781529656,False,0.5109448130447042,0.34962860333452217,0.7582514055126223,,,,
18171,early,context,0,18165,4,2,0.7322690164440193,False,0.2947024490241,0.5518436018495296,1.1033008850574761,,,,
18171,early,context,0,18139,2,3,0.7614851987083405,False,0.32652212762837174,0.7742025446294459,1.0166478464119102,,,,
18171,early,context,0,18023,3,4,0.8282512410399001,False,0.9703132177976502,0.37981959474167154,0.9860170838630774,,,,
18171,early,context,0,18181,2,5,0.8532379340007853,False,0.8447769757192313,0.5441002249486484,1.083675100091944,,,,
18171,early,context,0,18153,3,6,0.8727855471921978,False,0.581144263753671,0.9647723280798743,1.008339989210135,,,,
18171,early,context,0,18027,2,7,0.8886783732143235,False,0.07878941607465595,1.2254923834111662,0.928013146012708,,,,
18171,early,context,0,18107,1,8,0.895572112356512,False,0.3499795870181616,0.7847224082101856,1.29146167423409,,,,
18171,early,context,0,18041,2,9,0.9069253099317919,False,0.6539253693662707,0.7456900195885781,1.2181414365211467,,,,
18171,early,context,0,18183,1,10,0.9463761067162053,False,0.8343304386840609,0.524109344283549,1.3099943970910328,,,,
18179,early,context,0,18041,2,1,0.46697947256903244,False,0.5459238350507332,0.45632098417823896,0.3846398433920471,,,,
18179,early,context,0,39065,3,2,0.4803310877484049,False,0.6789467604148723,0.2706107578352005,0.39743549896644353,,,,
18179,early,context,0,18169,3,3,0.48891614718822374,False,0.5902543099642625,0.35248714995490654,0.4944387278818379,,,,
18179,early,context,0,39129,2,4,0.49516755376147903,False,0.20416799177671888,0.5277990661942481,0.6444503826926655,,,,
18179,early,context,0,18023,3,5,0.5039810726948751,False,0.6752153523281977,0.5107946940497077,0.2125177014156805,,,,
18179,early,context,0,18181,2,6,0.5380717813679575,False,0.5269552642496983,0.4016880544438437,0.655384301086097,,,,
18179,early,context,0,18139,2,7,0.5557267340511867,False,0.608076753556885,0.5933412976694363,0.4524216783944639,,,,
18179,early,context,0,18183,1,8,0.5697424191773073,False,0.6281200214450908,0.3976664272404202,0.6489575671303094,,,,
18179,early,context,0,18045,3,9,0.569895631222618,False,0.534041424535471,0.7211606167403001,0.41118148450866976,,,,
18179,early,context,0,18073,2,10,0.5875082201655002,False,0.6266758244737304,0.7631658035356228,0.24566866633760817,,,,
39027,early,context,0,39129,2,1,0.5276953570412294,False,0.806795001499405,0.2668613651762848,0.3365323266202465,,,,
39027,early,context,0,39109,1,2,0.5732114568075531,False,0.6142960008315683,0.549620620417779,0.5534182140300673,,,,
39027,early,context,0,18041,2,3,0.5803762584021942,False,0.9093374823312358,0.30722258875909825,0.29871295273964804,,,,
39027,early,context,0,18169,3,4,0.585733257714923,False,0.8537116843887005,0.39021309561609857,0.3849161564911489,,,,
39027,early,context,0,39147,4,5,0.6012516516216337,False,0.504021236261317,0.7421068673113179,0.5289145834822698,,,,
39027,early,context,0,18035,1,6,0.6305109193730247,False,0.7896882967609816,0.34222092877329907,0.6722419863517387,,,,
39027,early,context,0,18177,1,7,0.6455934350142664,False,0.9094934630390855,0.2952151565005437,0.5796915576943399,,,,
39027,early,context,0,18153,3,8,0.6482533680810264,False,0.9493296458340874,0.3949601227250418,0.45108426339513336,,,,
39027,early,context,0,39141,3,9,0.6542343829650723,False,0.783706770321906,0.5185282250225022,0.6332456565723034,,,,
39027,early,context,0,39131,3,10,0.6556781977087766,False,0.46196507579657176,0.4484683725131595,0.9355244969810006,,,,
39037,early,context,0,39065,3,1,0.36930179086420656,False,0.3628248165434678,0.39029431567983114,0.3538077696359164,,,,
39037,early,context,0,18085,3,2,0.46257512418758495,False,0.4491679528448831,0.5633361918511307,0.35046786106472294,,,,
39037,early,context,0,18169,3,3,0.5497975216772429,False,0.7747812690957868,0.49443010782744884,0.24916821237745104,,,,
39037,early,context,0,39077,1,4,0.602843317486174,False,0.8152894950032415,0.6042125675546173,0.24594797998687554,,,,
39037,early,context,0,39175,2,5,0.6209128194103334,False,0.4956993279263426,0.8077634104907646,0.5083292603126135,,,,
39037,early,context,0,39147,4,6,0.6382231077899322,False,0.9588809150652972,0.5419785906352866,0.09376995237092293,,,,
39037,early,context,0,18177,1,7,0.6441626569673625,False,0.9466561190705332,0.48366006877272194,0.3387502265605711,,,,
39037,early,context,0,39129,2,8,0.6703509839997938,False,0.7376646015051986,0.48450575429561227,0.7544643364593794,,,,
39037,early,context,0,39141,3,9,0.7005611456243513,False,0.565241925291391,0.6630688286602543,0.8445111311448245,,,,
39037,early,context,0,39143,4,10,0.7094448639834432,False,0.8260317374270695,0.8815064515912626,0.22484214387800305,,,,
39055,early,context,0,42005,3,1,0.7459720666964369,False,0.7250203040202601,0.8155992618841373,0.691784920077389,,,,
39055,early,context,0,42019,1,2,0.782481529042405,False,0.8316081252962838,0.9408466451962735,0.509968181401289,,,,
39055,early,context,0,42085,4,3,0.8077763099249413,False,1.2142022361635822,0.3818355259140723,0.5808805914068265,,,,
39055,early,context,0,54069,3,4,0.8139010775429716,False,0.8071848034649636,1.011312780360888,0.5594676446505101,,,,
39055,early,context,0,39029,2,5,0.8285060479255155,False,0.9537796880122874,0.9106689757017683,0.5659091250165045,,,,
39055,early,context,0,42121,1,6,0.831688583529167,False,1.0562490048172888,0.4121552572843362,0.88858527088492,,,,
39055,early,context,0,42031,4,7,0.8919423876415159,False,0.9046635106470506,1.0073149309140705,0.7440324126516799,,,,
39055,early,context,0,42039,1,8,0.9073268032922136,False,1.333317964232367,0.6131764832552101,0.5621419665488696,,,,
39055,early,context,0,42125,4,9,0.9207915989156108,False,1.2811186758307562,0.7178570242077986,0.6220833843898061,,,,
39055,early,context,0,39081,4,10,0.9271923349261284,False,0.9940799350165832,1.1892525832642247,0.42016693567449076,,,,
39059,early,context,0,39081,4,1,0.49342665837291333,False,0.6223548971508525,0.3680272741940458,0.4556752231807559,,,,
39059,early,context,0,39031,2,2,0.5581347017022554,False,0.8136870056104922,0.36435941658623344,0.3737629036947991,,,,
39059,early,context,0,39075,3,3,0.5997222980877449,False,0.642217469166766,0.6405312834707825,0.5062379891545519,,,,
39059,early,context,0,39121,1,4,0.6043913673688622,False,0.6921739146556074,0.506825330079686,0.5999084359383171,,,,
39059,early,context,0,39119,1,5,0.7270883844639061,False,0.9942611703701962,0.5462869627716641,0.5467978016294479,,,,
39059,early,context,0,54029,4,6,0.8410571175741028,False,0.5956655136981645,0.568249299483998,1.2018346618785891,,,,
39059,early,context,0,39089,1,7,0.8703772202723695,False,0.991469148789157,0.3809340733117122,1.0698353497135074,,,,
39059,early,context,0,39111,2,8,0.8836145991019946,False,1.2785301075927957,0.4927540948285271,0.6818199507546026,,,,
39059,early,context,0,39157,2,9,0.9171467114699281,False,1.3521900224277332,0.29340947873733986,0.7803635640611878,,,,
39059,early,context,0,54091,1,10,0.9219204989472974,False,1.1696633030550327,0.8121242884913789,0.7226023226273653,,,,
39063,early,context,0,39109,1,1,0.34997263287601654,False,0.34684469033585924,0.404512908073123,0.28898200510509336,,,,
39063,early,context,0,39147,4,2,0.5914896568212487,False,0.8291798248519132,0.4787398209012011,0.36448462837490425,,,,
39063,early,context,0,39159,3,3,0.618070028176357,False,0.8738462927627975,0.47539484668321813,0.39550483633139466,,,,
39063,early,context,0,39169,4,4,0.6242798690532076,False,0.843139609077412,0.6086062041823649,0.2964627338314088,,,,
39063,early,context,0,39065,3,5,0.6327636999451193,False,0.8433696042475229,0.34989940933213354,0.6061912354076981,,,,
39063,early,context,0,39023,1,6,0.6413967286427608,False,0.9516173322710885,0.31889058239235446,0.47634288062657965,,,,
39063,early,context,0,39077,1,7,0.6793422421328843,False,1.0038888023916124,0.39880696688418116,0.4665596654617471,,,,
39063,early,context,0,39045,2,8,0.7212465148632949,False,0.8561629630539889,0.5725021918989369,0.706976538912625,,,,
39063,early,context,0,18085,3,9,0.7929050366508518,False,1.1055844842484253,0.5973568959069504,0.5540242580793927,,,,
39063,early,context,0,18035,1,10,0.7948117993253189,False,1.1043233539509714,0.7065394487917392,0.42005871763337577,,,,
39069,early,context,0,18181,2,1,0.5464785717326879,False,0.7635397820351149,0.5283059010256071,0.18389226269826078,,,,
39069,early,context,0,39065,3,2,0.5486307118002246,False,0.6116337266272122,0.6807730643888832,0.2558108540424776,,,,
39069,early,context,0,39147,4,3,0.5652773994692547,False,0.25251654047301897,0.7356327957296691,0.5947229621316628,,,,
39069,early,context,0,39175,2,4,0.5880130404173439,False,0.7008605569258594,0.7138878125178473,0.19088393852444432,,,,
39069,early,context,0,39143,4,5,0.6050598412874485,False,0.6127721367460583,0.5832527932081192,0.618561817653639,,,,
39069,early,context,0,18169,3,6,0.6087761949500291,False,0.7495747167604998,0.6046695234777154,0.4293458722104554,,,,
39069,early,context,0,18183,1,7,0.6135002127284713,False,0.8782827790236967,0.5183230060738501,0.29850989011859996,,,,
39069,early,context,0,18033,1,8,0.6438292636761329,False,0.7492782988296898,0.7424632726563039,0.36177158810032517,,,,
39069,early,context,0,18023,3,9,0.6743222664543328,False,0.8930508947782361,0.6814204579404465,0.31977776024037236,,,,
39069,early,context,0,39051,2,10,0.6927896630283767,False,0.6717507034770569,0.7135419994929065,0.6924459249173609,,,,
39099,early,context,0,39085,2,1,0.5206567563098984,False,0.5111059532713175,0.6818816333598914,0.2950568018034818,,,,
39099,early,context,0,39155,1,2,0.6060091684226513,False,0.5261552996247977,0.45017304218815773,0.7888258168954275,,,,
39099,early,context,0,39045,2,3,0.6702032283177253,False,0.8490241978449248,0.6535466437712926,0.44671220895736036,,,,
39099,early,context,0,42085,4,4,0.7182456488052937,False,0.5408874535543579,0.6832083832144252,0.8878611962329613,,,,
39099,early,context,0,42041,3,5,0.7464127444120329,False,0.6571247011386362,1.0620314578845662,0.3341740035956556,,,,
39099,early,context,0,54037,1,6,0.7574122054648275,False,0.3640006233551716,0.9880494234867644,0.7824842681522745,,,,
39099,early,context,0,39095,1,7,0.764009785745283,False,0.4592298041490922,1.1056227449604932,0.5637722864338671,,,,
39099,early,context,0,18157,1,8,0.7689987354206901,False,0.763395856510801,0.8801229807027516,0.6455133386204394,,,,
39099,early,context,0,39165,2,9,0.7692439089875103,False,0.6360985132963853,1.127898319066928,0.3137397612214322,,,,
39099,early,context,0,39141,3,10,0.8084898152971377,False,0.5098537555068636,0.7824197984625015,1.0434729279128645,,,,
39101,early,context,0,39143,4,1,0.8050631489709977,False,1.2679153566859616,0.5596894939669658,0.15335690436432597,,,,
39101,early,context,0,39103,4,2,0.8562946548994878,False,1.2700145908285365,0.3373346824637037,0.6877425820160009,,,,
39101,early,context,0,39147,4,3,0.867959508760088,False,1.429799564893429,0.3859160141410139,0.25846307434764065,,,,
39101,early,context,0,18035,1,4,0.9044427909815976,False,1.2948638623045838,0.6826745708969193,0.5579724857231839,,,,
39101,early,context,0,39051,2,5,0.9295214446327411,False,1.2121963701071798,0.9736721522117678,0.41781915753432697,,,,
39101,early,context,0,39175,2,6,0.9393207857976766,False,1.4141458290300968,0.3407779842809628,0.7287198059342691,,,,
39101,early,context,0,39119,1,7,0.9721470117526495,False,1.3447610140480528,0.5898859744038767,0.8239306947048761,,,,
39101,early,context,0,39093,3,8,0.9723455750651125,False,1.2165063273387464,0.5964877197072831,1.0003411957074018,,,,
39101,early,context,0,39023,1,9,0.9768637474714461,False,1.5254857570008216,0.48251750689922757,0.550325725452896,,,,
39101,early,context,0,39089,1,10,0.9895655340401108,False,1.5341437156541493,0.19916696665841999,0.737872223078789,,,,
39123,early,context,0,39143,4,1,0.38479098337652096,False,0.5378238280464629,0.33824137342304356,0.20132214471824025,,,,
39123,early,context,0,39147,4,2,0.48265822763940036,False,0.5507154122756954,0.5641609199330375,0.27805014876158834,,,,
39123,early,context,0,18059,3,3,0.5327983079378823,False,0.3170976714280703,0.8356632098740604,0.2296479419944564,,,,
39123,early,context,0,18157,1,4,0.6417681971025837,False,0.3868440371887318,0.7546166266954243,0.7186826100882391,,,,
39123,early,context,0,18145,4,5,0.6465112014154016,False,0.5189842258009447,0.9525147088354913,0.27803111964057475,,,,
39123,early,context,0,18177,1,6,0.6477075368517612,False,0.5726191908555609,0.9290139554005971,0.2600297921750263,,,,
39123,early,context,0,18139,2,7,0.6713468066407863,False,0.3379893619590978,0.7672489194373262,0.8057368622478936,,,,
39123,early,context,0,18183,1,8,0.6730873959518113,False,0.5857248460937363,0.8009467773461562,0.6120053858381046,,,,
39123,early,context,0,39129,2,9,0.674389130566744,False,0.4958458981241481,0.8609894517445922,0.6141954962206336,,,,
39123,early,context,0,18109,2,10,0.6884127942681253,False,0.35232067992259636,0.9492098421057052,0.6297676873932851,,,,
39127,early,context,0,39073,2,1,0.6630538174669804,False,0.7381051817129405,0.59364808397959,0.6493872401645082,,,,
39127,early,context,0,39031,2,2,0.7764879781211967,False,1.1655292972402258,0.5458731044894674,0.39033927751376596,,,,
39127,early,context,0,39089,1,3,0.7950374679179604,False,0.5927615798217246,0.6329078073512061,1.0697266674535824,,,,
39127,early,context,0,54091,1,4,0.8074603746152097,False,0.8366943304826449,0.8941739241602699,0.6755533734733526,,,,
39127,early,context,0,39157,2,5,0.8391360597280489,False,0.9929175900372181,0.7225903028047143,0.7774483223308296,,,,
39127,early,context,0,39029,2,6,0.8485158011683638,False,0.893623752277547,0.9989394693941489,0.6029044039888122,,,,
39127,early,context,0,39115,2,7,0.8795113617547498,False,1.3420489617890017,0.35840581686051354,0.6253563471882997,,,,
39127,early,context,0,39125,1,8,0.8922425691368444,False,0.7869158923512313,0.8572831347279227,1.0169166198936281,,,,
39127,early,context,0,39045,2,9,0.9019129131642046,False,0.8525152142085194,0.7737390016244579,1.055881847417227,,,,
