fipsCode,countyName,target_hour,known_D_lower_bound,actual_D,predicted_D,gap,violates_lower_bound
18029,Dearborn County,74,8.066666666666667e-06,8.07e-06,0.0008637026446962987,-0.000855635978029632,False
18029,Dearborn County,75,8.066666666666667e-06,8.07e-06,0.0005997244013904671,-0.0005916577347238005,False
18029,Dearborn County,76,8.066666666666667e-06,8.07e-06,0.0,8.066666666666667e-06,True
18033,DeKalb County,73,0.004122141833333333,0.005055728,0.006682208850422095,-0.002560067017088762,False
18033,DeKalb County,74,0.0024273240000000002,0.003605079,0.006330076348808673,-0.003902752348808673,False
18033,DeKalb County,75,0.0014219235,0.00285821,0.006519302519855781,-0.005097379019855781,False
18033,DeKalb County,76,0.0007037803333333334,0.002398598,0.005034369123896991,-0.004330588790563658,False
18035,Delaware County,73,0.02239188933333333,0.030387927,0.025051388727623053,-0.0026594993942897216,False
18035,Delaware County,74,0.016552991666666666,0.027878723,0.022622567626593457,-0.0060695759599267915,False
18035,Delaware County,75,0.010824487,0.025244207,0.017285189073010524,-0.006460702073010523,False
18035,Delaware County,76,0.0053048340000000005,0.022818544,0.016434563861272036,-0.011129729861272034,False
18037,Dubois County,73,0.0,0.0,0.0009975320186910604,-0.0009975320186910604,False
18037,Dubois County,74,0.0,0.0,0.0004653673213879703,-0.0004653673213879703,False
18037,Dubois County,75,0.0,0.0,0.0002314747728420826,-0.0002314747728420826,False
18037,Dubois County,76,0.0,0.0,0.0001576570736147161,-0.0001576570736147161,False
18039,Elkhart County,73,0.006505161166666666,0.008627853,0.013471752528722652,-0.006966591362055986,False
18039,Elkhart County,74,0.0043739895,0.007355934,0.011724383557226478,-0.0073503940572264784,False
18039,Elkhart County,75,0.002416646833333333,0.006255017,0.010320439408382879,-0.007903792575049546,False
18039,Elkhart County,76,0.0012097366666666666,0.005904533,0.010487988602733493,-0.009278251936066826,False
18041,Fayette County,73,0.00012828333333333333,0.000128293,0.0011737151448106033,-0.00104543181147727,False
18041,Fayette County,74,7.126433333333333e-05,7.13e-05,0.0036583081221595063,-0.003587043788826173,False
18041,Fayette County,75,2.85e-05,2.85e-05,0.0010083212949206723,-0.0009798212949206722,False
18041,Fayette County,76,1.425e-05,1.43e-05,0.000492775932378924,-0.00047852593237892406,False
18043,Floyd County,73,0.00010912266666666666,0.000109123,0.0008447880108119868,-0.0007356653441453201,False
18043,Floyd County,74,5.456133333333333e-05,5.46e-05,0.0006625083868731,-0.0006079470535397667,False
18043,Floyd County,75,0.0,0.0,0.0004607149188990258,-0.0004607149188990258,False
18043,Floyd County,76,0.0,0.0,0.0,0.0,False
18045,Fountain County,73,0.00028715833333333335,0.000287158,0.0013454202880156605,-0.0010582619546823271,False
18045,Fountain County,74,0.0,0.0,0.00017653288590903905,-0.00017653288590903905,False
18045,Fountain County,75,0.0,0.0,0.0,0.0,False
18045,Fountain County,76,0.0,0.0,0.0,0.0,False
18047,Franklin County,73,0.0028006401666666667,0.00280064,0.007481685763003533,-0.004681045596336866,False
18047,Franklin County,74,0.0002572016666666667,0.000257202,0.004991009890690435,-0.004733808224023768,False
18047,Franklin County,75,0.00012860083333333334,0.000128601,0.0036792224881734667,-0.0035506216548401334,False
18047,Franklin County,76,0.0,0.0,0.0033361749978647677,-0.0033361749978647677,False
18051,Gibson County,73,0.0,0.0,0.00021507518733532668,-0.00021507518733532668,False
18051,Gibson County,74,0.0,0.0,0.0,0.0,False
18051,Gibson County,75,0.0,0.0,0.0,0.0,False
18051,Gibson County,76,0.0,0.0,0.0,0.0,False
18059,Hancock County,73,0.000519164,0.000690308,0.0030054995196494463,-0.0024863355196494464,False
18059,Hancock County,74,0.00016545233333333333,0.000416467,0.0031888785492153716,-0.003023426215882038,False
18059,Hancock County,75,0.00015403566666666668,0.000484927,0.003050420500410013,-0.0028963848337433466,False
18059,Hancock County,76,7.987033333333334e-05,0.000422172,0.0014765073332035305,-0.0013966369998701972,False
18061,Harrison County,73,0.0,0.0,0.00027022543149284034,-0.00027022543149284034,False
18061,Harrison County,74,0.0,0.0,0.0,0.0,False
18061,Harrison County,75,0.0,0.0,0.0,0.0,False
18061,Harrison County,76,0.0,0.0,0.0,0.0,False
18065,Henry County,73,0.00013745783333333334,0.00013746,0.0024214781873877367,-0.0022840203540544033,False
18065,Henry County,74,8.083333333333333e-06,8.09e-06,0.003867956437937236,-0.0038598731046039026,False
18065,Henry County,75,0.0,0.0,0.003903775988202135,-0.003903775988202135,False
18065,Henry County,76,0.0,0.0,0.0033497641650882563,-0.0033497641650882563,False
18067,Howard County,73,0.0007514713333333333,0.000930039,0.004698377091098374,-0.0039469057577650405,False
18067,Howard County,74,0.0005431426666666667,0.000803553,0.002348954817185579,-0.0018058121505189124,False
18067,Howard County,75,0.00033481399999999996,0.000632426,0.0013900783618594449,-0.001055264361859445,False
18067,Howard County,76,0.0001302055,0.000461299,0.0008061990947761124,-0.0006759935947761124,False
18069,Huntington County,73,0.005646025,0.007397927,0.007916607291522675,-0.002270582291522675,False
18069,Huntington County,74,0.0039032005,0.006662673,0.006692877590675056,-0.0027896770906750555,False
18069,Huntington County,75,0.0022874569999999997,0.0060545,0.004942771687006284,-0.002655314687006284,False
18069,Huntington County,76,0.0009349526666666666,0.005718643,0.004627937499857524,-0.0036929848331908573,False
18071,Jackson County,73,0.0,0.0,0.0004153342356389441,-0.0004153342356389441,False
18071,Jackson County,74,0.0,0.0,3.569986150968876e-05,-3.569986150968876e-05,False
18071,Jackson County,75,0.0,0.0,0.0,0.0,False
18071,Jackson County,76,0.0,0.0,0.0,0.0,False
18073,Jasper County,73,0.004670057166666667,0.00609333,0.0019393852154041657,0.0027306719512625007,True
18073,Jasper County,74,0.0032466493333333335,0.005373494,0.0009240756375899994,0.002322573695743334,True
18073,Jasper County,75,0.0019831749999999998,0.004829583,0.00015065229161929128,0.0018325227083807085,True
18073,Jasper County,76,0.0007197006666666666,0.004285671,0.0014146949211740918,-0.0006949942545074252,False
18077,Jefferson County,73,0.0,0.0,0.00034194756791679903,-0.00034194756791679903,False
18077,Jefferson County,74,0.0,0.0,0.000210383804122988,-0.000210383804122988,False
18077,Jefferson County,75,0.0,0.0,0.0002230886228578086,-0.0002230886228578086,False
18077,Jefferson County,76,0.0,0.0,0.00028096365768745464,-0.00028096365768745464,False
18083,Knox County,73,0.0,0.0,0.00024978347143601973,-0.00024978347143601973,False
18083,Knox County,74,0.0,0.0,7.917854045369793e-05,-7.917854045369793e-05,False
18083,Knox County,75,0.0,0.0,0.00020150734032497623,-0.00020150734032497623,False
18083,Knox County,76,0.0,0.0,7.628925211896844e-05,-7.628925211896844e-05,False
18085,Kosciusko County,73,0.011923887000000001,0.015791415,0.020425279281821425,-0.008501392281821424,False
18085,Kosciusko County,74,0.0089726655,0.014286054,0.019446850865868615,-0.010474185365868615,False
18085,Kosciusko County,75,0.0061761451666666675,0.012911594,0.0167239733496578,-0.010547828182991131,False
18085,Kosciusko County,76,0.003099972666666667,0.011073031,0.016145053530991615,-0.013045080864324947,False
18087,LaGrange County,73,0.0015272205,0.00201633,0.006816709519800441,-0.005289489019800441,False
18087,LaGrange County,74,0.0009682378333333335,0.002345731,0.006703013404537498,-0.005734775571204165,False
18087,LaGrange County,75,0.00045916433333333334,0.002735022,0.006479073983750723,-0.0060199096504173905,False
18087,LaGrange County,76,0.00022958216666666667,0.003403805,0.0077348586834510595,-0.007505276516784393,False
18089,Lake County,73,0.016937381666666668,0.025547368,0.017009578326340983,-7.219665967431524e-05,False
18089,Lake County,74,0.012446919,0.025039522,0.016905982681515788,-0.0044590636815157875,False
18089,Lake County,75,0.008228517,0.024589598,0.016446425352434887,-0.008217908352434888,False
18089,Lake County,76,0.0041218645,0.024251424,0.015085592760712222,-0.010963728260712222,False
18091,LaPorte County,73,0.003784380166666667,0.004887623,0.005421053208827198,-0.001636673042160531,False
18091,LaPorte County,74,0.0027623836666666665,0.004190613,0.005722991958398929,-0.0029606082917322625,False
18091,LaPorte County,75,0.0017232826666666666,0.003455118,0.005142595340086916,-0.003419312673420249,False
18091,LaPorte County,76,0.0007782566666666666,0.002800869,0.003119642303814852,-0.0023413856371481854,False
18093,Lawrence County,73,0.0,0.0,0.0006151593813841439,-0.0006151593813841439,False
18093,Lawrence County,74,0.0,0.0,0.00043799297944812574,-0.00043799297944812574,False
18093,Lawrence County,75,0.0,0.0,0.00032384085014545646,-0.00032384085014545646,False
18093,Lawrence County,76,0.0,0.0,6.033513656000003e-05,-6.033513656000003e-05,False
18095,Madison County,73,0.005315847499999999,0.006605348,0.008132121094085138,-0.002816273594085139,False
18095,Madison County,74,0.003871178333333333,0.005743898,0.005014281080369913,-0.0011431027470365797,False
18095,Madison County,75,0.0023355485,0.004794161,0.004123978967606803,-0.0017884304676068032,False
18095,Madison County,76,0.0009015805,0.003946087,0.0043446402788437696,-0.0034430597788437695,False
18097,Marion County,73,0.001027115,0.001453753,0.002488639475875524,-0.0014615244758755237,False
18097,Marion County,74,0.0007643646666666667,0.001378444,0.0007279183537890877,3.644631287757897e-05,True
18097,Marion County,75,0.0005055953333333333,0.001289865,0.0005330212048242709,-2.742587149093755e-05,False
18097,Marion County,76,0.0002521341666666667,0.001162471,0.0007258827057037601,-0.00047374853903709346,False
18099,Marshall County,73,0.004336003666666667,0.005867078,0.006236284052746885,-0.001900280386080218,False
18099,Marshall County,74,0.0028784204999999998,0.005095417,0.004242981034750415,-0.0013645605347504153,False
18099,Marshall County,75,0.0014698318333333333,0.004372749,0.0034334358460733237,-0.0019636040127399904,False
18099,Marshall County,76,0.0007471645,0.004299258,0.005385746798135112,-0.0046385822981351126,False
18101,Martin County,73,0.0,0.0,0.0,0.0,False
18101,Martin County,74,0.0,0.0,0.0,0.0,False
18101,Martin County,75,0.0,0.0,0.0,0.0,False
18101,Martin County,76,0.0,0.0,0.0,0.0,False
18103,Miami County,73,0.023821831666666668,0.025801859,0.018278286282383677,0.005543545384282991,True
18103,Miami County,74,0.015615576833333332,0.018564096,0.01689430951021138,-0.0012787326768780478,False
18103,Miami County,75,0.008206254833333334,0.012123266,0.013237967428298338,-0.005031712594965003,False
18103,Miami County,76,0.0010123201666666667,0.005897823,0.010610825527665494,-0.009598505360998827,False
18105,Monroe County,73,2.832333333333333e-05,2.83e-05,0.0003544783036395543,-0.00032615497030622095,False
18105,Monroe County,74,2.1833333333333333e-06,2.18e-06,0.0003651926635002618,-0.0003630093301669285,False
18105,Monroe County,75,0.0,0.0,0.00010628271182236349,-0.00010628271182236349,False
18105,Monroe County,76,0.0,0.0,2.9782004160337704e-05,-2.9782004160337704e-05,False
18107,Montgomery County,73,8.124133333333334e-05,8.12e-05,0.0035968351135554867,-0.0035155937802221534,False
18107,Montgomery County,74,2.0310333333333334e-05,2.03e-05,0.0025233344081351788,-0.0025030240748018452,False
18107,Montgomery County,75,0.0,0.0,0.0013696457031330365,-0.0013696457031330365,False
18107,Montgomery County,76,0.0,0.0,6.686070815028659e-05,-6.686070815028659e-05,False
18109,Morgan County,73,4.096666666666667e-05,4.1e-05,0.00044227378985642535,-0.0004013071231897587,False
18109,Morgan County,74,2.56e-05,2.56e-05,0.00043783547278363497,-0.000412235472783635,False
18109,Morgan County,75,1.0233333333333334e-05,1.02e-05,0.0001172131276778092,-0.00010697979434447588,False
18109,Morgan County,76,5.116666666666667e-06,5.12e-06,0.0004655111782038539,-0.0004603945115371872,False
18111,Newton County,73,0.021044380333333335,0.025988905,0.014910529600882426,0.006133850732450909,True
18111,Newton County,74,0.015677761833333335,0.022009165,0.009567990809192444,0.006109771024140891,True
18111,Newton County,75,0.010492040666666667,0.018029426,0.010156203551935241,0.00033583711473142604,True
18111,Newton County,76,0.005246020333333334,0.013627593,0.013235413013032594,-0.00798939267969926,False
18113,Noble County,73,0.0033599253333333333,0.004977002,0.00900377490510842,-0.005643849571775087,False
18113,Noble County,74,0.0024705333333333336,0.004896148,0.006371546547879375,-0.0039010132145460416,False
18113,Noble County,75,0.0016440276666666667,0.00487818,0.005470233621516105,-0.0038262059548494383,False
18113,Noble County,76,0.0008175220000000001,0.004851229,0.0028815244146116327,-0.0020640024146116325,False
18117,Orange County,73,0.0,0.0,0.001158053515285415,-0.001158053515285415,False
18117,Orange County,74,0.0,0.0,0.0008732909112468838,-0.0008732909112468838,False
18117,Orange County,75,0.0,0.0,0.00038223572320661084,-0.00038223572320661084,False
18117,Orange County,76,0.0,0.0,0.0003236116950651213,-0.0003236116950651213,False
18121,Parke County,73,0.021341870166666665,0.025365702,0.016036122639183567,0.005305747527483098,True
18121,Parke County,74,0.013405362166666665,0.017718198,0.014624159857148432,-0.0012187976904817661,False
18121,Parke County,75,0.009648303833333332,0.014250145,0.01545395912704364,-0.005805655293710308,False
18121,Parke County,76,0.003734827333333333,0.008336668,0.014604320716315816,-0.010869493382982483,False
18123,Perry County,73,0.0,0.0,0.0006989681872838092,-0.0006989681872838092,False
18123,Perry County,74,0.0,0.0,0.0002451782072738828,-0.0002451782072738828,False
18123,Perry County,75,0.0,0.0,0.00023166855695864512,-0.00023166855695864512,False
18123,Perry County,76,0.0,0.0,5.570466014660099e-05,-5.570466014660099e-05,False
18125,Pike County,73,0.0,0.0,0.00041422746095732415,-0.00041422746095732415,False
18125,Pike County,74,0.0,0.0,0.000502248352475691,-0.000502248352475691,False
18125,Pike County,75,0.0,0.0,0.000727274344774071,-0.000727274344774071,False
18125,Pike County,76,0.0,0.0,0.0006217464384132337,-0.0006217464384132337,False
18127,Porter County,73,0.030522511833333335,0.039621364,0.027022775274454628,0.003499736558878707,True
18127,Porter County,74,0.020749000833333333,0.033872544,0.026137623286853765,-0.005388622453520432,False
18127,Porter County,75,0.012360996833333334,0.029509231,0.02610055716583746,-0.013739560332504125,False
18127,Porter County,76,0.0050328023333333334,0.026210897,0.024002520275421626,-0.018969717942088293,False
18129,Posey County,73,0.0,0.0,0.00024212250149692452,-0.00024212250149692452,False
18129,Posey County,74,0.0,0.0,0.00026513373093104873,-0.00026513373093104873,False
18129,Posey County,75,0.0,0.0,0.0001209535008290911,-0.0001209535008290911,False
18129,Posey County,76,0.0,0.0,0.0,0.0,False
18131,Pulaski County,73,0.0226568865,0.022656887,0.006769524251060808,0.01588736224893919,True
18131,Pulaski County,74,0.011002444833333333,0.011002445,0.006744230757633954,0.004258214075699379,True
18131,Pulaski County,75,0.0002444986666666667,0.000244499,0.004992825060511905,-0.004748326393845238,False
18131,Pulaski County,76,0.00012224933333333335,0.000122249,0.0026849710493812968,-0.0025627217160479636,False
18133,Putnam County,73,0.0,0.0,0.0011958022430409358,-0.0011958022430409358,False
18133,Putnam County,74,0.0,0.0,0.0008009879387080275,-0.0008009879387080275,False
18133,Putnam County,75,0.0,0.0,0.00025728293842774025,-0.00025728293842774025,False
18133,Putnam County,76,0.0,0.0,0.0,0.0,False
18135,Randolph County,73,0.022639691666666666,0.034529709,0.03259311400410153,-0.009953422337434865,False
18135,Randolph County,74,0.017561244166666667,0.035410032,0.030278550587309005,-0.012717306420642338,False
18135,Randolph County,75,0.011918524666666666,0.035313235,0.03011338607716069,-0.018194861410494024,False
18135,Randolph County,76,0.005959262333333333,0.034404477,0.028474795749586737,-0.022515533416253404,False
18137,Ripley County,73,1.09e-05,1.09e-05,0.0015344876804919052,-0.001523587680491905,False
18137,Ripley County,74,0.0,0.0,0.0011798420695321465,-0.0011798420695321465,False
18137,Ripley County,75,0.0,0.0,0.001051113453293079,-0.001051113453293079,False
18137,Ripley County,76,0.0,0.0,0.0010178472106535431,-0.0010178472106535431,False
18139,Rush County,73,1.7390166666666665e-05,1.74e-05,0.0014302407832937323,-0.0014128506166270656,False
18139,Rush County,74,1.7390166666666665e-05,1.74e-05,0.0008374585565837335,-0.0008200683899170669,False
18139,Rush County,75,1.7390166666666665e-05,1.74e-05,0.0013926485174448043,-0.0013752583507781375,False
18139,Rush County,76,1.7390166666666665e-05,1.74e-05,0.0007460644410919087,-0.0007286742744252421,False
18141,St. Joseph County,73,0.014590089666666667,0.020024657,0.016737182419271506,-0.0021470927526048393,False
18141,St. Joseph County,74,0.009072485166666667,0.017214763,0.014157970357759557,-0.0050854851910928905,False
18141,St. Joseph County,75,0.005773167333333333,0.016624433,0.013063179023600512,-0.007290011690267178,False
18141,St. Joseph County,76,0.0027000226666666666,0.016260277,0.011773141166939793,-0.009073118500273127,False
18143,Scott County,73,0.00012154366666666668,0.000121544,0.00020976808958645017,-8.822442291978349e-05,False
18143,Scott County,74,6.077183333333334e-05,6.08e-05,0.00022228772092562296,-0.0001615158875922896,False
18143,Scott County,75,0.0,0.0,0.0003193300917998487,-0.0003193300917998487,False
18143,Scott County,76,0.0,0.0,0.00021043982114795425,-0.00021043982114795425,False
18145,Shelby County,73,2.8466666666666666e-05,4.27e-05,0.0036984732087876676,-0.003670006542121001,False
18145,Shelby County,74,2.135e-05,4.27e-05,0.004266409080354733,-0.004245059080354733,False
18145,Shelby County,75,1.4233333333333333e-05,3.55e-05,0.003074666056091954,-0.003060432722758621,False
18145,Shelby County,76,7.1166666666666666e-06,2.84e-05,0.002640971443203701,-0.0026338547765370345,False
18147,Spencer County,73,0.00010010016666666667,0.0001001,0.0006804539323123914,-0.0005803537656457247,False
18147,Spencer County,74,0.00010010016666666667,0.0001001,0.00014693609662908108,-4.6835929962414416e-05,False
18147,Spencer County,75,8.580016666666666e-05,8.58e-05,0.00027317716870259767,-0.000187377002035931,False
18147,Spencer County,76,0.0,0.0,0.0,0.0,False
18149,Starke County,73,0.009054426833333334,0.009581139,0.017685877966310982,-0.008631451132977648,False
18149,Starke County,74,0.0030599448333333335,0.003837472,0.015200953404230685,-0.012141008570897352,False
18149,Starke County,75,0.00165538,0.002658641,0.012638769009133634,-0.010983389009133634,False
18149,Starke County,76,0.0005768748333333333,0.001805869,0.010230310341002758,-0.009653435507669426,False
18151,Steuben County,73,0.0030814883333333334,0.006137382,0.010500656638579006,-0.007419168305245673,False
18151,Steuben County,74,0.0013188263333333335,0.005173564,0.008297921801089958,-0.0069790954677566245,False
18151,Steuben County,75,0.0006720941666666667,0.005515876,0.007090564531872885,-0.0064184703652062185,False
18151,Steuben County,76,0.00048187883333333337,0.007189629,0.007293760415440363,-0.00681188158210703,False
18153,Sullivan County,73,0.0,0.0,0.00031990542648836204,-0.00031990542648836204,False
18153,Sullivan County,74,0.0,0.0,0.0006144656972899816,-0.0006144656972899816,False
18153,Sullivan County,75,0.0,0.0,0.0,0.0,False
18153,Sullivan County,76,0.0,0.0,0.0,0.0,False
18155,Switzerland County,73,0.0,0.0,0.003509982563497463,-0.003509982563497463,False
18155,Switzerland County,74,0.0,0.0,0.0029322542647973312,-0.0029322542647973312,False
18155,Switzerland County,75,0.0,0.0,0.00031136736578896065,-0.00031136736578896065,False
18155,Switzerland County,76,0.0,0.0,0.00021022606111804285,-0.00021022606111804285,False
18157,Tippecanoe County,73,0.00020114383333333334,0.000201144,0.0025962329822199473,-0.002395089148886614,False
18157,Tippecanoe County,74,0.00020114383333333334,0.000201144,0.0017135611953090894,-0.001512417361975756,False
18157,Tippecanoe County,75,0.00011271000000000001,0.00011271,0.00045083866607906024,-0.0003381286660790602,False
18157,Tippecanoe County,76,5.7222e-05,5.72e-05,0.00042821523316886634,-0.00037099323316886634,False
18159,Tipton County,73,0.00032568,0.00044781,0.005115705351142228,-0.004790025351142228,False
18159,Tipton County,74,0.00024426,0.00036639,0.0057578215076013895,-0.00551356150760139,False
18159,Tipton County,75,0.00016284,0.00028497,0.0008188953284472602,-0.0006560553284472602,False
18159,Tipton County,76,8.142e-05,0.00020355,0.0016792371189169267,-0.0015978171189169267,False
18161,Union County,73,0.0016651176666666668,0.001665118,0.0022439821195541446,-0.0005788644528874779,False
18161,Union County,74,0.0007744733333333334,0.000774473,0.0014541022552897226,-0.0006796289219563892,False
18161,Union County,75,0.0003872366666666667,0.000387237,0.0005419043796733824,-0.00015466771300671572,False
18161,Union County,76,3.872366666666666e-05,3.87e-05,0.0,3.872366666666666e-05,True
18163,Vanderburgh County,73,2.01885e-05,2.02e-05,0.0004788595600999463,-0.0004586710600999463,False
18163,Vanderburgh County,74,1.6833333333333332e-06,1.68e-06,0.00021788471601348207,-0.00021620138268014873,False
18163,Vanderburgh County,75,1.6833333333333332e-06,1.68e-06,0.000232576609025434,-0.00023089327569210066,False
18163,Vanderburgh County,76,0.0,0.0,0.0,0.0,False
18165,Vermillion County,73,1.9580166666666666e-05,1.96e-05,0.0,1.9580166666666666e-05,True
18165,Vermillion County,74,0.0,0.0,0.0,0.0,False
18165,Vermillion County,75,0.0,0.0,0.0,0.0,False
18165,Vermillion County,76,0.0,0.0,0.0,0.0,False
18167,Vigo County,73,0.000190259,0.00021833,0.0010570571349748637,-0.0008667981349748636,False
18167,Vigo County,74,0.000140355,0.000168426,0.0010412249236792653,-0.0009008699236792653,False
18167,Vigo County,75,9.357e-05,0.000121641,0.0003290137693766776,-0.0002354437693766776,False
18167,Vigo County,76,4.6785e-05,7.49e-05,0.00037103205113024894,-0.00032424705113024896,False
18169,Wabash County,73,0.0018327806666666665,0.001861872,0.00528586866669884,-0.003453088000032174,False
18169,Wabash County,74,0.0012218538333333333,0.001250945,0.003559033856772085,-0.002337180023438752,False
18169,Wabash County,75,0.0006594131666666667,0.000688505,0.0033212841477747407,-0.002661870981108074,False
18169,Wabash County,76,0.00015515600000000002,0.000184248,0.004038863251873921,-0.003883707251873921,False
18171,Warren County,73,0.0,0.0,0.0016279450300432522,-0.0016279450300432522,False
18171,Warren County,74,0.0,0.0,0.0010449669458605397,-0.0010449669458605397,False
18171,Warren County,75,0.0,0.0,0.0,0.0,False
18171,Warren County,76,0.0,0.0,0.0,0.0,False
18173,Warrick County,73,0.00035446116666666667,0.000354461,0.00029887099353341224,5.5590173133254425e-05,True
18173,Warrick County,74,0.000134795,0.000134795,0.00018354987994671256,-4.8754879946712556e-05,False
18173,Warrick County,75,8.986333333333334e-05,8.99e-05,0.0002997828947201972,-0.00020991956138686384,False
18173,Warrick County,76,4.493166666666667e-05,4.49e-05,4.9562879038945865e-05,-4.631212372279197e-06,False
18175,Washington County,73,1.1866666666666666e-05,1.19e-05,0.0017581958677143604,-0.0017463292010476937,False
18175,Washington County,74,0.0,0.0,0.000775383777777881,-0.000775383777777881,False
18175,Washington County,75,0.0,0.0,0.00015143266956625098,-0.00015143266956625098,False
18175,Washington County,76,0.0,0.0,0.0006017490303292693,-0.0006017490303292693,False
18177,Wayne County,73,0.000571482,0.00057726,0.005182480976021473,-0.004610998976021473,False
18177,Wayne County,74,5.1947500000000004e-05,5.77e-05,0.0038936176897230567,-0.003841670189723057,False
18177,Wayne County,75,2.3084500000000002e-05,2.89e-05,0.0012567247507628027,-0.0012336402507628027,False
18177,Wayne County,76,1.7317833333333336e-05,2.31e-05,8.551558968101602e-06,8.766274365231733e-06,True
18179,Wells County,73,0.011969661,0.016631113,0.021698033669358602,-0.009728372669358602,False
18179,Wells County,74,0.0073477126666666665,0.014320139,0.017972808575680368,-0.010625095909013702,False
18179,Wells County,75,0.004779963666666667,0.014063364,0.016590599789630643,-0.011810636122963975,False
18179,Wells County,76,0.0023899818333333336,0.013984356,0.01286771190126658,-0.010477730067933245,False
18181,White County,73,0.0017857920000000002,0.00372403,0.004850151980600808,-0.003064359980600807,False
18181,White County,74,0.0012413431666666666,0.004747594,0.002876552331791678,-0.0016352091651250114,False
18181,White County,75,0.0006968943333333333,0.005771157,0.001401272587738835,-0.0007043782544055018,False
18181,White County,76,0.0003484471666666666,0.006990723,0.0006394956339331717,-0.0002910484672665051,False
18183,Whitley County,73,0.000251264,0.000376896,0.006589157694410204,-0.006337893694410204,False
18183,Whitley County,74,0.000188448,0.000376896,0.0061759902217166625,-0.005987542221716663,False
18183,Whitley County,75,0.000125632,0.000376896,0.004094780352847266,-0.003969148352847267,False
18183,Whitley County,76,6.2816e-05,0.000376896,0.0019841630695199845,-0.0019213470695199845,False
39017,Butler County,73,0.00044370016666666663,0.000474583,0.0016129506329713335,-0.001169250466304667,False
39017,Butler County,74,0.0002847435,0.000321345,0.0009577596454465184,-0.0006730161454465183,False
39017,Butler County,75,0.000128074,0.000164675,0.0006782779842455227,-0.0005502039842455227,False
39017,Butler County,76,1.3716666666666665e-05,5.03e-05,0.00014597899826384285,-0.0001322623315971762,False
39023,Clark County,73,0.079234627,0.109271593,0.09198547445884195,-0.012750847458841946,False
39023,Clark County,74,0.05990518533333333,0.104037799,0.09297758510398937,-0.03307239977065604,False
39023,Clark County,75,0.03917039766666667,0.097013705,0.07931743203907674,-0.040147034372410066,False
39023,Clark County,76,0.018749373833333333,0.089280347,0.07786029078212832,-0.059110916948794986,False
39025,Clermont County,73,1.9889999999999998e-05,2.49e-05,0.002123520949494909,-0.0021036309494949093,False
39025,Clermont County,74,1.3256666666666666e-05,2.15e-05,0.0009030458639343979,-0.0008897891972677312,False
39025,Clermont County,75,6.623333333333332e-06,1.66e-05,0.0005711143605168364,-0.000564491027183503,False
39025,Clermont County,76,1.6566666666666665e-06,1.33e-05,0.0005039210789953273,-0.0005022644123286606,False
39027,Clinton County,73,0.017219838166666664,0.017509551,0.006826528774611033,0.010393309392055631,True
39027,Clinton County,74,0.011144911,0.011534213,0.004901155762939498,0.0062437552370605024,True
39027,Clinton County,75,0.005658464166666666,0.006147355,0.004164867537122568,0.001493596629544098,True
39027,Clinton County,76,0.00019012433333333333,0.000778605,0.0026238588301557286,-0.002433734496822395,False
39029,Columbiana County,73,0.109561711,0.152263547,0.1669390505288443,-0.0573773395288443,False
39029,Columbiana County,74,0.08080097433333333,0.143303162,0.1593689484777414,-0.07856797414440808,False
39029,Columbiana County,75,0.052873273500000005,0.135053307,0.16260311463555369,-0.10972984113555367,False
39029,Columbiana County,76,0.026233628,0.127380977,0.15916445694625786,-0.13293082894625785,False
