fipsCode,target_hour,known_D_lower_bound,predicted_D,actual_D,gap
42077,73,0.0004923268333333334,0.00023174273468518642,0.000727198,0.00026058409864814695
42077,74,0.00036947099999999996,0.0,0.000721778,0.00036947099999999996
42079,73,2.9054333333333334e-05,0.0,2.91e-05,2.9054333333333334e-05
42079,74,1.57e-06,0.0,1.57e-06,1.57e-06
42083,73,0.008304696666666667,0.004503265045083589,0.009604966,0.0038014316215830776
42097,73,0.00022458366666666666,0.0,0.000291565,0.00022458366666666666
42097,75,9.25915e-05,2.506125072045119e-05,0.000226554,6.753024927954881e-05
42101,74,5.838766666666666e-05,0.0,7.13e-05,5.838766666666666e-05
42101,75,6.216666666666667e-06,0.0,2.18e-05,6.216666666666667e-06
42101,76,2.6333333333333337e-06,0.0,2.08e-05,2.6333333333333337e-06
42109,73,0.0017099601666666665,0.0012363908873247438,0.002134727,0.0004735692793419227
42113,73,0.003299355166666667,0.0006659616018958722,0.004973654,0.0026333935647707947
42113,74,0.0025114495,0.001215245618891291,0.004234993,0.001296203881108709
42115,74,3.52e-05,0.0,7.04e-05,3.52e-05
42115,75,2.3466666666666667e-05,0.0,7.04e-05,2.3466666666666667e-05
42115,76,1.1733333333333333e-05,0.0,7.04e-05,1.1733333333333333e-05
42133,73,0.0016236059999999999,0.0011736861810717314,0.002281138,0.00044991981892826853
42133,74,0.0011492941666666667,0.0,0.002114574,0.0011492941666666667
42133,75,0.0007511260000000001,0.0,0.001927387,0.0007511260000000001
42133,76,0.00035216466666666667,0.0,0.001739408,0.00035216466666666667
54013,73,0.009883720666666667,0.0062315873560108625,0.01003876,0.003652133310655804
54023,73,0.020727478,0.003612201212144047,0.020787967,0.017115276787855953
54035,73,0.0047888595,0.004437976592677974,0.005588712,0.00035088290732202595
54037,73,0.004941848499999999,0.0033385016303904493,0.004963546,0.00160334686960955
54039,73,5.863366666666667e-05,0.0,0.000118996,5.863366666666667e-05
54039,74,5.173366666666666e-05,0.0,0.000155212,5.173366666666666e-05
54039,75,4.483366666666667e-05,0.0,0.000191428,4.483366666666667e-05
54039,76,3.2767e-05,0.0,0.000186254,3.2767e-05
54047,74,6.534666666666666e-05,0.0,6.53e-05,6.534666666666666e-05
54067,75,0.0003368881666666666,0.0002367146592369806,0.000336888,0.000100173507429686
54067,76,0.00016263566666666667,0.0,0.000162636,0.00016263566666666667
54075,73,0.0036932581666666666,0.0036329965962943155,0.003693258,6.026157037235117e-05
54097,75,0.00014530666666666666,0.0,0.000399593,0.00014530666666666666
