fipsCode,countyName,stateAbbr,time,hour,outageCount,customersTracked,P_t,N_t,D_t,R_t,osi,gust,wind_speed_10m,tp,rain,soil_moist
18013,Brown County,IN,2026-03-11 16:00:00,16,78,10682,0.007302003,0.0,0.017818136,0.005148849,0.0069,23.9,9.2,2.2,2.2,0.495
18013,Brown County,IN,2026-03-11 17:00:00,17,2,10682,0.000187231,6.24e-05,0.011733134,0.002621232,0.0028,24.2,8.4,0.8,0.8,0.502
18013,Brown County,IN,2026-03-11 18:00:00,18,4,10682,0.000374462,0.000124821,0.007520439,0.002371591,0.0018,29.8,11.3,0.7,0.7,0.507
18013,Brown County,IN,2026-03-11 19:00:00,19,6,10682,0.000561693,0.002309181,0.005351682,0.0,0.0024,23.1,8.4,0.7,0.7,0.511
18013,Brown County,IN,2026-03-11 20:00:00,20,76,10682,0.007114773,0.003463771,0.003931848,0.0,0.005,23.1,7.9,0.0,0.0,0.512
18013,Brown County,IN,2026-03-11 21:00:00,21,115,10682,0.010765774,0.003401361,0.004384323,0.002277975,0.0064,23.2,9.5,0.0,0.0,0.508
18013,Brown County,IN,2026-03-11 22:00:00,22,42,10682,0.003931848,0.001217001,0.00382263,0.002309181,0.0027,19.5,5.9,0.0,0.0,0.505
18013,Brown County,IN,2026-03-11 23:00:00,23,41,10682,0.003838233,0.000249641,0.00443113,0.002309181,0.0025,18.6,6.5,0.0,0.0,0.503
18013,Brown County,IN,2026-03-12 00:00:00,24,49,10682,0.004587156,0.000249641,0.005133246,0.001248206,0.0031,20.7,6.8,0.0,0.0,0.501
18013,Brown County,IN,2026-03-12 01:00:00,25,10,10682,0.000936154,0.000249641,0.005195656,0.001217001,0.0016,20.8,6.8,0.0,0.0,0.5
18013,Brown County,IN,2026-03-12 02:00:00,26,10,10682,0.000936154,0.0,0.004165887,0.001497847,0.0013,19.6,4.3,0.0,0.0,0.499
18013,Brown County,IN,2026-03-12 03:00:00,27,1,10682,9.36e-05,0.0,0.002387193,0.000312051,0.0006,18.3,6.1,0.0,0.0,0.497
18013,Brown County,IN,2026-03-12 04:00:00,28,0,10682,0.0,0.0,0.001731885,0.000312051,0.0004,16.7,2.8,0.0,0.0,0.496
18013,Brown County,IN,2026-03-12 05:00:00,29,0,10682,0.0,0.0,0.00109218,3.12e-05,0.0003,11.5,3.4,0.0,0.0,0.495
18013,Brown County,IN,2026-03-12 06:00:00,30,0,10682,0.0,0.0,0.000327654,0.0,0.0001,9.0,3.7,0.0,0.0,0.494
18013,Brown County,IN,2026-03-12 07:00:00,31,0,10682,0.0,0.0,0.000171628,0.0,0.0,10.4,1.8,0.0,0.0,0.493
18013,Brown County,IN,2026-03-12 08:00:00,32,0,10681,0.0,0.0,1.56e-05,0.0,0.0,7.1,1.5,0.0,0.0,0.489
18013,Brown County,IN,2026-03-12 09:00:00,33,0,10681,0.0,0.0,0.0,0.0,0.0,4.3,3.3,0.0,0.0,0.489
18013,Brown County,IN,2026-03-12 10:00:00,34,0,10681,0.0,0.0,0.0,0.0,0.0,12.8,4.8,0.0,0.0,0.488
18013,Brown County,IN,2026-03-12 11:00:00,35,0,10681,0.0,3.12e-05,0.0,0.0,0.0,11.7,5.0,0.0,0.0,0.487
18013,Brown County,IN,2026-03-12 12:00:00,36,1,10681,9.36e-05,0.001217115,1.56e-05,0.0,0.0005,18.0,7.0,0.0,0.0,0.485
18013,Brown County,IN,2026-03-12 13:00:00,37,39,10681,0.003651344,0.001217115,0.000624161,0.000592953,0.002,21.9,8.1,0.0,0.0,0.483
18013,Brown County,IN,2026-03-12 14:00:00,38,20,10681,0.001872484,0.001185906,0.000936242,0.00081141,0.0013,25.9,8.5,0.0,0.0,0.482
18013,Brown County,IN,2026-03-12 15:00:00,39,13,10681,0.001217115,0.0,0.001139094,0.00081141,0.0007,18.7,6.6,0.0,0.0,0.48
18013,Brown County,IN,2026-03-12 16:00:00,40,13,10681,0.001217115,0.0,0.001341947,0.000218456,0.0008,19.8,5.4,0.0,0.0,0.479
18013,Brown County,IN,2026-03-12 17:00:00,41,13,10681,0.001217115,0.0,0.001544799,6.24e-05,0.0009,13.8,6.5,0.0,0.0,0.477
18013,Brown County,IN,2026-03-12 18:00:00,42,11,10681,0.001029866,0.0,0.001700839,0.000405705,0.0008,11.8,7.2,0.0,0.0,0.476
18013,Brown County,IN,2026-03-12 19:00:00,43,0,10681,0.0,3.12e-05,0.001092282,0.000405705,0.0002,9.5,5.2,0.0,0.0,0.475
18013,Brown County,IN,2026-03-12 20:00:00,44,1,10681,9.36e-05,3.12e-05,0.000795806,0.000343289,0.0002,6.7,3.3,0.0,0.0,0.472
18013,Brown County,IN,2026-03-12 21:00:00,45,1,10681,9.36e-05,6.24e-05,0.000608557,0.0,0.0002,5.6,4.0,0.0,0.0,0.472
18013,Brown County,IN,2026-03-12 22:00:00,46,2,10681,0.000187248,3.12e-05,0.000436913,3.12e-05,0.0002,5.2,3.0,0.0,0.0,0.472
18013,Brown County,IN,2026-03-12 23:00:00,47,1,10681,9.36e-05,3.12e-05,0.000249665,6.24e-05,0.0001,4.5,2.6,0.0,0.0,0.472
18013,Brown County,IN,2026-03-13 00:00:00,48,0,10681,0.0,0.0,7.8e-05,6.24e-05,0.0,7.9,3.5,0.0,0.0,0.472
18013,Brown County,IN,2026-03-13 01:00:00,49,0,10681,0.0,0.0,7.8e-05,3.12e-05,0.0,14.0,4.3,0.0,0.0,0.472
18013,Brown County,IN,2026-03-13 02:00:00,50,0,10681,0.0,0.0,6.24e-05,0.0,0.0,12.2,4.2,0.0,0.0,0.471
18013,Brown County,IN,2026-03-13 03:00:00,51,0,10681,0.0,0.0,4.68e-05,0.0,0.0,20.3,7.4,0.0,0.0,0.471
18013,Brown County,IN,2026-03-13 04:00:00,52,0,10681,0.0,0.0,1.56e-05,0.0,0.0,21.9,7.7,0.0,0.0,0.471
18013,Brown County,IN,2026-03-13 05:00:00,53,0,10681,0.0,0.0,0.0,0.0,0.0,31.5,13.3,0.0,0.0,0.47
18013,Brown County,IN,2026-03-13 06:00:00,54,0,10681,0.0,0.0,0.0,0.0,0.0,26.0,13.5,0.0,0.0,0.47
18013,Brown County,IN,2026-03-13 07:00:00,55,0,10681,0.0,0.0,0.0,0.0,0.0,33.8,15.3,0.8,0.3,0.472
18013,Brown County,IN,2026-03-13 08:00:00,56,0,10681,0.0,0.00290235,0.0,0.0,0.001,42.0,18.2,0.0,0.0,0.47
18013,Brown County,IN,2026-03-13 09:00:00,57,93,10681,0.00870705,0.003089598,0.001451175,0.0,0.0049,38.8,18.7,0.0,0.0,0.471
18013,Brown County,IN,2026-03-13 10:00:00,58,99,10681,0.009268795,0.003401679,0.002995974,0.0,0.0056,36.9,16.7,0.0,0.0,0.471
18013,Brown County,IN,2026-03-13 11:00:00,59,109,10681,0.010205037,0.000499329,0.004696814,0.0,0.0054,30.7,13.8,0.0,0.0,0.472
18013,Brown County,IN,2026-03-13 12:00:00,60,109,10681,0.010205037,0.000499329,0.006397653,0.0,0.0059,43.3,14.2,0.0,0.0,0.471
18013,Brown County,IN,2026-03-13 13:00:00,61,115,10681,0.010766782,0.000187248,0.008192117,0.000530537,0.0064,39.7,13.9,0.0,0.0,0.471
18013,Brown County,IN,2026-03-13 14:00:00,62,98,10681,0.009175171,0.076803046,0.009721312,0.000530537,0.0329,44.9,20.1,0.0,0.0,0.469
18013,Brown County,IN,2026-03-13 15:00:00,63,2553,10681,0.239022563,0.076615798,0.048107231,0.01451175,0.133,39.9,16.4,0.0,0.0,0.467
18013,Brown County,IN,2026-03-13 16:00:00,64,2105,10681,0.197078925,0.076615798,0.079408919,0.016821147,0.1238,32.5,15.6,0.0,0.0,0.465
18013,Brown County,IN,2026-03-13 17:00:00,65,2014,10681,0.188559124,6.24e-05,0.1091346,0.016821147,0.101,30.9,11.8,0.0,0.0,0.463
18013,Brown County,IN,2026-03-13 18:00:00,66,2016,10681,0.188746372,6.24e-05,0.13889149,0.002964766,0.1099,25.3,11.4,0.0,0.0,0.462
18013,Brown County,IN,2026-03-13 19:00:00,67,2012,10681,0.188371875,6.24e-05,0.168492338,0.000124832,0.1175,24.5,11.2,0.0,0.0,0.461
18013,Brown County,IN,2026-03-13 20:00:00,68,2012,10681,0.188371875,0.0,0.198358456,0.062697001,0.1187,22.0,9.1,0.0,0.0,0.441
18013,Brown County,IN,2026-03-13 21:00:00,69,7,10681,0.000655369,0.0,0.15863059,0.062572169,0.0337,17.4,6.8,0.0,0.0,0.441
18013,Brown County,IN,2026-03-13 22:00:00,70,7,10681,0.000655369,0.0,0.125893331,0.062728209,0.0255,8.0,3.9,0.0,0.0,0.441
18013,Brown County,IN,2026-03-13 23:00:00,71,2,10681,0.000187248,0.0,0.094498018,0.000187248,0.0237,9.8,2.3,0.0,0.0,0.441
18013,Brown County,IN,2026-03-14 00:00:00,72,1,10681,9.36e-05,0.0,0.063055894,0.000218456,0.0158,10.1,3.9,0.0,0.0,0.441
18013,Brown County,IN,2026-03-14 01:00:00,73,0,10681,0.0,0.0,0.031660581,6.24e-05,0.0079,8.9,2.1,0.0,0.0,0.442
18013,Brown County,IN,2026-03-14 02:00:00,74,0,10681,0.0,0.0,0.000265269,3.12e-05,0.0001,9.7,4.5,0.0,0.0,0.434
18013,Brown County,IN,2026-03-14 03:00:00,75,0,10681,0.0,0.0,0.00015604,0.0,0.0,6.7,0.9,0.0,0.0,0.434
18013,Brown County,IN,2026-03-14 04:00:00,76,0,10681,0.0,0.0,4.68e-05,0.0,0.0,7.2,1.1,0.0,0.0,0.435
18013,Brown County,IN,2026-03-14 05:00:00,77,0,10681,0.0,0.0,1.56e-05,0.0,0.0,5.3,0.4,0.0,0.0,0.435
18013,Brown County,IN,2026-03-14 06:00:00,78,0,10681,0.0,0.0,0.0,0.0,0.0,10.3,3.4,0.0,0.0,0.436
18013,Brown County,IN,2026-03-14 07:00:00,79,0,10680,0.0,3.12e-05,0.0,0.0,0.0,12.8,5.8,0.0,0.0,0.436
18013,Brown County,IN,2026-03-14 08:00:00,80,1,10680,9.36e-05,3.12e-05,1.56e-05,0.0,0.0001,11.1,5.6,0.0,0.0,0.435
18013,Brown County,IN,2026-03-14 09:00:00,81,1,10680,9.36e-05,6.24e-05,3.12e-05,0.0,0.0001,8.6,5.1,0.0,0.0,0.436
18013,Brown County,IN,2026-03-14 10:00:00,82,2,10680,0.000187266,3.12e-05,6.24e-05,3.12e-05,0.0001,8.8,4.2,0.0,0.0,0.436
18013,Brown County,IN,2026-03-14 11:00:00,83,1,10680,9.36e-05,3.12e-05,7.8e-05,6.24e-05,0.0001,9.0,5.1,0.0,0.0,0.436
18013,Brown County,IN,2026-03-14 12:00:00,84,0,10680,0.0,0.0,7.8e-05,6.24e-05,0.0,10.5,6.1,0.0,0.0,0.436
18013,Brown County,IN,2026-03-14 13:00:00,85,0,10680,0.0,0.0,7.8e-05,3.12e-05,0.0,9.2,4.4,0.0,0.0,0.435
18013,Brown County,IN,2026-03-14 14:00:00,86,0,10680,0.0,0.0,6.24e-05,0.0,0.0,7.4,4.2,0.0,0.0,0.434
18013,Brown County,IN,2026-03-14 15:00:00,87,0,10680,0.0,0.0,4.68e-05,0.0,0.0,12.4,4.2,0.0,0.0,0.434
18013,Brown County,IN,2026-03-14 16:00:00,88,0,10680,0.0,0.0,1.56e-05,0.0,0.0,13.0,6.6,0.0,0.0,0.433
18013,Brown County,IN,2026-03-14 17:00:00,89,0,10680,0.0,0.0,0.0,0.0,0.0,12.8,6.4,0.0,0.0,0.432
18013,Brown County,IN,2026-03-14 18:00:00,90,0,10680,0.0,0.0,0.0,0.0,0.0,13.9,6.2,0.0,0.0,0.431
18013,Brown County,IN,2026-03-14 19:00:00,91,0,10680,0.0,0.0,0.0,0.0,0.0,10.7,4.6,0.0,0.0,0.431
18013,Brown County,IN,2026-03-14 20:00:00,92,0,10680,0.0,0.0,0.0,0.0,0.0,10.4,3.9,0.0,0.0,0.431
18013,Brown County,IN,2026-03-14 21:00:00,93,0,10680,0.0,0.0,0.0,0.0,0.0,18.4,6.5,0.0,0.0,0.431
18013,Brown County,IN,2026-03-14 22:00:00,94,0,10680,0.0,0.0,0.0,0.0,0.0,19.2,8.5,0.0,0.0,0.432
18013,Brown County,IN,2026-03-14 23:00:00,95,0,10680,0.0,0.0,0.0,0.0,0.0,19.4,9.6,0.0,0.0,0.432
18013,Brown County,IN,2026-03-15 00:00:00,96,0,10680,0.0,0.0,0.0,0.0,0.0,18.5,9.3,0.0,0.0,0.432
18013,Brown County,IN,2026-03-15 01:00:00,97,0,10680,0.0,0.0,0.0,0.0,0.0,19.0,8.0,0.0,0.0,0.432
18013,Brown County,IN,2026-03-15 02:00:00,98,0,10680,0.0,0.0,0.0,0.0,0.0,15.6,5.9,0.0,0.0,0.432
18013,Brown County,IN,2026-03-15 03:00:00,99,0,10680,0.0,0.0,0.0,0.0,0.0,12.7,5.6,0.0,0.0,0.432
18013,Brown County,IN,2026-03-15 04:00:00,100,0,10680,0.0,0.0,0.0,0.0,0.0,11.0,4.8,0.0,0.0,0.432
18013,Brown County,IN,2026-03-15 05:00:00,101,0,10680,0.0,0.0,0.0,0.0,0.0,10.7,6.4,0.0,0.0,0.432
18013,Brown County,IN,2026-03-15 06:00:00,102,0,10680,0.0,0.0,0.0,0.0,0.0,10.8,6.2,0.0,0.0,0.433
18013,Brown County,IN,2026-03-15 07:00:00,103,0,10679,0.0,0.0,0.0,0.0,0.0,10.5,5.0,0.0,0.0,0.433
18013,Brown County,IN,2026-03-15 08:00:00,104,0,10679,0.0,0.000967631,0.0,0.0,0.0003,10.9,8.5,0.0,0.0,0.437
18013,Brown County,IN,2026-03-15 09:00:00,105,31,10679,0.002902894,0.000967631,0.000483816,0.000967631,0.0015,25.1,9.4,0.0,0.0,0.437
18013,Brown County,IN,2026-03-15 10:00:00,106,0,10679,0.0,0.023691357,0.000483816,0.000967631,0.0083,34.5,11.8,0.0,0.0,0.437
18013,Brown County,IN,2026-03-15 11:00:00,107,728,10679,0.068171177,0.068015108,0.011845678,0.000967631,0.0539,46.6,16.5,0.0,0.0,0.436
18013,Brown County,IN,2026-03-15 12:00:00,108,2179,10679,0.204045323,0.080875238,0.045853232,0.0,0.1214,42.4,14.3,0.0,0.0,0.435
18013,Brown County,IN,2026-03-15 13:00:00,109,2591,10679,0.242625714,0.058151512,0.086290851,0.010269376,0.1379,44.8,17.1,0.0,0.0,0.433
18013,Brown County,IN,2026-03-15 14:00:00,110,2262,10679,0.211817586,0.01286013,0.121593782,0.014233542,0.1182,37.0,20.3,0.0,0.0,0.432
18013,Brown County,IN,2026-03-15 15:00:00,111,2135,10679,0.199925087,0.0,0.154430814,0.025220838,0.1161,34.3,16.6,0.0,0.0,0.43
18013,Brown County,IN,2026-03-15 16:00:00,112,1783,10679,0.166963199,0.0,0.182258014,0.036926054,0.1087,35.9,16.3,0.0,0.0,0.429
18013,Brown County,IN,2026-03-15 17:00:00,113,1079,10679,0.101039423,0.0,0.187736055,0.038830103,0.0835,35.6,14.1,0.0,0.0,0.427
18013,Brown County,IN,2026-03-15 18:00:00,114,891,10679,0.083434779,0.031245123,0.167634298,0.027842807,0.0834,27.5,14.0,0.0,0.0,0.427
18013,Brown County,IN,2026-03-15 19:00:00,115,1892,10679,0.177170147,0.031245123,0.156725037,0.041732996,0.1168,30.0,13.3,0.0,0.0,0.426
18013,Brown County,IN,2026-03-15 20:00:00,116,743,10679,0.069575803,0.031245123,0.133018073,0.035895995,0.0684,37.1,13.9,0.0,0.0,0.399
18013,Brown County,IN,2026-03-15 21:00:00,117,742,10679,0.069482161,0.0,0.111277585,0.041576927,0.0515,32.8,15.3,0.0,0.0,0.399
18013,Brown County,IN,2026-03-15 22:00:00,118,560,10679,0.052439367,0.006367637,0.09219028,0.005712145,0.0457,37.8,10.7,2.2,2.2,0.427
18013,Brown County,IN,2026-03-15 23:00:00,119,764,10679,0.071542279,0.006991916,0.087274089,0.005680931,0.0523,37.3,11.0,3.5,3.5,0.472
18013,Brown County,IN,2026-03-16 00:00:00,120,784,10679,0.073415114,0.006991916,0.085604145,0.000405781,0.0532,28.4,8.8,2.3,2.3,0.5
18013,Brown County,IN,2026-03-16 01:00:00,121,771,10679,0.072197771,0.000624278,0.068108749,0.00199769,0.0459,33.8,7.6,0.1,0.1,0.496
18013,Brown County,IN,2026-03-16 02:00:00,122,720,10679,0.067422043,0.017479789,0.067749789,0.00199769,0.0498,27.7,8.2,0.1,0.1,0.494
18013,Brown County,IN,2026-03-16 03:00:00,123,1280,10679,0.11986141,0.018384992,0.076146331,0.001591909,0.0733,26.3,7.9,0.0,0.0,0.491
18013,Brown County,IN,2026-03-16 04:00:00,124,1309,10679,0.12257702,0.018384992,0.08783594,0.0,0.0774,25.6,7.9,0.0,0.0,0.489
18013,Brown County,IN,2026-03-16 05:00:00,125,1309,10679,0.12257702,0.000905203,0.09634173,0.019383837,0.0715,27.8,6.4,0.0,0.0,0.487
18013,Brown County,IN,2026-03-16 06:00:00,126,688,10679,0.064425508,0.0,0.094843462,0.020632394,0.0474,28.2,8.1,0.0,0.0,0.485
18013,Brown County,IN,2026-03-16 07:00:00,127,648,10679,0.060679839,0.0,0.092923807,0.02431529,0.0451,27.6,7.9,0.0,0.0,0.484
18013,Brown County,IN,2026-03-16 08:00:00,128,530,10680,0.049625468,0.000499376,0.089957711,0.004931453,0.042,29.6,8.6,0.0,0.0,0.502
18013,Brown County,IN,2026-03-16 09:00:00,129,546,10680,0.051123596,0.000499376,0.078501409,0.008395755,0.0394,31.1,11.5,0.0,0.0,0.5
18013,Brown County,IN,2026-03-16 10:00:00,130,395,10680,0.036985019,0.000499376,0.064236075,0.008270911,0.0302,26.0,10.5,0.0,0.0,0.498
18013,Brown County,IN,2026-03-16 11:00:00,131,281,10680,0.026310861,0.002715102,0.048191715,0.008270911,0.0227,29.3,13.5,0.0,0.0,0.496
18013,Brown County,IN,2026-03-16 12:00:00,132,368,10681,0.034453703,0.002715102,0.043196414,0.006866107,0.0248,21.7,12.1,0.0,0.0,0.495
18013,Brown County,IN,2026-03-16 13:00:00,133,262,10681,0.024529538,0.002715102,0.037171364,0.00677215,0.0194,29.5,11.1,0.0,0.0,0.493
18013,Brown County,IN,2026-03-16 14:00:00,134,151,10681,0.014137253,0.0,0.031256662,0.009112755,0.0126,27.4,9.9,0.0,0.0,0.509
18013,Brown County,IN,2026-03-16 15:00:00,135,76,10681,0.007115439,0.0,0.023921969,0.007552352,0.0081,29.9,10.5,0.0,0.0,0.504
18013,Brown County,IN,2026-03-16 16:00:00,136,20,10681,0.001872484,0.001841276,0.01806988,0.004088256,0.0055,26.3,9.3,0.0,0.0,0.501
18013,Brown County,IN,2026-03-16 17:00:00,137,79,10681,0.007396311,0.001841276,0.014917455,0.004213089,0.0069,30.0,13.0,0.1,0.0,0.499
18013,Brown County,IN,2026-03-16 18:00:00,138,0,10681,0.0,0.001841276,0.009175171,0.002465437,0.0027,26.2,12.4,0.1,0.0,0.497
18013,Brown County,IN,2026-03-16 19:00:00,139,0,10681,0.0,6.24e-05,0.005086914,0.002465437,0.001,24.6,11.2,0.0,0.0,0.495
18013,Brown County,IN,2026-03-16 20:00:00,140,2,10681,0.000187248,0.001966108,0.002761914,0.0,0.0015,26.5,11.7,0.0,0.0,0.493
18013,Brown County,IN,2026-03-16 21:00:00,141,63,10681,0.005898324,0.001966108,0.002559061,0.0,0.0037,25.6,14.3,0.1,0.0,0.492
18013,Brown County,IN,2026-03-16 22:00:00,142,63,10681,0.005898324,0.001903692,0.003230035,0.001903692,0.0036,21.1,6.1,0.0,0.0,0.491
18013,Brown County,IN,2026-03-16 23:00:00,143,2,10681,0.000187248,0.0,0.002028524,0.0019349,0.0004,29.3,8.0,0.0,0.0,0.49
18013,Brown County,IN,2026-03-17 00:00:00,144,1,10681,9.36e-05,0.001872484,0.002044128,0.0019349,0.001,24.9,5.6,0.0,0.0,0.489
18013,Brown County,IN,2026-03-17 01:00:00,145,61,10681,0.005711076,0.001872484,0.002995974,0.0019349,0.0035,22.6,6.0,0.0,0.0,0.489
18013,Brown County,IN,2026-03-17 02:00:00,146,0,10681,0.0,0.001872484,0.002964766,0.001903692,0.0012,25.3,5.8,0.0,0.0,0.488
18013,Brown County,IN,2026-03-17 03:00:00,147,0,10681,0.0,0.007209063,0.001981712,0.001903692,0.0028,20.1,6.6,0.0,0.0,0.487
18013,Brown County,IN,2026-03-17 04:00:00,148,231,10681,0.021627188,0.007240271,0.004603189,0.0,0.0123,18.1,7.3,0.1,0.0,0.486
18013,Brown County,IN,2026-03-17 05:00:00,149,232,10681,0.021720813,0.007302687,0.008192117,0.0,0.0133,18.0,5.8,0.1,0.0,0.486
18013,Brown County,IN,2026-03-17 06:00:00,150,234,10681,0.021908061,9.36e-05,0.011827856,0.007302687,0.011,18.2,8.2,0.0,0.0,0.485
18013,Brown County,IN,2026-03-17 07:00:00,151,0,10681,0.0,9.36e-05,0.01087601,0.007302687,0.002,19.4,8.8,0.0,0.0,0.484
18013,Brown County,IN,2026-03-17 08:00:00,152,1,10681,9.36e-05,3.12e-05,0.010891614,0.007302687,0.002,16.1,6.2,0.0,0.0,0.484
18013,Brown County,IN,2026-03-17 09:00:00,153,1,10681,9.36e-05,3.12e-05,0.010907218,0.0,0.0028,15.8,5.6,0.1,0.0,0.483
18013,Brown County,IN,2026-03-17 10:00:00,154,1,10681,9.36e-05,0.0,0.007318291,0.0,0.0019,15.7,6.7,0.1,0.0,0.483
18013,Brown County,IN,2026-03-17 11:00:00,155,1,10681,9.36e-05,0.0,0.00371376,3.12e-05,0.001,17.8,5.6,0.0,0.0,0.482
18013,Brown County,IN,2026-03-17 12:00:00,156,0,10681,0.0,0.000374497,6.24e-05,3.12e-05,0.0001,17.4,6.5,0.0,0.0,0.481
18013,Brown County,IN,2026-03-17 13:00:00,157,12,10681,0.00112349,0.000905034,0.000249665,3.12e-05,0.0008,18.6,5.7,0.0,0.0,0.48
18013,Brown County,IN,2026-03-17 14:00:00,158,29,10681,0.002715102,0.000905034,0.000686577,0.000873826,0.0015,11.2,5.6,0.0,0.0,0.479
18013,Brown County,IN,2026-03-17 15:00:00,159,1,10681,9.36e-05,0.000655381,0.000686577,0.000873826,0.0004,12.9,5.4,0.0,0.0,0.479
18013,Brown County,IN,2026-03-17 16:00:00,160,5,10680,0.000468165,0.000124844,0.000749001,0.000873826,0.0003,11.7,5.2,0.0,0.0,0.478
18013,Brown County,IN,2026-03-17 17:00:00,161,5,10680,0.000468165,0.000124844,0.000811424,0.0,0.0004,10.0,5.1,0.0,0.0,0.477
18013,Brown County,IN,2026-03-17 18:00:00,162,5,10680,0.000468165,0.0,0.000889452,3.12e-05,0.0004,6.5,5.0,0.0,0.0,0.477
18013,Brown County,IN,2026-03-17 19:00:00,163,4,10680,0.000374532,0.0,0.000764625,3.12e-05,0.0003,6.2,4.2,0.0,0.0,0.476
18013,Brown County,IN,2026-03-17 20:00:00,164,4,10680,0.000374532,0.0,0.00037453,3.12e-05,0.0002,6.0,2.2,0.0,0.0,0.475
18013,Brown County,IN,2026-03-17 21:00:00,165,4,10680,0.000374532,0.0,0.000421348,0.0,0.0003,5.3,2.3,0.0,0.0,0.475
18013,Brown County,IN,2026-03-17 22:00:00,166,4,10680,0.000374532,0.0,0.000405743,0.0,0.0003,5.7,2.1,0.0,0.0,0.475
18013,Brown County,IN,2026-03-17 23:00:00,167,4,10680,0.000374532,0.0,0.000390137,0.0,0.0002,7.1,3.0,0.0,0.0,0.475
18013,Brown County,IN,2026-03-18 00:00:00,168,4,10680,0.000374532,0.0,0.000374532,0.000124844,0.0002,4.8,0.7,0.0,0.0,0.474
18013,Brown County,IN,2026-03-18 01:00:00,169,0,10680,0.0,0.0,0.00031211,0.000124844,0.0001,4.9,3.9,0.0,0.0,0.474
18013,Brown County,IN,2026-03-18 02:00:00,170,0,10680,0.0,0.0,0.000249688,0.000124844,0.0,9.3,3.6,0.0,0.0,0.474
18013,Brown County,IN,2026-03-18 03:00:00,171,0,10680,0.0,0.0,0.000187266,0.0,0.0,9.6,5.4,0.0,0.0,0.474
18013,Brown County,IN,2026-03-18 04:00:00,172,0,10680,0.0,0.0,0.000124844,0.0,0.0,10.5,6.6,0.0,0.0,0.473
18013,Brown County,IN,2026-03-18 05:00:00,173,0,10680,0.0,0.0,6.24e-05,0.0,0.0,17.1,7.7,0.0,0.0,0.473
18013,Brown County,IN,2026-03-18 06:00:00,174,0,10680,0.0,0.0,0.0,0.0,0.0,13.2,7.2,0.1,0.0,0.473
18013,Brown County,IN,2026-03-18 07:00:00,175,0,10680,0.0,0.0,0.0,0.0,0.0,15.4,5.5,0.1,0.0,0.473
18013,Brown County,IN,2026-03-18 08:00:00,176,0,10680,0.0,3.12e-05,0.0,0.0,0.0,15.6,5.4,0.0,0.0,0.472
18013,Brown County,IN,2026-03-18 09:00:00,177,1,10680,9.36e-05,6.24e-05,1.56e-05,0.0,0.0001,21.3,7.6,0.0,0.0,0.472
18013,Brown County,IN,2026-03-18 10:00:00,178,2,10680,0.000187266,6.24e-05,4.68e-05,0.0,0.0001,19.2,9.3,0.0,0.0,0.472
