timestamp_et,fipsCode,countyName,stateName,stateAbbr,in_event_window,split,severity_tier,outageCount,customersTracked,outage_pct,P_t,N_t,D_t,R_t,osi,peak_pct,peak_customers,time_to_restore_h,event_duration_h,outage_pct_lag1h,osi_lag1h,outage_pct_lag3h,osi_lag3h,outage_pct_lag6h,osi_lag6h,outage_pct_lag24h,osi_lag24h,outage_pct_lag48h,osi_lag48h,osi_target_t01h,osi_target_t03h,osi_target_t06h,osi_target_t24h,osi_target_t48h,osi_delta_t01h,osi_delta_t03h,osi_delta_t06h,osi_delta_t24h,osi_delta_t48h,gust,wind_speed_10m,wind_dir_10m,t2m,d2m,sp,mslma,blh,tp,rain,csnow,sdwe,tcc,lcc,mcc,hcc,sdswrf,direct_rad,diffuse_rad,r2,vpd,et0,soil_moist
3/11/2026 10:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,0,6531,0,0,0,0,0,0,0.113054149,737,23,168,0,0,0,0,0,0,,,,,0,0,0,0.0008,0.0004,0,0,0,0.0008,0.0004,26,12.3,209.5625,288.5793056,287.5375,971.7,1003,995,1.9,1.9,0,0,100,20,100,100,25,0,25,93,0.14,0.04,0.435
3/11/2026 11:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,0,6531,0,0,0,0,0,0,0.113054149,737,23,168,0,0,0,0,0,0,,,,,0,0,0,0.0004,0.0007,0,0,0,0.0004,0.0007,33.3,21.4,246.7430556,289.4840278,288.0611111,971.5,1002.9,1065,0.7,0.7,0,0,100,69,100,98,32,0,32,92,0.16,0.05,0.426
3/11/2026 12:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,0,6531,0,0,0,0,0,0,0.113054149,737,23,168,0,0,0,0,0,0,,,,,0,0,0,0.0003,0.0012,0,0,0,0.0003,0.0012,29.1,19.1,255.3805556,289.6654167,288.0738889,972.7,1004.1,1140,0.5,0.5,0,0,100,66,100,100,176,2,174,88,0.23,0.1,0.424
3/11/2026 13:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,0,6531,0,0,0,0,0,0,0.113054149,737,23,168,0,0,0,0,0,0,,,,,0,0,0,0.0008,0.0031,0,0,0,0.0008,0.0031,25,12.5,284.3527778,287.9694444,285.95875,973.5,1005,1045,0.2,0.2,0,0,100,36,90,100,185,9,176,84,0.3,0.12,0.419
3/11/2026 14:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,0,6531,0,0,0,0,0,0,0.113054149,737,23,168,0,0,0,0,0,0,,,,,0,0,0,0.0008,0.0078,0,0,0,0.0008,0.0078,23.5,11.3,289.0597222,284.6956944,282.60875,973.3,1004.8,875,0,0,0,0,100,100,100,100,208,0,208,76,0.46,0.15,0.437
3/11/2026 15:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,0,6526,0,0,0,0,0,0,0.113054149,737,23,168,0,0,0,0,0,0,,,,,0,0,0,0.0001,0.0191,0,0,0,0.0001,0.0191,32.4,12.7,290.5513889,279.0816667,277.4827778,973.7,1005.9,490,0.8,0.8,0,0,100,100,100,100,100,0,100,91,0.11,0.06,0.431
3/11/2026 16:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,0,6526,0,0,0,0,0,0,0.113054149,737,23,168,0,0,0,0,0,0,,,,,0,0,0,0.0002,0.0327,0,0,0,0.0002,0.0327,26.9,16.5,308.8916667,277.4554167,276.21875,974.4,1006.9,520,1.1,1.1,0,0,100,100,100,100,83,0,83,92,0.08,0.04,0.431
3/11/2026 17:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,0,6526,0,0,0,0,0,0,0.113054149,737,23,168,0,0,0,0,0,0,,,,,0,0,0,0.0004,0.0616,0,0,0,0.0004,0.0616,22.8,15.4,310.2930556,277.3181944,275.3888889,976.1,1008.9,525,0.5,0.5,0,0,100,100,100,100,68,0,68,83,0.16,0.05,0.427
3/11/2026 18:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,0,6526,0,0,0,0,0,0,0.113054149,737,23,168,0,0,0,0,0,0,,,,,0,0,0,0.0005,0.065,0,0,0,0.0005,0.065,29,17.3,313.5597222,276.3170833,274.3563889,978.1,1011.1,795,0.1,0.1,0,0,100,100,100,39,64,0,64,76,0.21,0.06,0.422
3/11/2026 19:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,0,6526,0,0,0,0,0,0,0.113054149,737,23,168,0,0,0,0,0,0,,,,,0,0,0,0.0004,0.0617,0,0,0,0.0004,0.0617,24.4,17.7,307.8736111,275.3904167,273.2618056,979.6,1012.8,955,0,0,0,0,100,100,77,100,43,0,43,72,0.22,0.06,0.418
3/11/2026 20:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,0,6526,0,0,0,0,0,0,0.113054149,737,23,168,0,0,0,0,0,0,,,,,0,0,0,0.0003,0.0661,0,0,0,0.0003,0.0661,30.1,12.5,318.4388889,274.9863889,272.4875,981.1,1014.5,935,0,0,0,0,100,100,2,85,7,0,7,72,0.2,0.05,0.412
3/11/2026 21:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,0,6526,0,0,0,0,0,0,0.113054149,737,23,168,0,0,0,0,0,0,,,,,0,0,0,0.0001,0.0704,0,0,0,0.0001,0.0704,26.8,16.7,317.0625,274.9088889,272.0847222,982.6,1016.1,995,0,0,0,0,100,83,0,100,0,0,0,70,0.22,0.04,0.41
3/11/2026 22:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,0,6526,0,0,0,0,0,0,0.113054149,737,23,168,0,0,0,0,0,0,,,,,0,0,0,0.0001,0.0734,0,0,0,0.0001,0.0734,24,12.8,320.1333333,274.6344444,271.865,984.3,1017.9,1100,0,0,0,0,100,99,2,90,0,0,0,68,0.23,0.04,0.408
3/11/2026 23:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,0,6526,0,0,0,0,0,0,0.113054149,737,23,168,0,0,0,0,0,0,,,,,0,0,0,0.0001,0.073,0,0,0,0.0001,0.073,21.9,11.8,320.6222222,274.7861111,272.345,985.5,1019.1,1150,0,0,0,0,100,100,0,100,0,0,0,71,0.2,0.04,0.406
3/12/2026 0:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,0,6526,0,0,0,0,0,0,0.113054149,737,23,168,0,0,0,0,0,0,0,0,,,0,0,0,0.0001,0.0717,0,0,0,0.0001,0.0717,24.5,11.4,331.9986111,274.9402778,272.0525,986,1019.6,1260,0.1,0,0.07,0,100,80,1,100,0,0,0,73,0.19,0.03,0.405
3/12/2026 1:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,0,6526,0,0,0,0,0,0,0.113054149,737,23,168,0,0,0,0,0,0,0,0,,,0,0,0.0001,0,0.0675,0,0,0.0001,0,0.0675,21.6,11,322.6041667,274.4744444,271.4672222,986.8,1020.5,1135,0,0,0,0,42,41,0,2,0,0,0,71,0.2,0.03,0.404
3/12/2026 2:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,0,6526,0,0,0,0,0,0,0.113054149,737,23,168,0,0,0,0,0,0,0,0,,,0,0,0.0004,0,0.0671,0,0,0.0004,0,0.0671,25.3,9.2,333.6388889,274.2508333,270.6525,987.1,1020.9,1125,0,0,0,0,100,1,0,100,0,0,0,83,0.11,0.01,0.403
3/12/2026 3:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,0,6526,0,0,0,0,0,0,0.113054149,737,23,168,0,0,0,0,0,0,0,0,,,0,0,0.0009,0,0.0669,0,0,0.0009,0,0.0669,16.5,8.7,320.3722222,273.8319444,270.11375,987.7,1021.5,1140,0,0,0,0,72,3,0,71,0,0,0,80,0.13,0.02,0.402
3/12/2026 4:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,0,6526,0,0,0,0,0,0,0.113054149,737,23,168,0,0,0,0,0,0,0,0,,,0,0.0001,0.0008,0,0.0665,0,0.0001,0.0008,0,0.0665,12.7,5.6,317.0958333,273.2179167,269.8975,987.9,1021.8,1100,0,0,0,0,3,0,0,3,0,0,0,77,0.14,0.02,0.4
3/12/2026 5:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,0,6526,0,0,0,0,0,0,0.113054149,737,23,168,0,0,0,0,0,0,0,0,,,0,0.0004,0.0004,0,0.0659,0,0.0004,0.0004,0,0.0659,8.4,2.2,260.0013889,272.5795833,270.0477778,988.4,1022.4,660,0,0,0,0,2,0,0,2,0,0,0,76,0.14,0.01,0.399
3/12/2026 6:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,0,6526,0,0,0,0,0,0,0.113054149,737,23,168,0,0,0,0,0,0,0,0,,,0.0001,0.0009,0.0003,0.0001,0.0655,0.0001,0.0009,0.0003,0.0001,0.0655,16.6,7.1,268.2,272.2004167,270.0681944,988.4,1022.5,265,0,0,0,0,5,0,0,5,0,0,0,79,0.11,0,0.399
3/12/2026 7:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,0,6526,0,0,0.000204311,0,0,0.0001,0.113054149,737,23,168,0,0,0,0,0,0,0,0,,,0.0004,0.0008,0.0008,0.0003,0.0628,0.0003,0.0007,0.0007,0.0002,0.0627,14.6,5.8,242.5625,271.9931944,270.0641667,988.8,1023,180,0,0,0,0,40,0,0,40,0,0,0,83,0.09,0,0.398
3/12/2026 8:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,4,6526,0.06,0.000612933,0.000510777,0.000102155,0,0.0004,0.113054149,737,23,168,0,0.0001,0,0,0,0,0,0,,,0.0009,0.0004,0.0008,0.0001,0.0274,0.0005,0,0.0004,-0.0003,0.027,12.9,5.9,233.7736111,272.7730556,270.8401389,989.5,1023.7,205,0,0,0,0,2,2,0,0,0,0,0,92,0.04,0,0.401
3/12/2026 9:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,10,6526,0.15,0.001532332,0.000510777,0.000357544,0,0.0009,0.113054149,737,23,168,0.06,0.0004,0,0,0,0,0,0,,,0.0008,0.0003,0.0001,0.0001,0.0242,-1.00E-04,-0.0006,-0.0008,-0.0008,0.0233,14.7,9.4,259.3611111,274.0779167,271.6866667,990.1,1024.2,275,0,0,0,0,0,0,0,0,60,35,25,87,0.08,0.01,0.4
3/12/2026 10:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,10,6526,0.15,0.001532332,0.000306466,0.000612933,0.000306466,0.0008,0.113054149,737,23,168,0.15,0.0009,0,0.0001,0,0,0,0,,,0.0004,0.0008,0.0002,0.0004,0.026,-0.0004,0,-0.0006,-0.0004,0.0252,18.1,9.8,264.0625,275.7634722,272.3180556,990.4,1024.2,540,0,0,0,0,4,0,4,0,242,174,68,72,0.19,0.07,0.399
3/12/2026 11:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,4,6526,0.06,0.000612933,0,0.000715088,0.000510777,0.0004,0.113054149,737,23,168,0.15,0.0008,0.06,0.0004,0,0,0,0,,,0.0003,0.0008,0.0004,0.0007,0.0227,-0.0001,0.0004,0,0.0003,0.0223,18.2,10.2,273.8361111,277.2916667,272.3923611,990.4,1024,755,0,0,0,0,0,0,0,0,430,332,98,63,0.29,0.14,0.397
3/12/2026 12:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,0,6526,0,0,0.000357544,0.000715088,0.000510777,0.0003,0.113054149,737,23,168,0.06,0.0004,0.15,0.0009,0,0,0,0,,,0.0008,0.0001,0.0005,0.0012,0.0162,0.0005,-0.0002,0.0002,0.0009,0.0159,21.6,14.7,277.7180556,278.6911111,271.39,989.9,1023.3,1395,0,0,0,0,11,5,7,0,598,495,103,54,0.4,0.21,0.396
3/12/2026 13:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,7,6526,0.11,0.001072633,0.000357544,0.00089386,0.000204311,0.0008,0.113054149,737,23,168,0,0.0003,0.15,0.0008,0,0.0001,0,0,,,0.0008,0.0002,0.0004,0.0031,0.0119,0,-0.0006,-0.0004,0.0023,0.0111,25.1,19.8,278.9069444,279.3077778,271.3725,989.4,1022.6,1840,0,0,0,0,50,45,15,0,677,527,150,38,0.6,0.27,0.394
3/12/2026 14:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,7,6526,0.11,0.001072633,0.000357544,0.000970477,0.000357873,0.0008,0.113054149,737,23,168,0.11,0.0008,0.06,0.0004,0.06,0.0004,0,0,,,0.0001,0.0004,0.0003,0.0078,0.0118,-0.0007,-0.0004,-0.0005,0.007,0.011,20.1,14.1,293.7902778,279.9351389,271.8251389,988.9,1022.1,1830,0,0,0,0,34,27,32,0,693,505,188,38,0.61,0.27,0.406
3/12/2026 15:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,0,6520,0,0,0,0.000715088,0.000357873,0.0001,0.113054149,737,23,168,0.11,0.0008,0,0.0003,0.15,0.0009,0,0,,,0.0002,0.0005,0.0001,0.0191,0.0116,0.0001,0.0004,0,0.019,0.0115,26.9,16.5,275.45,280.4918056,271.6805556,988.2,1021.2,2110,0,0,0,0,21,5,20,0,628,415,213,30,0.74,0.29,0.402
3/12/2026 16:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,0,6520,0,0,0.000204499,0.0004597,0.000357873,0.0002,0.113054149,737,23,168,0,0.0001,0.11,0.0008,0.15,0.0008,0,0,,,0.0004,0.0004,0.0001,0.0327,0.0114,0.0002,0.0002,-0.0001,0.0325,0.0112,21.5,12.3,287.3444444,280.955,271.0406944,988.1,1021.1,2045,0,0,0,0,12,1,0,11,687,577,110,31,0.74,0.3,0.399
3/12/2026 17:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,4,6520,0.06,0.000613497,0.000204499,0.000459794,0,0.0004,0.113054149,737,23,168,0,0.0002,0.11,0.0008,0.06,0.0004,0,0,,,0.0005,0.0003,0.0001,0.0616,0.0114,0.0001,-0.0001,-0.0003,0.0612,0.011,18.5,11.8,276.7972222,280.5045833,270.5211111,987.8,1020.8,1895,0,0,0,0,84,0,0,84,560,469,91,31,0.75,0.26,0.396
3/12/2026 18:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,4,6520,0.06,0.000613497,0.000204499,0.000562043,0,0.0005,0.113054149,737,23,168,0.06,0.0004,0,0.0001,0,0.0003,0,0,,,0.0004,0.0001,0.0001,0.065,0.011,-0.0001,-0.0004,-0.0004,0.0645,0.0105,16.8,8,274.9916667,279.675,270.3806944,987,1020,1750,0,0,0,0,100,0,0,100,379,293,86,30,0.74,0.2,0.394
3/12/2026 19:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,4,6520,0.06,0.000613497,0,0.000485521,0,0.0004,0.113054149,737,23,168,0.06,0.0005,0,0.0002,0.11,0.0008,0,0,,,0.0003,0.0001,0,0.0617,0.0112,-0.0001,-0.0003,-0.0004,0.0613,0.0108,8.6,3,271.6458333,277.7073611,270.2323611,986.8,1019.9,1530,0,0,0,0,100,0,9,100,176,105,71,35,0.63,0.11,0.393
3/12/2026 20:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,4,6520,0.06,0.000613497,0,0.000408998,0.000204499,0.0003,0.113054149,737,23,168,0.06,0.0004,0.06,0.0004,0.11,0.0008,0,0,,,0.0001,0.0001,0,0.0661,0.0097,-0.0002,-0.0002,-0.0003,0.0658,0.0094,6.9,2.2,226.25,277.2929167,270.7281944,986.4,1019.8,135,0,0,0,0,100,0,100,100,20,3,17,49,0.43,0.03,0.373
3/12/2026 21:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,0,6520,0,0,0,0.000408998,0.000204499,0.0001,0.113054149,737,23,168,0.06,0.0003,0.06,0.0005,0,0.0001,0,0,,,0.0001,0.0001,0,0.0704,0.0032,0,0,-0.0001,0.0703,0.0031,8.1,1.4,158.5722222,277.0248611,272.1233333,985.9,1019.2,95,0,0,0,0,100,0,100,100,0,0,0,50,0.42,0.02,0.373
3/12/2026 22:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,0,6520,0,0,0,0.000408998,0.000204499,0.0001,0.113054149,737,23,168,0,0.0001,0.06,0.0004,0,0.0002,0,0,,,0.0001,0,0,0.0734,0.0026,0,-0.0001,-0.0001,0.0733,0.0025,7.2,2.9,223.275,277.1756944,272.2769444,985.9,1019.2,100,0,0,0,0,100,0,100,100,0,0,0,51,0.41,0.02,0.373
3/12/2026 23:00,18009,Blackford County,Indiana,IN,FALSE,TRAIN,4,0,6520,0,0,0,0.000306748,0,0.0001,0.113054149,737,23,168,0,0.0001,0.06,0.0003,0.06,0.0004,0,0,,,0.0001,0,0,0.073,0.0024,0,-0.0001,-0.0001,0.0729,0.0023,9.5,5.3,218.2166667,278.1618056,271.745,986.5,1019.9,195,0,0,0,0,100,0,100,100,0,0,0,53,0.39,0.03,0.373
3/13/2026 0:00,18009,Blackford County,Indiana,IN,TRUE,TRAIN,4,0,6520,0,0,0,0.000204499,0,0.0001,0.113054149,737,23,168,0,0.0001,0,0.0001,0.06,0.0005,0,0,0,0,0,0,0.0001,0.0717,0.0017,-0.0001,-0.0001,0,0.0716,0.0016,9.3,5.7,189.0569444,277.92375,271.29375,986.4,1019.7,340,0.1,0.1,0,0,100,0,100,62,0,0,0,55,0.38,0.03,0.373
3/13/2026 1:00,18009,Blackford County,Indiana,IN,TRUE,TRAIN,4,0,6520,0,0,0,0.000102249,0,0,0.113054149,737,23,168,0,0.0001,0,0.0001,0.06,0.0004,0,0,0,0,0,0,0.0003,0.0675,0.001,0,0,0.0003,0.0675,0.001,12,7.7,154.3722222,277.4061111,272.1122222,984.6,1017.9,275,0,0,0,0,100,0,100,100,0,0,0,57,0.36,0.03,0.374
3/13/2026 2:00,18009,Blackford County,Indiana,IN,TRUE,TRAIN,4,0,6520,0,0,0,0,0,0,0.113054149,737,23,168,0,0,0,0.0001,0.06,0.0003,0,0,0,0,0,0,0.0001,0.0671,0.0004,0,0,0.0001,0.0671,0.0004,16.8,9.1,168.2541667,277.6018056,271.9101389,982.8,1016.1,470,0,0,0,0,100,0,99,100,0,0,0,62,0.31,0.04,0.365
3/13/2026 3:00,18009,Blackford County,Indiana,IN,TRUE,TRAIN,4,0,6520,0,0,0,0,0,0,0.113054149,737,23,168,0,0,0,0.0001,0,0.0001,0,0,0,0,0,0.0001,0.0001,0.0669,0.0004,0,0.0001,0.0001,0.0669,0.0004,21.3,13.1,181.8652778,278.2409722,271.4022222,981.4,1014.6,845,0,0,0,0,100,0,100,100,0,0,0,58,0.36,0.05,0.365
3/13/2026 4:00,18009,Blackford County,Indiana,IN,TRUE,TRAIN,4,0,6520,0,0,0,0,0,0,0.113054149,737,23,168,0,0,0,0,0,0.0001,0,0,0,0,0,0.0003,0.0004,0.0665,0.0004,0,0.0003,0.0004,0.0665,0.0004,28.4,14.4,192.8041667,278.7861111,270.4951389,979.9,1012.9,1160,0,0,0,0,100,0,100,100,0,0,0,53,0.41,0.07,0.365
3/13/2026 5:00,18009,Blackford County,Indiana,IN,TRUE,TRAIN,4,0,6520,0,0,0,0,0,0,0.113054149,737,23,168,0,0,0,0,0,0.0001,0,0,0,0,0.0001,0.0001,0.0007,0.0659,0.0004,0.0001,0.0001,0.0007,0.0659,0.0004,28.9,19.6,189.6611111,278.8936111,269.7955556,978.4,1011.4,1260,0.1,0.1,0,0,100,0,100,100,0,0,0,49,0.45,0.09,0.365
3/13/2026 6:00,18009,Blackford County,Indiana,IN,TRUE,TRAIN,4,0,6520,0,0,0.000204499,0,0,0.0001,0.113054149,737,23,168,0,0,0,0,0,0.0001,0,0,0,0,0.0003,0.0001,0.0012,0.0655,0.0004,0.0002,0,0.0011,0.0654,0.0003,29.7,20.1,184.8263889,279.1570833,269.6341667,976,1008.9,1355,0.2,0.1,0.07,0,100,0,83,100,0,0,0,47,0.48,0.1,0.366
3/13/2026 7:00,18009,Blackford County,Indiana,IN,TRUE,TRAIN,4,4,6520,0.06,0.000613497,0.000204499,0.000102249,0.000204499,0.0003,0.113054149,737,23,168,0,0.0001,0,0,0,0,0,0.0001,0,0,0.0001,0.0004,0.0031,0.0628,0.0004,-0.0002,0.0001,0.0028,0.0625,0.0001,37.5,21.3,197.2847222,279.2429167,269.5477778,975.3,1008.2,1360,0.3,0.1,0.14,0,100,0,94,100,0,0,0,48,0.47,0.1,0.367
3/13/2026 8:00,18009,Blackford County,Indiana,IN,TRUE,TRAIN,4,0,6520,0,0,0.000204499,0.000102249,0.000204499,0.0001,0.113054149,737,23,168,0.06,0.0003,0,0,0,0,0.06,0.0004,0,0,0.0001,0.0007,0.0078,0.0274,0.0004,0,0.0006,0.0077,0.0273,0.0003,37.9,26.8,209.1055556,279.8552778,270.0476389,971.3,1003.9,1225,0,0,0,0,100,0,100,48,0,0,0,42,0.56,0.13,0.372
3/13/2026 9:00,18009,Blackford County,Indiana,IN,TRUE,TRAIN,4,0,6520,0,0,0.000204499,0.000102249,0.000204499,0.0001,0.113054149,737,23,168,0,0.0001,0,0.0001,0,0,0.15,0.0009,0,0,0.0004,0.0012,0.0191,0.0242,0.0004,0.0003,0.0011,0.019,0.0241,0.0003,47.9,24.3,223.7166667,281.0570833,271.3930556,970.3,1002.8,1100,0,0,0,0,97,0,96,9,14,0,14,45,0.54,0.14,0.373
3/13/2026 10:00,18009,Blackford County,Indiana,IN,TRUE,TRAIN,4,4,6520,0.06,0.000613497,0.000357873,0.000204499,0,0.0004,0.113054149,737,23,168,0,0.0001,0.06,0.0003,0,0,0.15,0.0008,0,0,0.0007,0.0031,0.0327,0.026,0.0004,0.0003,0.0027,0.0323,0.0256,0,58.9,36.6,231.8583333,282.9184722,273.2459722,970.9,1003.4,1435,0,0,0,0,0,0,0,0,125,21,104,47,0.55,0.15,0.373
3/13/2026 11:00,18009,Blackford County,Indiana,IN,TRUE,TRAIN,4,7,6520,0.11,0.00107362,0.000460123,0.000383436,0,0.0007,0.113054149,737,23,168,0.06,0.0004,0,0.0001,0,0,0.06,0.0004,0,0,0.0012,0.0078,0.0616,0.0227,0.0001,0.0005,0.0071,0.0609,0.022,-0.0006,56.3,39.5,251.3277778,284.3870833,274.3447222,969.8,1002,1800,0,0,0,0,0,0,0,0,431,345,86,46,0.64,0.22,0.373
3/13/2026 12:00,18009,Blackford County,Indiana,IN,TRUE,TRAIN,4,9,6520,0.14,0.001380368,0.001380368,0.000613497,0,0.0012,0.113054149,737,23,168,0.11,0.0007,0,0.0001,0,0.0001,0,0.0003,0,0,0.0031,0.0191,0.065,0.0162,0.0007,0.0019,0.0179,0.0638,0.015,-0.0005,60.6,40.4,258.2291667,285.6544444,274.2170833,969.3,1001.3,2335,0,0,0,0,17,0,0,17,600,507,93,43,0.76,0.29,0.372
3/13/2026 13:00,18009,Blackford County,Indiana,IN,TRUE,TRAIN,4,31,6520,0.48,0.004754601,0.002607362,0.001303681,0,0.0031,0.113054149,737,23,168,0.14,0.0012,0.06,0.0004,0.06,0.0003,0.11,0.0008,0,0,0.0078,0.0327,0.0617,0.0119,0.0035,0.0047,0.0296,0.0586,0.0088,0.0004,56.7,43.2,264.125,285.2543056,271.4211111,969.7,1001.5,3070,0,0,0,0,45,20,34,14,720,625,95,33,0.98,0.37,0.371
