target_fips,neighbor_fips,rank,distance_km,weight,target_fold,neighbor_fold,neighbor_is_test,same_outer_fold
18013,18005,2,28.430280686069,0.125,1.0,,True,False
18013,18081,3,34.40041768034775,0.125,1.0,,True,False
18013,18071,4,36.15281395295127,0.125,1.0,0.0,False,False
18013,18109,5,36.88461005467743,0.125,1.0,2.0,False,False
18013,18093,6,45.24758928482967,0.125,1.0,1.0,False,True
18013,18145,7,52.22870546352064,0.125,1.0,4.0,False,False
18013,18119,8,54.11872536625167,0.125,1.0,,True,False
18015,18017,1,27.03451109608436,0.125,,,True,False
18015,18181,2,31.515140527649738,0.125,,2.0,False,False
18015,18023,3,32.14854594004404,0.125,,3.0,False,False
18015,18157,4,35.33416954681962,0.125,,1.0,False,False
18015,18067,5,39.31663061532543,0.125,,2.0,False,False
18015,18103,6,48.39110728626985,0.125,,0.0,False,False
18015,18131,7,52.295100924222425,0.125,,4.0,False,False
18015,18159,8,52.77829420835615,0.125,,0.0,False,False
18017,18103,1,25.356750202845923,0.125,,0.0,False,False
18017,18015,2,27.03451109608436,0.125,,,True,False
18017,18049,3,32.492719493882106,0.125,,,True,False
18017,18067,4,36.44751358275324,0.125,,2.0,False,False
18017,18131,5,43.03271726658666,0.125,,4.0,False,False
18017,18181,6,43.768152745336224,0.125,,2.0,False,False
18017,18169,7,47.3954682605174,0.125,,3.0,False,False
18017,18023,8,52.280463445445065,0.125,,3.0,False,False
18019,18143,1,23.367767788756034,0.125,,2.0,False,False
18019,18043,2,24.708789754255587,0.125,,4.0,False,False
18019,18175,3,37.20791965621623,0.125,,4.0,False,False
18019,18077,4,41.49582971304532,0.125,,2.0,False,False
18019,18061,5,47.176035455898,0.125,,3.0,False,False
18019,18071,6,55.66305373589794,0.125,,0.0,False,False
18019,18079,7,58.18389285729026,0.125,,,True,False
18019,18025,8,68.0654943716493,0.125,,2.0,False,False
18021,18167,1,23.92849304793916,0.125,,3.0,False,False
18021,18119,2,25.516895504846282,0.125,,,True,False
18021,18133,3,38.2658799482554,0.125,,4.0,False,False
18021,18055,4,41.78632517183786,0.125,,,True,False
18021,18153,5,42.48325442986673,0.125,,3.0,False,False
18021,18121,6,43.04749452959037,0.125,,1.0,False,False
18021,18105,7,57.16331471330102,0.125,,3.0,False,False
18021,18109,8,58.343733944285894,0.125,,2.0,False,False
18023,18011,1,27.904310701991896,0.125,3.0,,True,False
18023,18015,2,32.14854594004404,0.125,3.0,,True,False
18023,18159,3,35.91062899664312,0.125,3.0,0.0,False,False
18023,18067,4,36.46014182697357,0.125,3.0,2.0,False,False
18023,18157,5,36.79255424433345,0.125,3.0,1.0,False,False
18023,18057,6,44.066776713279445,0.125,3.0,,True,False
18023,18107,7,45.893276412706804,0.125,3.0,1.0,False,False
18023,18017,8,52.280463445445065,0.125,3.0,,True,False
18025,18117,1,27.999648785893008,0.125,2.0,4.0,False,False
18025,18123,2,28.70500290087848,0.125,2.0,3.0,False,False
18025,18061,3,31.6274385227328,0.125,2.0,3.0,False,False
18025,18037,4,38.191368990167305,0.125,2.0,3.0,False,False
18025,18175,5,45.61456198627574,0.125,2.0,4.0,False,False
18025,18043,6,47.641248408124575,0.125,2.0,4.0,False,False
18025,18101,7,55.42322433049729,0.125,2.0,4.0,False,False
18025,18147,8,57.617566364744604,0.125,2.0,0.0,False,False
18027,18101,1,23.350424249719495,0.125,2.0,4.0,False,False
18027,18083,2,30.055382282727784,0.125,2.0,2.0,False,True
18027,18125,3,36.517007358262276,0.125,2.0,0.0,False,False
18027,18055,4,38.342816105436306,0.125,2.0,,True,False
18027,18037,5,41.14809149198065,0.125,2.0,3.0,False,False
18027,18153,6,52.19787375535257,0.125,2.0,3.0,False,False
18027,18117,7,53.21245491292859,0.125,2.0,4.0,False,False
18027,18093,8,53.31859131549483,0.125,2.0,1.0,False,False
18029,18115,1,21.717110934444207,0.125,1.0,,True,False
18029,18137,2,25.370020010689274,0.125,1.0,0.0,False,False
18029,18047,3,30.888492641401566,0.125,1.0,4.0,False,False
18029,18155,4,35.90696334756315,0.125,1.0,4.0,False,False
18029,39061,5,37.54464906616558,0.125,1.0,2.0,False,False
18029,39017,6,47.28177151332793,0.125,1.0,1.0,False,True
18029,18031,7,48.901820746175,0.125,1.0,,True,False
18029,18161,8,53.556316234728605,0.125,1.0,0.0,False,False
18031,18137,1,30.590124917079986,0.125,,0.0,False,False
18031,18145,2,34.689924226202855,0.125,,4.0,False,False
18031,18139,3,34.93722931295164,0.125,,2.0,False,False
18031,18005,4,35.93058606801749,0.125,,,True,False
18031,18079,5,36.16298517117903,0.125,,,True,False
18031,18047,6,39.76687433217077,0.125,,4.0,False,False
18031,18041,7,46.25409105324308,0.125,,2.0,False,False
18031,18029,8,48.901820746175,0.125,,1.0,False,False
18033,18151,1,27.387713955445506,0.125,1.0,1.0,False,True
18033,18003,2,34.576937595835794,0.125,1.0,,True,False
18033,18113,3,34.89100602160639,0.125,1.0,1.0,False,True
18033,39171,4,38.71761057608771,0.125,1.0,3.0,False,False
18033,39039,5,43.22284495674234,0.125,1.0,1.0,False,True
18033,18087,6,44.82084233490432,0.125,1.0,2.0,False,False
18033,39125,7,46.9365398569844,0.125,1.0,1.0,False,True
18033,18183,8,51.12180158883117,0.125,1.0,1.0,False,True
18035,18009,1,28.028039976552968,0.125,1.0,0.0,False,False
18035,18095,2,28.35252980552546,0.125,1.0,0.0,False,False
18035,18065,3,32.96936873442277,0.125,1.0,3.0,False,False
18035,18135,4,33.65406679793628,0.125,1.0,0.0,False,False
18035,18053,5,38.79454931519274,0.125,1.0,,True,False
18035,18075,6,40.58844236279945,0.125,1.0,,True,False
18035,18177,7,52.1089034433784,0.125,1.0,1.0,False,True
18035,18059,8,55.178761066263306,0.125,1.0,3.0,False,False
18037,18125,1,30.955584734232858,0.125,3.0,0.0,False,False
18037,18123,2,38.04802212882964,0.125,3.0,3.0,False,True
18037,18025,3,38.191368990167305,0.125,3.0,2.0,False,False
18037,18101,4,38.79563801550785,0.125,3.0,4.0,False,False
18037,18117,5,38.88121770867058,0.125,3.0,4.0,False,False
18037,18147,6,40.502398856502914,0.125,3.0,0.0,False,False
18037,18027,7,41.14809149198065,0.125,3.0,2.0,False,False
18037,18173,8,45.71291042559736,0.125,3.0,3.0,False,True
18039,18141,1,35.90683390590714,0.125,4.0,4.0,False,True
18039,18087,2,36.27825449908701,0.125,4.0,2.0,False,False
18039,18085,3,39.285575794216925,0.125,4.0,3.0,False,False
18039,18113,4,42.888332053095816,0.125,4.0,1.0,False,False
18039,18099,5,45.23006425446902,0.125,4.0,3.0,False,False
18039,18183,6,58.85394082178965,0.125,4.0,1.0,False,False
18039,18049,7,69.92077804482041,0.125,4.0,,True,False
18039,18151,8,71.49971585645493,0.125,4.0,1.0,False,False
18041,18161,1,21.77805213918014,0.125,2.0,0.0,False,False
18041,18139,2,24.68966212332218,0.125,2.0,2.0,False,True
18041,18047,3,27.032110932301038,0.125,2.0,4.0,False,False
18041,18177,4,28.8148265311797,0.125,2.0,1.0,False,False
18041,18065,5,37.313979094531874,0.125,2.0,3.0,False,False
18041,18031,6,46.25409105324308,0.125,2.0,,True,False
18041,39135,7,46.782414509969094,0.125,2.0,0.0,False,False
18041,18145,8,54.11573880277754,0.125,2.0,4.0,False,False
18043,18061,1,22.573399931978905,0.125,4.0,3.0,False,False
18043,18019,2,24.708789754255587,0.125,4.0,,True,False
18043,18175,3,35.66851931599979,0.125,4.0,4.0,False,True
18043,18143,4,42.964685376750516,0.125,4.0,2.0,False,False
18043,18025,5,47.641248408124575,0.125,4.0,2.0,False,False
18043,18117,6,56.89934914780717,0.125,4.0,4.0,False,True
18043,18077,7,65.938699796182,0.125,4.0,2.0,False,False
18043,18071,8,66.25346761832374,0.125,4.0,0.0,False,False
18045,18171,1,26.85044753719141,0.125,3.0,0.0,False,False
18045,18107,2,30.98008238495988,0.125,3.0,1.0,False,False
18045,18165,3,35.21568664170695,0.125,3.0,4.0,False,False
18045,18121,4,38.73710866594265,0.125,3.0,1.0,False,False
18045,18157,5,41.918894025647184,0.125,3.0,1.0,False,False
18045,18007,6,54.289759859495014,0.125,3.0,,True,False
18045,18133,7,60.842069464644624,0.125,3.0,4.0,False,False
18045,18011,8,66.23859748139714,0.125,3.0,,True,False
18047,18161,1,26.14185754473176,0.125,4.0,0.0,False,False
18047,18041,2,27.032110932301038,0.125,4.0,2.0,False,False
18047,18029,3,30.888492641401566,0.125,4.0,1.0,False,False
18047,18137,4,38.75226709013554,0.125,4.0,0.0,False,False
18047,18031,5,39.76687433217077,0.125,4.0,,True,False
18047,18139,6,41.593375129378636,0.125,4.0,2.0,False,False
18047,39017,7,41.72405076512375,0.125,4.0,1.0,False,False
18047,18177,8,50.179233987945075,0.125,4.0,1.0,False,False
18049,18099,1,30.91259929214413,0.125,,3.0,False,False
18049,18017,2,32.492719493882106,0.125,,,True,False
18049,18103,3,35.90673135060816,0.125,,0.0,False,False
18049,18131,4,36.51009247537173,0.125,,4.0,False,False
18049,18085,5,40.230424298668844,0.125,,3.0,False,False
18049,18149,6,41.36896118119281,0.125,,3.0,False,False
18049,18169,7,45.349740347146216,0.125,,3.0,False,False
18049,18015,8,57.44643811023198,0.125,,,True,False
18051,18163,1,31.846416165196093,0.125,1.0,4.0,False,False
18051,18125,2,32.214927755652575,0.125,1.0,0.0,False,False
18051,18173,3,36.632029335509145,0.125,1.0,3.0,False,False
18051,18129,4,40.68671790931479,0.125,1.0,4.0,False,False
18051,18083,5,44.388220353473045,0.125,1.0,2.0,False,False
18051,18147,6,60.32358132031031,0.125,1.0,0.0,False,False
18051,18037,7,61.747304770469924,0.125,1.0,3.0,False,False
18051,18027,8,62.249876989971355,0.125,1.0,2.0,False,False
18053,18009,1,28.298461363041774,0.125,,0.0,False,False
18053,18069,2,37.56717574207929,0.125,,0.0,False,False
18053,18169,3,38.51548015682662,0.125,,3.0,False,False
18053,18035,4,38.79454931519274,0.125,,1.0,False,False
18053,18067,5,39.24438584921208,0.125,,2.0,False,False
18053,18095,6,39.75303795139929,0.125,,0.0,False,False
18053,18159,7,40.581155854904665,0.125,,0.0,False,False
18053,18103,8,43.361880934233064,0.125,,0.0,False,False
18055,18119,1,32.561834179380746,0.125,,,True,False
18055,18027,2,38.342816105436306,0.125,,2.0,False,False
18055,18101,3,39.021537059856016,0.125,,4.0,False,False
18055,18153,4,39.50867870943927,0.125,,3.0,False,False
18055,18105,5,40.32524525127472,0.125,,3.0,False,False
18055,18021,6,41.78632517183786,0.125,,,True,False
18055,18093,7,46.73931262078502,0.125,,1.0,False,False
18055,18083,8,55.227924570433004,0.125,,2.0,False,False
18057,18159,1,26.564506025777106,0.125,,0.0,False,False
18057,18095,2,29.971125671576093,0.125,,0.0,False,False
18057,18097,3,33.1750585745307,0.125,,1.0,False,False
18057,18011,4,35.54455626636621,0.125,,,True,False
18057,18059,5,36.488883637203564,0.125,,3.0,False,False
18057,18023,6,44.066776713279445,0.125,,3.0,False,False
18057,18067,7,46.04366594847111,0.125,,2.0,False,False
18057,18063,8,51.581474990164644,0.125,,,True,False
18059,18097,1,31.543593469174596,0.125,3.0,1.0,False,False
18059,18145,2,33.385378999982336,0.125,3.0,4.0,False,False
18059,18065,3,34.30359023251118,0.125,3.0,3.0,False,True
18059,18139,4,34.69502891563513,0.125,3.0,2.0,False,False
18059,18057,5,36.488883637203564,0.125,3.0,,True,False
18059,18095,6,37.88442980521139,0.125,3.0,0.0,False,False
18059,18081,7,46.5494416972052,0.125,3.0,,True,False
18059,18041,8,54.775685752162715,0.125,3.0,2.0,False,False
18061,18043,1,22.573399931978905,0.125,3.0,4.0,False,False
18061,18025,2,31.6274385227328,0.125,3.0,2.0,False,False
18061,18175,3,45.01480529811608,0.125,3.0,4.0,False,False
18061,18019,4,47.176035455898,0.125,3.0,,True,False
18061,18123,5,47.821134649562836,0.125,3.0,3.0,False,True
18061,18117,6,51.03830057155181,0.125,3.0,4.0,False,False
18061,18143,7,63.02330743262165,0.125,3.0,2.0,False,False
18061,18037,8,69.66576983215774,0.125,3.0,3.0,False,True
18063,18133,1,30.865421618246565,0.125,,4.0,False,False
18063,18011,2,31.47690116921493,0.125,,,True,False
18063,18097,3,31.78529591146546,0.125,,1.0,False,False
18063,18109,4,32.48700608243851,0.125,,2.0,False,False
18063,18107,5,44.45602080710134,0.125,,1.0,False,False
18063,18081,6,46.78974910304445,0.125,,,True,False
18063,18057,7,51.581474990164644,0.125,,,True,False
18063,18119,8,58.02492932434913,0.125,,,True,False
18065,18035,1,32.96936873442277,0.125,3.0,1.0,False,False
18065,18177,2,33.79289240717317,0.125,3.0,1.0,False,False
18065,18059,3,34.30359023251118,0.125,3.0,3.0,False,True
18065,18139,4,35.0975289869025,0.125,3.0,2.0,False,False
18065,18041,5,37.313979094531874,0.125,3.0,2.0,False,False
18065,18095,6,37.603310345026856,0.125,3.0,0.0,False,False
18065,18135,7,41.33948253929647,0.125,3.0,0.0,False,False
18065,18161,8,52.68846654650882,0.125,3.0,0.0,False,False
18067,18159,1,19.925590788764545,0.125,2.0,0.0,False,False
18067,18103,2,32.36458187858691,0.125,2.0,0.0,False,False
18067,18017,3,36.44751358275324,0.125,2.0,,True,False
18067,18023,4,36.46014182697357,0.125,2.0,3.0,False,False
18067,18053,5,39.24438584921208,0.125,2.0,,True,False
18067,18015,6,39.31663061532543,0.125,2.0,,True,False
18067,18057,7,46.04366594847111,0.125,2.0,,True,False
18067,18169,8,48.61454444130041,0.125,2.0,3.0,False,False
18069,18179,1,25.07359104159933,0.125,0.0,0.0,False,True
18069,18169,2,25.80045129794221,0.125,0.0,3.0,False,False
18069,18183,3,34.53367636395819,0.125,0.0,1.0,False,False
18069,18053,4,37.56717574207929,0.125,0.0,,True,False
18069,18009,5,41.87212708568601,0.125,0.0,0.0,False,True
18069,18003,6,45.826836008279,0.125,0.0,,True,False
18069,18001,7,47.3500289603815,0.125,0.0,,True,False
18069,18103,8,47.35145804780489,0.125,0.0,0.0,False,True
18071,18175,1,34.572254315216085,0.125,0.0,4.0,False,False
18071,18143,2,35.185760698651386,0.125,0.0,2.0,False,False
18071,18005,3,35.42606713138502,0.125,0.0,,True,False
18071,18013,4,36.15281395295127,0.125,0.0,1.0,False,False
18071,18079,5,36.81311503359763,0.125,0.0,,True,False
18071,18093,6,39.267373195127796,0.125,0.0,1.0,False,False
18071,18105,7,50.58977490119627,0.125,0.0,3.0,False,False
18071,18077,8,53.58843099855868,0.125,0.0,2.0,False,False
18073,18111,1,24.761321723758808,0.125,2.0,2.0,False,True
18073,18131,2,35.06556599863182,0.125,2.0,4.0,False,False
18073,18181,3,36.96866576031918,0.125,2.0,2.0,False,True
18073,18149,4,48.59020001375771,0.125,2.0,3.0,False,False
18073,18127,5,48.82005626314239,0.125,2.0,2.0,False,True
18073,18089,6,48.97852283898197,0.125,2.0,4.0,False,False
18073,18007,7,49.14670234178198,0.125,2.0,,True,False
18073,18091,8,66.10659408209824,0.125,2.0,0.0,False,False
18075,18009,1,27.285809554558934,0.125,,0.0,False,False
18075,18135,2,31.182847622247703,0.125,,0.0,False,False
18075,39107,3,33.79136542376921,0.125,,3.0,False,False
18075,18001,4,34.697686381578066,0.125,,,True,False
18075,18179,5,37.133940115111464,0.125,,0.0,False,False
18075,18035,6,40.58844236279945,0.125,,1.0,False,False
18075,39037,7,47.139811659529734,0.125,,0.0,False,False
18075,18053,8,55.57975976025263,0.125,,,True,False
18077,18079,1,28.640209810669155,0.125,2.0,,True,False
18077,18143,2,29.038718189788007,0.125,2.0,2.0,False,True
18077,18155,3,35.079278762770116,0.125,2.0,4.0,False,False
18077,18137,4,38.459408981371695,0.125,2.0,0.0,False,False
18077,18019,5,41.49582971304532,0.125,2.0,,True,False
18077,18115,6,44.8803165893994,0.125,2.0,,True,False
18077,18071,7,53.58843099855868,0.125,2.0,0.0,False,False
18077,18029,8,56.70607513312827,0.125,2.0,1.0,False,False
18079,18077,1,28.640209810669155,0.125,,2.0,False,False
18079,18005,2,32.88310887505384,0.125,,,True,False
18079,18137,3,33.72686033695731,0.125,,0.0,False,False
18079,18031,4,36.16298517117903,0.125,,,True,False
18079,18143,5,36.17748326351182,0.125,,2.0,False,False
18079,18071,6,36.81311503359763,0.125,,0.0,False,False
18079,18155,7,54.55208477458265,0.125,,4.0,False,False
18079,18013,8,56.26558088994993,0.125,,1.0,False,False
18081,18145,1,26.849867148467215,0.125,,4.0,False,False
18081,18109,2,29.579208719053266,0.125,,2.0,False,False
18081,18097,3,32.587500182717825,0.125,,1.0,False,False
18081,18013,4,34.40041768034775,0.125,,1.0,False,False
18081,18005,5,36.12429858567877,0.125,,,True,False
18081,18059,6,46.5494416972052,0.125,,3.0,False,False
18081,18063,7,46.78974910304445,0.125,,,True,False
18081,18105,8,51.49923342527461,0.125,,3.0,False,False
18083,18027,1,30.055382282727784,0.125,2.0,2.0,False,True
18083,18125,2,36.09848648401829,0.125,2.0,0.0,False,False
18083,18051,3,44.388220353473045,0.125,2.0,1.0,False,False
18083,18153,4,44.4456477400292,0.125,2.0,3.0,False,False
18083,18101,5,53.40338441340816,0.125,2.0,4.0,False,False
18083,18055,6,55.227924570433004,0.125,2.0,,True,False
18083,18037,7,59.12931732771178,0.125,2.0,3.0,False,False
18083,18173,8,67.57939744393228,0.125,2.0,3.0,False,False
18085,18183,1,31.943655544909845,0.125,3.0,1.0,False,False
18085,18099,2,34.70081502075421,0.125,3.0,3.0,False,True
18085,18039,3,39.285575794216925,0.125,3.0,4.0,False,False
18085,18049,4,40.230424298668844,0.125,3.0,,True,False
18085,18113,5,40.811735776682696,0.125,3.0,1.0,False,False
18085,18169,6,44.65186580742035,0.125,3.0,3.0,False,True
18085,18141,7,54.73852813425046,0.125,3.0,4.0,False,False
18085,18103,8,54.99478124836372,0.125,3.0,0.0,False,False
18087,18113,1,27.1532901572243,0.125,2.0,1.0,False,False
18087,18151,2,35.37403525822604,0.125,2.0,1.0,False,False
18087,18039,3,36.27825449908701,0.125,2.0,4.0,False,False
18087,18033,4,44.82084233490432,0.125,2.0,1.0,False,False
18087,18183,5,56.34823802265035,0.125,2.0,1.0,False,False
18087,18085,6,57.22150606586977,0.125,2.0,3.0,False,False
18087,18003,7,68.32734851981397,0.125,2.0,,True,False
18087,39171,8,70.30357893742617,0.125,2.0,3.0,False,False
18089,18127,1,26.687806449453227,0.125,4.0,2.0,False,False
18089,18073,2,48.97852283898197,0.125,4.0,2.0,False,False
18089,18111,3,51.13347533941619,0.125,4.0,2.0,False,False
18089,18091,4,55.388185608412414,0.125,4.0,0.0,False,False
18089,18149,5,63.063829285399876,0.125,4.0,3.0,False,False
18089,18131,6,70.62010651059286,0.125,4.0,4.0,False,True
18089,18181,7,85.74297053135314,0.125,4.0,2.0,False,False
18089,18007,8,90.1860322236992,0.125,4.0,,True,False
18091,18127,1,28.858859506370575,0.125,0.0,2.0,False,False
18091,18149,2,30.453269846876985,0.125,0.0,3.0,False,False
18091,18141,3,38.261897763145754,0.125,0.0,4.0,False,False
18091,18099,4,46.82982962196496,0.125,0.0,3.0,False,False
18091,18089,5,55.388185608412414,0.125,0.0,4.0,False,False
18091,18131,6,56.158508382148156,0.125,0.0,4.0,False,False
18091,18073,7,66.10659408209824,0.125,0.0,2.0,False,False
18091,18049,8,68.28371649315442,0.125,0.0,,True,False
18093,18101,1,31.42401934715129,0.125,1.0,4.0,False,False
18093,18117,2,33.30728959800508,0.125,1.0,4.0,False,False
18093,18105,3,35.71421589681173,0.125,1.0,3.0,False,False
18093,18071,4,39.267373195127796,0.125,1.0,0.0,False,False
18093,18175,5,42.37093104903566,0.125,1.0,4.0,False,False
18093,18013,6,45.24758928482967,0.125,1.0,1.0,False,True
18093,18055,7,46.73931262078502,0.125,1.0,,True,False
18093,18027,8,53.31859131549483,0.125,1.0,2.0,False,False
18095,18035,1,28.35252980552546,0.125,0.0,1.0,False,False
18095,18057,2,29.971125671576093,0.125,0.0,,True,False
18095,18159,3,32.76712468121288,0.125,0.0,0.0,False,True
18095,18065,4,37.603310345026856,0.125,0.0,3.0,False,False
18095,18059,5,37.88442980521139,0.125,0.0,3.0,False,False
18095,18053,6,39.75303795139929,0.125,0.0,,True,False
18095,18009,7,48.17987333622504,0.125,0.0,0.0,False,True
18095,18067,8,49.16654497304033,0.125,0.0,2.0,False,False
18097,18059,1,31.543593469174596,0.125,1.0,3.0,False,False
18097,18063,2,31.78529591146546,0.125,1.0,,True,False
18097,18081,3,32.587500182717825,0.125,1.0,,True,False
18097,18057,4,33.1750585745307,0.125,1.0,,True,False
18097,18011,5,41.104098564252176,0.125,1.0,,True,False
18097,18145,6,41.2736271827247,0.125,1.0,4.0,False,False
18097,18109,7,42.524677390671094,0.125,1.0,2.0,False,False
18097,18095,8,55.32819695752071,0.125,1.0,0.0,False,False
18099,18049,1,30.91259929214413,0.125,3.0,,True,False
18099,18141,2,32.519391501681795,0.125,3.0,4.0,False,False
18099,18149,3,32.61280345250022,0.125,3.0,3.0,False,True
18099,18085,4,34.70081502075421,0.125,3.0,3.0,False,True
18099,18039,5,45.23006425446902,0.125,3.0,4.0,False,False
18099,18091,6,46.82982962196496,0.125,3.0,0.0,False,False
18099,18131,7,48.259404922607736,0.125,3.0,4.0,False,False
18099,18017,8,63.055062939098846,0.125,3.0,,True,False
18101,18027,1,23.350424249719495,0.125,4.0,2.0,False,False
18101,18093,2,31.42401934715129,0.125,4.0,1.0,False,False
18101,18117,3,32.51815465312085,0.125,4.0,4.0,False,True
18101,18037,4,38.79563801550785,0.125,4.0,3.0,False,False
18101,18055,5,39.021537059856016,0.125,4.0,,True,False
18101,18125,6,50.73829947969753,0.125,4.0,0.0,False,False
18101,18083,7,53.40338441340816,0.125,4.0,2.0,False,False
18101,18025,8,55.42322433049729,0.125,4.0,2.0,False,False
18103,18169,1,22.768963736191395,0.125,0.0,3.0,False,False
18103,18017,2,25.356750202845923,0.125,0.0,,True,False
18103,18067,3,32.36458187858691,0.125,0.0,2.0,False,False
18103,18049,4,35.90673135060816,0.125,0.0,,True,False
18103,18053,5,43.361880934233064,0.125,0.0,,True,False
18103,18069,6,47.35145804780489,0.125,0.0,0.0,False,True
18103,18015,7,48.39110728626985,0.125,0.0,,True,False
18103,18159,8,50.94170710421829,0.125,0.0,0.0,False,True
18105,18013,1,25.788707143140424,0.125,3.0,1.0,False,False
18105,18119,2,31.926910858152095,0.125,3.0,,True,False
18105,18093,3,35.71421589681173,0.125,3.0,1.0,False,False
18105,18109,4,36.25768351818835,0.125,3.0,2.0,False,False
18105,18055,5,40.32524525127472,0.125,3.0,,True,False
18105,18071,6,50.58977490119627,0.125,3.0,0.0,False,False
18105,18081,7,51.49923342527461,0.125,3.0,,True,False
18105,18005,8,54.13509692921104,0.125,3.0,,True,False
18107,18045,1,30.98008238495988,0.125,1.0,3.0,False,False
18107,18011,2,36.16188300962121,0.125,1.0,,True,False
18107,18157,3,38.71818652702045,0.125,1.0,1.0,False,True
18107,18121,4,39.91097761169257,0.125,1.0,1.0,False,True
18107,18133,5,41.80190721526538,0.125,1.0,4.0,False,False
18107,18063,6,44.45602080710134,0.125,1.0,,True,False
18107,18023,7,45.893276412706804,0.125,1.0,3.0,False,False
18107,18171,8,51.8470006233472,0.125,1.0,0.0,False,False
18109,18081,1,29.579208719053266,0.125,2.0,,True,False
18109,18063,2,32.48700608243851,0.125,2.0,,True,False
18109,18105,3,36.25768351818835,0.125,2.0,3.0,False,False
18109,18013,4,36.88461005467743,0.125,2.0,1.0,False,False
18109,18119,5,38.504289949905946,0.125,2.0,,True,False
18109,18133,6,39.88219098442194,0.125,2.0,4.0,False,False
18109,18097,7,42.524677390671094,0.125,2.0,1.0,False,False
18109,18005,8,56.24841837530707,0.125,2.0,,True,False
18111,18073,1,24.761321723758808,0.125,2.0,2.0,False,True
18111,18007,2,39.5517200564769,0.125,2.0,,True,False
18111,18181,3,50.2746609693996,0.125,2.0,2.0,False,True
18111,18089,4,51.13347533941619,0.125,2.0,4.0,False,False
18111,18131,5,59.402089777902596,0.125,2.0,4.0,False,False
18111,18127,6,62.54343175728681,0.125,2.0,2.0,False,True
18111,18171,7,67.82038473040139,0.125,2.0,0.0,False,False
18111,18149,8,72.46221124257781,0.125,2.0,3.0,False,False
18113,18087,1,27.1532901572243,0.125,1.0,2.0,False,False
18113,18183,2,29.741223873166806,0.125,1.0,1.0,False,True
18113,18033,3,34.89100602160639,0.125,1.0,1.0,False,True
18113,18085,4,40.811735776682696,0.125,1.0,3.0,False,False
18113,18039,5,42.888332053095816,0.125,1.0,4.0,False,False
18113,18151,6,44.123693421908875,0.125,1.0,1.0,False,True
18113,18003,7,45.078982951736535,0.125,1.0,,True,False
18113,18069,8,63.60197310060883,0.125,1.0,0.0,False,False
18115,18155,1,15.120898871948883,0.125,,4.0,False,False
