cv_seed,fipsCode,countyName,stateAbbr,fold,hour_idx,horizon,target_hour,target_day,truth,T,S,osi,P_t,N_t,D_t,R_t,outageCount,customersTracked,gust,tp,soil_moist,eT,eS,T_sse,S_sse,direction,common_score,P_pred,P_true,e_P,N_pred,N_true,e_N,D_pred,D_true,e_D,R_pred,R_true,e_R,e_remainder
42,18013,Brown County,IN,1,88,1,89,3,0.0,0.0020413816876080604,,0.0,0.0,0.0,0.0,0.0,0,10680,12.8,0.0,0.432,0.0020413816876080604,,4.167239194501533e-06,,short_T_only,,0.0006351679770910451,0.0,0.00025406719083641803,0.00026166572689993825,0.0,9.158300441497839e-05,0.008105588401892672,0.0,0.002026397100473168,0.0033066560811650415,0.0,-0.00033066560811650415,0.0
42,18013,Brown County,IN,1,89,1,90,3,0.0,0.00196491755124353,,0.0,0.0,0.0,0.0,0.0,0,10680,13.9,0.0,0.431,0.00196491755124353,,3.8609009831848705e-06,,short_T_only,,0.0005205730044768388,0.0,0.00020822920179073553,3.899127253120127e-05,0.0,1.3646945385920443e-05,0.008117128875862198,0.0,0.0020292822189655496,0.0028624081489867547,0.0,-0.0002862408148986755,0.0
42,18013,Brown County,IN,1,90,1,91,3,0.0,0.0015585135015557436,,0.0,0.0,0.0,0.0,0.0,0,10680,10.7,0.0,0.431,0.0015585135015557436,,2.428964334531545e-06,,short_T_only,,0.0005508036352386137,0.0,0.00022032145409544548,3.466218033242494e-05,0.0,1.2131763116348727e-05,0.006438318900659854,0.0,0.0016095797251649635,0.00283519440821014,0.0,-0.000283519440821014,0.0
42,18013,Brown County,IN,1,91,1,92,3,0.0,0.0010776075041328003,,0.0,0.0,0.0,0.0,0.0,0,10680,10.4,0.0,0.431,0.0010776075041328003,,1.1612379329633233e-06,,short_T_only,,2.2626055666299447e-05,0.0,9.05042226651978e-06,6.135618048958398e-06,0.0,2.147466317135439e-06,0.005231877565729362,0.0,0.0013079693914323405,0.0024155977588319532,0.0,-0.00024155977588319533,0.0
42,18013,Brown County,IN,1,92,1,93,3,0.0,0.0010532011174061067,,0.0,0.0,0.0,0.0,0.0,0,10680,18.4,0.0,0.431,0.0010532011174061067,,1.1092325937054718e-06,,short_T_only,,2.1716464903838076e-05,0.0,8.68658596153523e-06,6.053289263050589e-05,0.0,2.118651242067706e-05,0.004808387592035324,0.0,0.001202096898008831,0.0017876887898493664,0.0,-0.00017876887898493664,0.0
42,18013,Brown County,IN,1,93,1,94,3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,10680,19.2,0.0,0.432,0.0,,0.0,,short_T_only,,2.027889947635345e-05,0.0,8.11155979054138e-06,0.0,0.0,0.0,0.0042897495693396594,0.0,0.0010724373923349149,0.0012840654579023428,0.0,-0.0001284065457902343,-0.0009521424063352219
42,18013,Brown County,IN,1,94,1,95,3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,10680,19.4,0.0,0.432,0.0,,0.0,,short_T_only,,5.795736019366867e-05,0.0,2.318294407746747e-05,2.1613645952673886e-06,0.0,7.56477608343586e-07,0.00398531000553392,0.0,0.00099632750138348,0.0006913930536940515,0.0,-6.913930536940515e-05,-0.0009511276176998859
42,18013,Brown County,IN,1,95,1,96,4,0.0,0.0016501984212219237,,0.0,0.0,0.0,0.0,0.0,0,10680,18.5,0.0,0.432,0.0016501984212219237,,2.7231548294033295e-06,,short_T_only,,0.002082755797467852,0.0,0.0008331023189871409,0.00043170424906544257,0.0,0.0001510964871729049,0.002959977873714431,0.0,0.0007399944684286078,0.0007399485336672998,0.0,-7.399485336672999e-05,0.0
42,18013,Brown County,IN,1,96,1,97,4,0.0,0.0011422162338512786,,0.0,0.0,0.0,0.0,0.0,0,10680,19.0,0.0,0.432,0.0011422162338512786,,1.3046579248733986e-06,,short_T_only,,0.000976134320108802,0.0,0.00039045372804352084,0.00010531039414837502,0.0,3.685863795193126e-05,0.0031622646468825607,0.0,0.0007905661617206402,0.000756622938648137,0.0,-7.56622938648137e-05,0.0
42,18013,Brown County,IN,1,97,1,98,4,0.0,0.0010100022190721878,,0.0,0.0,0.0,0.0,0.0,0,10680,15.6,0.0,0.432,0.0010100022190721878,,1.0201044825307436e-06,,short_T_only,,0.0010237995695546594,0.0,0.0004095198278218638,0.00012283455567847033,0.0,4.299209448746461e-05,0.0025519326819325866,0.0,0.0006379831704831466,0.0008049287372028717,0.0,-8.049287372028717e-05,0.0
42,18013,Brown County,IN,1,98,1,99,4,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,10680,12.7,0.0,0.432,0.0,,0.0,,short_T_only,,0.0008600673266795115,0.0,0.00034402693067180464,0.00010407624627649929,0.0,3.642668619677475e-05,0.0009193367828766274,0.0,0.00022983419571915686,0.0007862705606679352,0.0,-7.862705606679352e-05,-0.0005316607565209427
42,18013,Brown County,IN,1,99,1,100,4,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,10680,11.0,0.0,0.432,0.0,,0.0,,short_T_only,,0.0010048722624290292,0.0,0.0004019489049716117,0.0001235032709489157,0.0,4.322614483212049e-05,0.0006828637241773704,0.0,0.0001707159310443426,0.0005935750399843612,0.0,-5.9357503998436126e-05,-0.0005565334768496387
42,18013,Brown County,IN,1,100,1,101,4,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,10680,10.7,0.0,0.432,0.0,,0.0,,short_T_only,,0.0015670016747414948,0.0,0.000626800669896598,0.000136437639339936,0.0,4.7753173768977596e-05,0.0010464410393283626,0.0,0.00026161025983209064,0.0008448407485764339,0.0,-8.44840748576434e-05,-0.0008516800286400228
42,18013,Brown County,IN,1,101,1,102,4,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,10680,10.8,0.0,0.433,0.0,,0.0,,short_T_only,,0.0012396678096878208,0.0,0.0004958671238751283,7.301986393568231e-05,0.0,2.5556952377488806e-05,0.0008746858467226018,0.0,0.00021867146168065045,0.000768008074793307,0.0,-7.680080747933071e-05,-0.0006632947304539368
42,18013,Brown County,IN,1,102,1,103,4,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,10679,10.5,0.0,0.433,0.0,,0.0,,short_T_only,,0.001551782123534783,0.0,0.0006207128494139132,0.000247507025849901,0.0,8.662745904746535e-05,0.0006233562842131471,0.0,0.00015583907105328677,0.0007197192165801109,0.0,-7.197192165801109e-05,-0.0007912074578566542
42,18013,Brown County,IN,1,103,1,104,4,0.0003,0.0,,0.0003,0.0,0.000967631,0.0,0.0,0,10679,10.9,0.0,0.437,-0.0003,,8.999999999999999e-08,,short_T_only,,0.0013929459009172755,0.0,0.0005571783603669102,0.00030281635986420606,0.000967631,-0.0002326851240475279,0.0007240404837680292,0.0,0.0001810101209420073,0.0005341698678677657,0.0,-5.341698678677658e-05,-0.0007520863704746131
42,18013,Brown County,IN,1,104,1,105,4,0.0015,0.0013788230991500327,,0.0015,0.002902894,0.000967631,0.000483816,0.000967631,31,10679,25.1,0.0,0.437,-0.00012117690084996729,,1.4683841299602803e-08,,short_T_only,,0.0023157606493566726,0.002902894,-0.00023485334025733097,0.0002703969858143216,0.000967631,-0.0002440319049649874,0.001778226297802106,0.000483816,0.0003236025744505265,0.0008667668007817537,0.000967631,1.008641992182464e-05,2.4019349999999945e-05
42,18013,Brown County,IN,1,105,1,106,4,0.0083,0.003773520064225484,,0.0083,0.0,0.023691357,0.000483816,0.000967631,0,10679,34.5,0.0,0.437,-0.004526479935774516,,2.0489020608969267e-05,,short_T_only,,0.005642994529793037,0.0,0.0022571978119172147,0.0026567984981819546,0.023691357,-0.007362095475636315,0.002797092975330534,0.000483816,0.0005783192438326334,0.0011283046588804798,0.000967631,-1.6067365888047976e-05,1.6165849999998615e-05
42,18013,Brown County,IN,1,106,1,107,4,0.0539,0.010340949155851124,,0.0539,0.068171177,0.068015108,0.011845678,0.000967631,728,10679,46.6,0.0,0.436,-0.04355905084414888,,0.001897390910443147,,short_T_only,,0.01647012108762652,0.068171177,-0.020680422364949394,0.00689707626866096,0.068015108,-0.021391311105968664,0.006375079224683121,0.011845678,-0.0013676496938292199,0.0025484577940159993,0.000967631,-0.00015808267940159993,3.841499999999998e-05
42,18013,Brown County,IN,1,107,1,108,4,0.1214,0.012447980242391868,,0.1214,0.204045323,0.080875238,0.045853232,0.0,2179,10679,42.4,0.0,0.435,-0.10895201975760813,,0.011870542609262232,,short_T_only,,0.019109032568291603,0.204045323,-0.07397451617268336,0.008987197430560668,0.080875238,-0.025160814199303765,0.008242408199017797,0.045853232,-0.009402705950245551,0.004017539353754558,0.0,-0.00040175393537545583,-1.2229499999988347e-05
42,18013,Brown County,IN,1,108,1,109,4,0.1379,0.015962938821508108,,0.1379,0.242625714,0.058151512,0.086290851,0.010269376,2591,10679,44.8,0.0,0.433,-0.12193706117849189,,0.014868646888847273,,short_T_only,,0.026891825013364335,0.242625714,-0.08629355559465426,0.008716317855787081,0.058151512,-0.01730231795047452,0.010388026617356412,0.086290851,-0.018975706095660898,0.004415090877022114,0.010269376,0.0005854285122977886,4.908995000001137e-05
42,18013,Brown County,IN,1,109,1,110,4,0.1182,0.013649250197829085,,0.1182,0.211817586,0.01286013,0.121593782,0.014233542,2262,10679,37.0,0.0,0.432,-0.10455074980217091,,0.010930859284196142,,short_T_only,,0.021306054244505962,0.211817586,-0.07620461270219762,0.007189797807981314,0.01286013,-0.00198461626720654,0.012267382662293047,0.121593782,-0.027331599834426738,0.004564463983400225,0.014233542,0.0009669078016599775,3.1712000000128082e-06
42,18013,Brown County,IN,1,110,1,111,4,0.1161,0.013546045328856613,,0.1161,0.199925087,0.0,0.154430814,0.025220838,2135,10679,34.3,0.0,0.43,-0.10255395467114338,,0.01051731361869093,,short_T_only,,0.022086013461965565,0.199925087,-0.07113562941521377,0.004750054191583987,0.0,0.0016625189670543953,0.014625289074405615,0.154430814,-0.0349513812313986,0.006072012915854106,0.025220838,0.0019148825084145894,-4.4345500000000926e-05
42,18013,Brown County,IN,1,111,1,112,4,0.1087,0.01200065982633461,,0.1087,0.166963199,0.0,0.182258014,0.036926054,1783,10679,35.9,0.0,0.429,-0.0966993401736654,,0.009350762390022258,,short_T_only,,0.018110726083938208,0.166963199,-0.059540989166424724,0.004175240087617596,0.0,0.0014613340306661583,0.015478486476494845,0.182258014,-0.041694881880876285,0.005745862570305428,0.036926054,0.003118019142969457,-4.2822299999994984e-05
42,18013,Brown County,IN,1,112,1,113,4,0.0835,0.010443323215827808,,0.0835,0.101039423,0.0,0.187736055,0.038830103,1079,10679,35.6,0.0,0.427,-0.0730566767841722,,0.005337278022747006,,short_T_only,,0.014243406246405086,0.101039423,-0.034718406701437964,0.002729866851437186,0.0,0.0009554533980030151,0.017103718680142894,0.187736055,-0.04265808407996428,0.004854223507729647,0.038830103,0.003397587949227035,-3.322735000001187e-05
42,18013,Brown County,IN,1,113,1,114,4,0.0834,0.009927217468458252,,0.0834,0.083434779,0.031245123,0.167634298,0.027842807,891,10679,27.5,0.0,0.427,-0.07347278253154176,,0.005398249772927227,,short_T_only,,0.012924171982141417,0.083434779,-0.028204242807143433,0.0025008078169113123,0.031245123,-0.010060510314081039,0.01735922342059432,0.167634298,-0.03756876864485142,0.004575399154658547,0.027842807,0.0023267407845341454,3.399844999998902e-05
42,18013,Brown County,IN,1,114,1,115,4,0.1168,0.007991729871493061,,0.1168,0.177170147,0.031245123,0.156725037,0.041732996,1892,10679,30.0,0.0,0.426,-0.10880827012850694,,0.011839239648358136,,short_T_only,,0.009641708169242294,0.177170147,-0.06701137553230309,0.00191329185633836,0.031245123,-0.010266140900281573,0.01540205038438166,0.156725037,-0.035330746653904586,0.0038511814201769843,0.041732996,0.0037881814579823017,1.1811500000000197e-05
42,18013,Brown County,IN,1,115,1,116,4,0.0684,0.006365367475825759,,0.0684,0.069575803,0.031245123,0.133018073,0.035895995,743,10679,37.1,0.0,0.399,-0.062034632524174245,,0.003848295632409337,,short_T_only,,0.007398078260508545,0.069575803,-0.024871089895796585,0.0023561122657852446,0.031245123,-0.010111153756975164,0.011828581180958794,0.133018073,-0.030297372954760298,0.003756484166421929,0.035895995,0.0032139510833578072,3.1032999999999755e-05
42,18013,Brown County,IN,1,116,1,117,4,0.0515,0.006393863979383644,,0.0515,0.069482161,0.0,0.111277585,0.041576927,742,10679,32.8,0.0,0.399,-0.045106136020616354,,0.0020345635067103443,,short_T_only,,0.008415472626908373,0.069482161,-0.024426675349236652,0.0020771446375004578,0.0,0.0007270006231251602,0.01027227343218058,0.111277585,-0.025251327891954854,0.002673940525500113,0.041576927,0.0038902986474499885,-4.5432050000002167e-05
42,18013,Brown County,IN,1,117,1,118,4,0.0457,0.006537573023926222,,0.0457,0.052439367,0.006367637,0.09219028,0.005712145,560,10679,37.8,2.2,0.427,-0.03916242697607378,,0.001533695686656311,,short_T_only,,0.00811175548819218,0.052439367,-0.01773104460472313,0.003675027630969092,0.006367637,-0.0009424132791608176,0.008773362656099742,0.09219028,-0.020854229335975066,0.0018672950621476767,0.005712145,0.00038448499378523237,-1.9224749999997848e-05
42,18013,Brown County,IN,1,118,1,119,4,0.0523,0.006253395565816556,,0.0523,0.071542279,0.006991916,0.087274089,0.005680931,764,10679,37.3,3.5,0.472,-0.046046604434183444,,0.002120289779918162,,short_T_only,,0.008744034105240826,0.071542279,-0.025119297957903672,0.0028883909585686943,0.006991916,-0.001436233764500957,0.007676527834917494,0.087274089,-0.019899390291270625,0.001742868705081914,0.005680931,0.00039380622949180866,1.4511349999996037e-05
42,18013,Brown County,IN,1,119,1,120,5,0.0532,0.008741260985218637,,0.0532,0.073415114,0.006991916,0.085604145,0.000405781,784,10679,28.4,2.3,0.5,-0.04445873901478136,,0.0019765794747844422,,short_T_only,,0.014650687876059849,0.073415114,-0.023505770449576066,0.003065572276903421,0.006991916,-0.0013742203030838024,0.008258320165300743,0.085604145,-0.019336456208674815,0.0025654450344668694,0.000405781,-0.00021596640344668695,-2.6325649999991985e-05
42,18013,Brown County,IN,1,120,1,121,5,0.0459,0.009794085111796205,,0.0459,0.072197771,0.000624278,0.068108749,0.00199769,771,10679,33.8,0.1,0.496,-0.0361059148882038,,0.0013036370899142168,,short_T_only,,0.016972532565699493,0.072197771,-0.0220900953737202,0.0019541032219069026,0.000624278,0.00046543882766741587,0.010367359421044846,0.068108749,-0.014435347394738788,0.002707038974122192,0.00199769,-7.093489741221921e-05,2.5023950000001294e-05
42,18013,Brown County,IN,1,121,1,122,5,0.0498,0.008512498012389907,,0.0498,0.067422043,0.017479789,0.067749789,0.00199769,720,10679,27.7,0.1,0.494,-0.04128750198761009,,0.001704657820376907,,short_T_only,,0.014409152866190676,0.067422043,-0.02120515605352373,0.001567990471181258,0.017479789,-0.0055691294850865585,0.01006011769915615,0.067749789,-0.014422417825210964,0.0031498922378884117,0.00199769,-0.00011522022378884119,2.4421600000004706e-05
42,18013,Brown County,IN,1,122,1,123,5,0.0733,0.008384881344948466,,0.0733,0.11986141,0.018384992,0.076146331,0.001591909,1280,10679,26.3,0.0,0.491,-0.06491511865505153,,0.00421397262999942,,short_T_only,,0.011856033447879666,0.11986141,-0.04320215062084814,0.0006451644311048625,0.018384992,-0.006208939649113297,0.014979221437585136,0.076146331,-0.015291777390603715,0.00328144944486387,0.001591909,-0.00016895404448638698,-4.329694999999356e-05
42,18013,Brown County,IN,1,123,1,124,5,0.0774,0.007137136573592497,,0.0774,0.12257702,0.018384992,0.08783594,0.0,1309,10679,25.6,0.0,0.489,-0.0702628634264075,,0.0049368699768779925,,short_T_only,,0.009979135100828358,0.12257702,-0.045039153959668655,0.0006902318469540732,0.018384992,-0.006193166053566074,0.012574583899098192,0.08783594,-0.018815339025225454,0.0023974458794732,0.0,-0.00023974458794732002,2.4540200000006118e-05
42,18013,Brown County,IN,1,124,1,125,5,0.0715,0.008438843892001573,,0.0715,0.12257702,0.000905203,0.09634173,0.019383837,1309,10679,27.8,0.0,0.487,-0.06306115610799842,,0.003976709409677347,,short_T_only,,0.012746558898345271,0.12257702,-0.043932184440661895,0.0008201031224557059,0.000905203,-2.9784957140502938e-05,0.013143378382777602,0.09634173,-0.0207995879043056,0.0023266035589043217,0.019383837,0.001705723344109568,-5.322149999986703e-06
42,18013,Brown County,IN,1,125,1,126,5,0.0474,0.006573847766618391,,0.0474,0.064425508,0.0,0.094843462,0.020632394,688,10679,28.2,0.0,0.485,-0.04082615223338161,,0.0016667747061832503,,short_T_only,,0.009421516127144985,0.064425508,-0.02200159674914201,0.001029196334497365,0.0,0.00036021871707407773,0.010684155377937576,0.094843462,-0.021039826655515608,0.0022601624579807527,0.020632394,0.0018372231542019245,1.782930000000793e-05
42,18013,Brown County,IN,1,126,1,127,5,0.0451,0.007779841346815621,,0.0451,0.060679839,0.0,0.092923807,0.02431529,648,10679,27.6,0.0,0.484,-0.03732015865318438,,0.001392794241898853,,short_T_only,,0.011814156908430837,0.060679839,-0.019546272836627666,0.0012653771337848146,0.0,0.0004428819968246851,0.011195870812369753,0.092923807,-0.02043198404690756,0.001876711164738366,0.02431529,0.0022438578835261634,-2.864165000000113e-05
42,18013,Brown County,IN,1,127,1,128,5,0.042,0.009033331273130704,,0.042,0.049625468,0.000499376,0.089957711,0.004931453,530,10680,29.6,0.0,0.502,-0.0329666687268693,,0.0010868012469471423,,short_T_only,,0.013619773632320394,0.049625468,-0.014402277747071843,0.0024959661105410386,0.000499376,0.0006988065386893635,0.011477327815224495,0.089957711,-0.019620095796193875,0.0015749827229293992,0.004931453,0.00033564702770706007,2.125124999999284e-05
42,18013,Brown County,IN,1,128,1,129,5,0.0394,0.010266331036849104,,0.0394,0.051123596,0.000499376,0.078501409,0.008395755,546,10680,31.1,0.0,0.5,-0.029133668963150894,,0.0008487706672544616,,short_T_only,,0.015682334629366253,0.051123596,-0.0141765045482535,0.002353355212184304,0.000499376,0.0006488927242645063,0.013729814206505568,0.078501409,-0.016192898698373606,0.0026273069078829644,0.008395755,0.0005768448092117036,9.996750000001303e-06
42,18013,Brown County,IN,1,129,1,130,5,0.0302,0.00975304201759062,,0.0302,0.036985019,0.000499376,0.064236075,0.008270911,395,10680,26.0,0.0,0.498,-0.02044695798240938,,0.0004180780907344147,,short_T_only,,0.014079383195445825,0.036985019,-0.00916225432182167,0.0018754165122436542,0.000499376,0.00048161417928527884,0.01485495793641018,0.064236075,-0.012345279265897456,0.0024884652397553523,0.008270911,0.0005782445760244649,7.168499999987699e-07
42,18013,Brown County,IN,1,130,1,131,5,0.0227,0.0096255102427129,,0.0227,0.026310861,0.002715102,0.048191715,0.008270911,281,10680,29.3,0.0,0.496,-0.013074489757287101,,0.00017094228241340531,,short_T_only,,0.014537525048393816,0.026310861,-0.004709334380642475,0.0014548927570360599,0.002715102,-0.00044107323503737904,0.014077087095769665,0.048191715,-0.008528656976057584,0.0021798401554966335,0.008270911,0.0006091070844503367,-4.5322499999996685e-06
42,18013,Brown County,IN,1,131,1,132,5,0.0248,0.010829035337668925,,0.0248,0.034453703,0.002715102,0.043196414,0.006866107,368,10681,21.7,0.0,0.495,-0.013970964662331074,,0.00019518785359610362,,short_T_only,,0.01618173190361008,0.034453703,-0.007308788438555969,0.0014035386469419852,0.002715102,-0.0004590471735703052,0.016424529127067346,0.043196414,-0.006692971218233164,0.0024102823197163885,0.006866107,0.00044558246802836116,4.425970000000376e-05
42,18013,Brown County,IN,1,132,1,133,5,0.0194,0.010374238844008583,,0.0194,0.024529538,0.002715102,0.037171364,0.00677215,262,10681,29.5,0.0,0.493,-0.009025761155991418,,8.146436444500353e-05,,short_T_only,,0.015273549000082272,0.024529538,-0.0037023955999670915,0.0014878875365599013,0.002715102,-0.0004295250622040345,0.015916288703891057,0.037171364,-0.005313768824027235,0.0023501356979305638,0.00677215,0.00044220143020694367,-2.2273100000001073e-05
42,18013,Brown County,IN,1,133,1,134,5,0.0126,0.009414771628573763,,0.0126,0.014137253,0.0,0.031256662,0.009112755,151,10681,27.4,0.0,0.509,-0.003185228371426237,,1.0145679778138638e-05,,short_T_only,,0.01441350595333377,0.014137253,0.0001105011813335076,0.0012629429957600276,0.0,0.0004420300485160096,0.01388241061295169,0.031256662,-0.004343562846762077,0.00263263454513678,0.009112755,0.0006480120454863221,-4.220879999999958e-05
