cv_seed,horizon,target_day,fipsCode,osi_peak,osi_mean,P_peak,P_mean,N_peak,R_mean,D_mean,P_hours_gt05,T_rmse,S_rmse
42,1,3,18149,0.0029,0.000726086956521739,0.001504891,0.0008767626086956523,0.000100326,0.00010906608695652171,0.0015267009130434783,0,0.002077733839557034,
42,1,3,18151,0.022,0.013221739130434782,0.034616555,0.02032668243478261,0.005274904,0.0010959980434782609,0.018196451260869568,0,0.012734609344911791,
42,1,3,18153,0.0001,4.347826086956522e-06,0.000188164,1.2272347826086957e-05,6.27e-05,1.227391304347826e-05,8.178260869565218e-06,0,2.0851441405707478e-05,
42,1,3,18155,0.0002,3.478260869565218e-05,0.000339905,5.172460869565217e-05,0.000113302,2.2174173913043473e-05,5.173095652173913e-05,0,7.223151185146153e-05,
42,1,3,18157,0.0001,1.739130434782609e-05,0.000145618,1.944582608695652e-05,4.85e-05,1.1301913043478262e-05,4.431860869565217e-05,0,4.1702882811414955e-05,
42,1,3,18159,0.0005,5.217391304347826e-05,0.000976801,5.308960869565218e-05,0.0003256,6.016869565217392e-05,0.00010618913043478259,0,0.0009258144599187976,
42,1,3,18161,0.0004,6.0869565217391306e-05,0.000232342,6.061095652173913e-05,0.000154895,4.375608695652174e-05,0.00018181852173913043,0,0.0006964091847598461,
42,1,3,18163,0.0005,6.521739130434783e-05,0.000847877,7.680234782608696e-05,0.000282626,3.730230434782608e-05,7.782399999999998e-05,0,0.00015463842820677166,
42,1,3,18165,0.0041,0.0006565217391304348,0.00681391,0.0008887708695652175,0.002271303,0.0002962569130434783,0.0008896230434782609,0,0.0014054242744823886,
42,1,3,18167,0.0,0.0,1.87e-05,1.6260869565217391e-06,6.24e-06,8.136521739130435e-06,2.8074652173913048e-05,0,0.0,
42,1,3,18169,0.0004,5.652173913043478e-05,0.000232761,2.530182608695652e-05,7.76e-05,3.120486956521739e-05,0.00019985521739130434,0,0.0005064600150135662,
42,1,3,18171,0.0004,2.608695652173913e-05,0.00081103,3.526217391304348e-05,0.000270343,3.5262130434782606e-05,3.5262260869565216e-05,0,0.000308359980043779,
42,1,3,18173,0.0001,4.347826086956522e-06,5.99e-05,9.121739130434783e-06,2e-05,7.81913043478261e-06,3.625634782608696e-05,0,2.0851441405707478e-05,
42,1,3,18175,0.0001,8.695652173913044e-06,0.00014247,1.2388695652173914e-05,4.75e-05,6.195652173913043e-06,1.2904347826086957e-05,0,2.9488391230979426e-05,
42,1,3,18177,0.0001,8.695652173913044e-06,0.000103914,1.656582608695652e-05,3.46e-05,9.530434782608696e-06,4.668260869565218e-05,0,0.0007450095659585421,
42,1,3,18179,0.0097,0.003913043478260869,0.013984356,0.005508320652173912,7.9e-05,0.0006028712608695653,0.007115071565217393,0,0.001264492099084977,
42,1,3,18181,0.0058,0.0012304347826086956,0.009669411,0.0017384487391304347,0.002569798,0.0004279926521739131,0.0019865336521739134,0,0.001960769835970257,
42,1,3,18183,0.0002,6.086956521739131e-05,0.000376896,9.832069565217391e-05,0.0,1.6386782608695655e-05,0.00013928695652173914,0,0.00022772323582848675,
42,1,3,39017,0.0001,5.217391304347826e-05,0.000150937,6.472982608695651e-05,4.12e-05,1.1534782608695653e-05,0.00010579578260869563,0,7.223151185146153e-05,
42,1,3,39023,0.0643,0.030234782608695655,0.093480565,0.04302016778260869,0.002246444,0.0041028906956521735,0.053149687999999994,9,0.005630327134915215,
42,1,3,39025,0.0,0.0,1.99e-05,9.079130434782608e-06,3.31e-06,1.2952173913043478e-06,1.125521739130435e-05,0,0.0,
42,1,3,39027,0.0046,0.0009608695652173915,0.001629638,0.0008809490869565216,0.000344035,9.604452173913045e-05,0.002377932652173913,0,0.0006995672413046423,
42,1,3,39029,0.086,0.05576956521739129,0.122939286,0.0817081222173913,0.000427018,0.0044920626956521745,0.09398147586956522,19,0.015930517592368344,
42,1,3,39031,0.2711,0.21376521739130433,0.41200073,0.319622310826087,0.004529151,0.011728611260869567,0.3468101008260869,23,0.017800256051247507,
42,1,3,39033,0.0689,0.04313913043478261,0.101613904,0.06287480095652175,0.010448996,0.0039358070869565205,0.07211426878260871,12,0.015861929095321123,
42,1,3,39035,0.0665,0.04750434782608696,0.099772677,0.07048270452173913,0.001672904,0.003408466826086956,0.07809839195652175,17,0.004084338137909145,
42,1,3,39037,0.0075,0.00401304347826087,0.011163806,0.005746130173913045,2.8e-05,0.0004975479565217392,0.007039876173913044,0,0.00230785787008875,
42,1,3,39039,0.0375,0.029660869565217386,0.057865318,0.04468412569565217,0.006654245,0.0017173744782608697,0.046515297130434785,8,0.01853196436419111,
42,1,3,39045,0.0479,0.02062173913043478,0.070376874,0.02911176104347826,0.000495328,0.0030324652608695658,0.03703400773913044,8,0.009739380179629812,
42,1,3,39049,0.0736,0.0481695652173913,0.110593928,0.07074892573913046,0.001187053,0.004341189652173913,0.08081516408695652,19,0.010540176319726754,
42,1,3,39051,0.0262,0.01967826086956522,0.040470358,0.02935048891304348,0.001616854,0.0012923442173913044,0.031848553913043476,0,0.006527414044035216,
42,1,3,39053,0.0002,8.695652173913044e-06,0.000188262,8.185304347826088e-06,0.0,8.191304347826085e-06,3.8540782608695656e-05,0,4.1702882811414955e-05,
42,1,3,39055,0.1471,0.11096521739130433,0.226512259,0.16438469873913042,0.038962018,0.01337871056521739,0.17590521465217393,23,0.026219596527717617,
42,1,3,39059,0.2697,0.2222347826086956,0.415292287,0.3350019810869565,0.000400089,0.008840609565217391,0.3563172333043479,23,0.031506093048054185,
42,1,3,39061,0.0004,5.652173913043478e-05,0.000719524,9.68051304347826e-05,0.000238274,3.376904347826087e-05,9.584352173913043e-05,0,0.0001268343664853463,
42,1,3,39063,0.0105,0.004334782608695652,0.009317296,0.00593287113043478,0.000159994,0.00038750204347826094,0.007966349652173911,0,0.0021031283002769232,
42,1,3,39065,0.0216,0.009039130434782609,0.035116643,0.013053155260869562,0.004561317,0.0015315873043478263,0.014607443565217393,0,0.006631452004261734,
42,1,3,39069,0.0126,0.009573913043478263,0.016647005,0.014316082217391302,0.002009875,0.00033814895652173907,0.015295373695652174,0,0.0022235306345339766,
42,1,3,39073,0.0451,0.024591304347826085,0.066106443,0.035325782521739145,0.000821662,0.0028311614782608693,0.04278041656521738,8,0.002874908306253399,
42,1,3,39075,0.3293,0.24178695652173915,0.50347252,0.3613806573913043,0.002543657,0.013494922739130433,0.3932962780869565,23,0.013867445153328545,
42,1,3,39077,0.0533,0.03270434782608696,0.077133271,0.047400342565217385,0.000899312,0.00341177,0.055939542521739126,12,0.00824785847929445,
42,1,3,39081,0.1317,0.09750434782608697,0.197501837,0.1444206624347826,0.007180994,0.007197607217391304,0.1596766373913043,23,0.0232175900163676,
42,1,3,39085,0.0124,0.006843478260869567,0.016092043,0.009716903086956523,0.000935396,0.0008992130434782609,0.011905127478260868,0,0.0031344788643482193,
42,1,3,39087,0.0001,3.0434782608695656e-05,0.000113556,3.456052173913043e-05,3.79e-05,1.4000000000000001e-05,5.3073652173913044e-05,0,5.5167728436737045e-05,
42,1,3,39089,0.1675,0.13565217391304343,0.269452665,0.20080739117391302,0.017906701,0.012136068304347825,0.22054915539130435,23,0.04948118864218675,
42,1,3,39091,0.1394,0.042934782608695654,0.214116852,0.0599239387826087,0.031160644,0.009090150043478261,0.0772034077826087,13,0.019746274028647,
42,1,3,39093,0.0344,0.019965217391304347,0.051941336,0.02914798721739131,0.001296473,0.002016878565217391,0.033736578869565215,2,0.003004008774185962,
42,1,3,39095,0.0152,0.010791304347826087,0.022786852,0.016026239217391304,0.000132835,0.0006983418695652174,0.017753828478260875,0,0.0027958366056599765,
42,1,3,39097,0.0744,0.041843478260869565,0.118705519,0.058782546347826085,0.021291199,0.00857849486956522,0.0683879446521739,16,0.02133270849332569,
42,1,3,39099,0.0217,0.005421739130434782,0.036356362,0.007341861086956519,0.00992561,0.0023552818260869565,0.00854063495652174,0,0.0035605478492202617,
42,1,3,39101,0.065,0.032230434782608695,0.108093257,0.047619941608695655,0.007130335,0.004271373347826087,0.052647865608695665,9,0.008602220110032577,
42,1,3,39103,0.0601,0.025499999999999995,0.077078404,0.03484170573913044,0.007830905,0.005032858260869566,0.046230643347826096,4,0.013818890799589076,
42,1,3,39105,0.001,0.00024347826086956517,0.001156571,0.00026714273913043475,0.000289143,5.342973913043478e-05,0.0005086200869565217,0,0.0010165078450166168,
42,1,3,39107,0.102,0.029678260869565213,0.130611502,0.036420033130434785,0.036823587,0.011757557521739128,0.05776440217391304,5,0.043294686945923054,
42,1,3,39109,0.0207,0.009234782608695652,0.02692758,0.012987485173913045,0.001161473,0.001182883956521739,0.016390419,0,0.001525387916984612,
42,1,3,39111,0.0765,0.030204347826086966,0.086549708,0.03925048904347827,0.001169472,0.0065500788260869575,0.06032670095652173,9,0.0439174088442592,
42,1,3,39113,0.0125,0.005804347826086957,0.014554142,0.008252586913043477,6.94e-05,0.0005684368260869564,0.010264980217391305,0,0.0017142957118853085,
42,1,3,39115,0.0452,0.02441304347826087,0.070957287,0.03567240582608695,0.00408998,0.002719384782608696,0.040889729826086955,8,0.005122994132783286,
42,1,3,39117,0.5087,0.29458260869565217,0.7618563,0.4307427500434784,0.012755275,0.02832768439130435,0.49583255900000006,23,0.026957921002190844,
42,1,3,39119,0.191,0.13041739130434782,0.288963643,0.1921235847391305,0.001455474,0.010750750869565218,0.21824573952173915,23,0.027262489274793064,
42,1,3,39121,0.1167,0.07080434782608695,0.183595872,0.10453321695652172,0.000905305,0.00570145395652174,0.11802246308695653,23,0.012925260760756254,
42,1,3,39123,0.0058,0.003973913043478262,0.0086009,0.005802247043478259,0.000499934,0.0003832656086956522,0.006692768043478262,0,0.001050247893078496,
42,1,3,39125,0.1808,0.06725652173913042,0.270187602,0.093206965,0.000101958,0.01219797047826087,0.1247443297826087,10,0.033721230766317646,
42,1,3,39127,0.1607,0.09517826086956523,0.247172684,0.13798558173913045,0.002192744,0.010991355826086957,0.1634784639565217,19,0.019437565967615016,
42,1,3,39129,0.0079,0.004256521739130436,0.0123777,0.006165213173913044,0.000656642,0.0005495764782608696,0.007214575608695653,0,0.0022338778970299963,
42,1,3,39131,0.0055,0.0026608695652173913,0.005701783,0.0036465357391304355,0.0001105,0.00025462965217391305,0.004895746826086957,0,0.0015568627461407503,
42,1,3,39133,0.0543,0.039865217391304344,0.079608573,0.05932353982608696,0.000999965,0.0025518350869565215,0.06520533560869567,18,0.009409044410214786,
42,1,3,39135,0.0111,0.004391304347826088,0.016215882,0.006081628391304349,4.13e-05,0.0006718587826086956,0.008093492434782608,0,0.001161281814574012,
42,1,3,39137,0.116,0.07330869565217392,0.172173591,0.10679538795652173,0.000863026,0.007127554956521737,0.12503110313043478,18,0.023255961614345153,
42,1,3,39139,0.1101,0.08189130434782607,0.165574536,0.12223182717391307,0.00477924,0.005004078695652173,0.1327922056956522,23,0.012840639625460743,
42,1,3,39141,0.0047,0.001095652173913043,0.003993919,0.0013813736086956522,0.000171786,0.0002027841304347826,0.0022062971304347826,0,0.0006104856156460104,
42,1,3,39143,0.0158,0.007330434782608696,0.024892175,0.010526221956521739,0.000451838,0.0009882110434782608,0.012784817304347827,0,0.002641601487466802,
42,1,3,39145,0.0008,0.000191304347826087,0.000519751,0.0002191992608695653,0.000164588,4.632921739130434e-05,0.00039094378260869555,0,0.0002686520296656592,
42,1,3,39147,0.0119,0.008517391304347827,0.016347865,0.01246518656521739,0.00018535,0.0006833796086956522,0.014304986173913044,0,0.0018988080400584506,
42,1,3,39149,0.0426,0.024604347826086958,0.045506344,0.0339786424347826,0.009015169,0.004098004130434783,0.04396205017391304,0,0.02305726064073871,
42,1,3,39151,0.0517,0.037026086956521743,0.076393384,0.0548718826521739,0.000195308,0.0024793215217391307,0.061230234260869564,18,0.005479777083152484,
42,1,3,39153,0.0351,0.021395652173913045,0.058517295,0.030920335565217387,0.007765195,0.002427023391304348,0.03560415247826087,1,0.007113707846628962,
42,1,3,39155,0.0191,0.00892608695652174,0.024125272,0.012638132869565217,0.000266394,0.0008829716956521739,0.01573468713043478,0,0.003360413917731755,
42,1,3,39157,0.2157,0.16290000000000002,0.328316832,0.24311235473913043,0.002764026,0.009249174869565219,0.2654239250434783,23,0.019155482160748603,
42,1,3,39159,0.0152,0.008530434782608697,0.019612662,0.011963788043478264,0.002424957,0.0009638594347826086,0.01474301704347826,0,0.0070870628876489065,
42,1,3,39161,0.08,0.04514782608695652,0.10986709,0.06458613369565219,0.000818646,0.004879425826086956,0.07899409139130435,19,0.012608104906026195,
42,1,3,39163,0.0066,0.003360869565217392,0.007567201,0.00468469152173913,0.000225887,0.0003437349130434783,0.005990905608695655,0,0.002523748289654702,
42,1,3,39165,0.0012,0.00031304347826086954,0.000740348,0.00040456439130434786,1.12e-05,3.303486956521739e-05,0.0006963955652173912,0,0.00035260182488098277,
42,1,3,39167,0.0063,0.0028913043478260873,0.009647281,0.004039658217391304,0.001562231,0.0006311568260869566,0.005031819652173912,0,0.0014052107253431116,
42,1,3,39169,0.08,0.06348695652173912,0.117241379,0.09428755008695652,0.000492611,0.003953468521739131,0.10442669378260869,19,0.02005079771661889,
42,1,3,39171,0.0096,0.002782608695652174,0.003531678,0.0026289830000000005,0.000107021,0.0013183571739130435,0.007407683173913044,0,0.022245243139971952,
42,1,3,39173,0.0457,0.019643478260869568,0.072439207,0.02776744886956522,0.002417268,0.0033945690434782623,0.03494042795652174,4,0.01276658851674445,
42,1,3,39175,0.027,0.011034782608695653,0.045594789,0.01630124278260869,0.011046357,0.0018730833913043476,0.017493531913043477,0,0.004649679163403616,
42,1,3,42005,0.1269,0.0968173913043478,0.196071034,0.14431164713043482,0.010132313,0.006469421086956521,0.15682703469565218,23,0.02440727027277644,
42,1,3,42007,0.1203,0.09076521739130436,0.182587584,0.1351567986956522,0.008009621,0.006597404043478262,0.14750969091304345,23,0.014604794596530388,
42,1,3,42009,0.0868,0.0564608695652174,0.133882534,0.08232540873913041,0.003358423,0.006001020782608697,0.09564916117391306,14,0.01997675584416471,
42,1,3,42013,0.0104,0.006091304347826088,0.015900308,0.008810640521739133,0.00031907,0.000705186695652174,0.010444267391304348,0,0.0021916935756097853,
42,1,3,42015,0.0025,0.00039565217391304344,0.004435712,0.0005022114347826087,0.001478571,0.00022133217391304347,0.0005481561304347826,0,0.004911852869142439,
42,1,3,42019,0.1029,0.06867391304347825,0.159130177,0.10118980769565215,0.011065332,0.006093161869565216,0.11275041695652173,18,0.006630112398151883,
42,1,3,42021,0.0556,0.03011304347826087,0.074208762,0.042560344956521744,0.001046461,0.0036638485217391297,0.05361174586956521,9,0.027819988905265342,
42,1,3,42023,0.0167,0.005004347826086957,0.027858908,0.007228468347826088,0.005392047,0.0012112569130434782,0.007233355391304348,0,0.009144596028186557,
42,1,3,42025,0.0033,0.0006304347826086957,0.005505524,0.0008354183043478261,0.001835175,0.00037094426086956516,0.0008348969565217393,0,0.0015919599942132942,
42,1,3,42027,0.0047,0.002730434782608696,0.006545538,0.003890116695652174,3.36e-05,0.00031026039130434784,0.004812889173913043,0,0.0010104306177337275,
42,1,3,42029,0.0007,0.00024782608695652177,0.00089302,0.00032938073913043486,9.88e-05,7.77261304347826e-05,0.00047064469565217377,0,0.0016162376841696953,
42,1,3,42031,0.1391,0.04628695652173913,0.22900321,0.06625898282608696,0.054550048,0.009847756304347826,0.0729387784347826,11,0.02540438920942422,
42,1,3,42033,0.071,0.05046956521739131,0.110743571,0.07449581904347824,0.003059386,0.004539113695652174,0.08384803317391305,19,0.007919185194605256,
42,1,3,42035,0.0172,0.009873913043478262,0.027666045,0.014588015999999994,0.005319555,0.001249791652173913,0.01559562282608696,0,0.007821550090078143,
42,1,3,42039,0.0589,0.028347826086956518,0.09305597,0.04209193843478261,0.018955056,0.003830611608695652,0.04410593634782608,9,0.01812477808868789,
42,1,3,42041,0.0025,0.0005913043478260868,0.004419723,0.0007483814347826087,0.001310383,0.00030317234782608693,0.001077092,0,0.0012231959216693444,
42,1,3,42043,0.0016,0.0005956521739130434,0.002541296,0.0008848106956521739,0.000847099,0.00011930543478260869,0.0009049452173913043,0,0.0014353104815888024,
42,1,3,42045,0.0011,0.00021304347826086963,0.002038876,0.0002914952173913044,0.000667117,0.0001292491304347826,0.000302621,0,0.00037316264975430067,
42,1,3,42047,0.0059,0.0010739130434782608,0.010184532,0.0014117165217391301,0.003243588,0.0006532447826086956,0.0018230999565217398,0,0.008930112660498762,
42,1,3,42049,0.0226,0.008595652173913042,0.038908431,0.012393245478260873,0.008690531,0.0018057435652173914,0.013386887434782608,0,0.004764860756227611,
42,1,3,42051,0.0251,0.012643478260869565,0.035841493,0.017999222695652174,0.000703019,0.0015961266521739125,0.022310088695652174,0,0.0033746264804440746,
42,1,3,42053,0.5447,0.2354739130434782,0.969405594,0.34292971521739135,0.243055556,0.04483168013043478,0.35730628286956523,15,0.23410334920825213,
42,1,3,42055,0.0025,0.0006043478260869565,0.004018467,0.0007715806521739131,0.000255647,0.00021161791304347827,0.0011882612173913045,0,0.0013247295739907022,
42,1,3,42057,0.0066,0.004178260869565217,0.010159425,0.006374274478260868,0.002292383,0.0003737581304347826,0.006393528826086957,0,0.0021432926808150864,
42,1,3,42059,0.0269,0.016691304347826088,0.040178803,0.02433462839130435,0.000294541,0.0015397477391304348,0.02836817726086957,0,0.003536402254938605,
42,1,3,42061,0.006,0.003,0.007404719,0.0038349246086956533,0.001500302,0.000707016391304348,0.005738183434782609,0,0.006789219442329939,
42,1,3,42063,0.1,0.05021739130434784,0.117516579,0.07137135334782609,0.021062584,0.00536470452173913,0.08568992665217393,18,0.014252363015587993,
42,1,3,42065,0.0414,0.0171,0.06124939,0.02333811595652175,0.008039257,0.0033185392608695657,0.030085525130434783,2,0.02182986041873471,
42,1,3,42067,0.0002,1.739130434782609e-05,0.0,0.0,0.0,1.747826086956522e-06,5.9702782608695655e-05,0,0.0029148671517470618,
42,1,3,42069,0.0003,5.652173913043479e-05,0.000469296,8.374691304347826e-05,0.000105066,2.2844782608695653e-05,8.496217391304349e-05,0,0.004957506271896971,
42,1,3,42075,0.0009,0.00015652173913043477,0.001470836,0.00021182313043478267,0.000485172,8.992995652173912e-05,0.00021316560869565223,0,0.001161938188592419,
42,1,3,42077,0.0006,0.0002565217391304348,0.000986461,0.00035348030434782606,0.000258359,6.456995652173912e-05,0.0004308186521739131,0,0.0011384356985866834,
42,1,3,42079,0.0002,3.478260869565218e-05,0.000376928,5.346547826086956e-05,0.000179041,2.867369565217391e-05,5.275347826086957e-05,0,0.0007859767999202446,
42,1,3,42081,0.001,0.0003304347826086957,0.001730666,0.0004903631304347825,0.000348456,9.864247826086954e-05,0.0004888485217391305,0,0.0031676915014988913,
42,1,3,42083,0.0195,0.0062782608695652175,0.034410699,0.008788932347826087,0.007368193,0.0017727266956521733,0.009476757695652172,0,0.00795117727937214,
42,1,3,42085,0.0498,0.029273913043478258,0.085156416,0.04329975873913044,0.01437906,0.004133763304347826,0.045682022086956535,7,0.010101892917547046,
42,1,3,42089,0.004,0.0006695652173913043,0.007008048,0.0009158507826086958,0.002329284,0.0003061642608695652,0.0009154120869565216,0,0.001646729639786428,
42,1,3,42091,0.0005,9.565217391304348e-05,0.000992245,0.0001381322608695652,0.000315498,5.072378260869564e-05,0.0001575428695652174,0,0.0011393779133802523,
42,1,3,42095,0.0023,0.0004956521739130434,0.003978117,0.0006937708695652175,0.001326039,0.00018359373913043482,0.0006785117391304349,0,0.001531802722778864,
42,1,3,42097,0.0014,0.00015217391304347825,0.002754105,0.00019169604347826088,0.000878634,0.00012848108695652177,0.000220817,0,0.0008362017979693598,
