fipsCode,target_hour,P_t,N_t,D_t,R_t,osi,gust,outageCount,customersTracked
18013,65,0.188559124,6.24e-05,0.1091346,0.016821147,0.101,30.9,2014,10681
18013,66,0.188746372,6.24e-05,0.13889149,0.002964766,0.1099,25.3,2016,10681
18013,67,0.188371875,6.24e-05,0.168492338,0.000124832,0.1175,24.5,2012,10681
18013,68,0.188371875,0.0,0.198358456,0.062697001,0.1187,22.0,2012,10681
18013,69,0.000655369,0.0,0.15863059,0.062572169,0.0337,17.4,7,10681
18013,70,0.000655369,0.0,0.125893331,0.062728209,0.0255,8.0,7,10681
18013,71,0.000187248,0.0,0.094498018,0.000187248,0.0237,9.8,2,10681
39115,0,0.0,0.0,0.0,0.0,0.0,13.3,0,8649
39115,1,0.0,0.0,0.0,0.0,0.0,16.2,0,8649
39115,2,0.0,0.0,0.0,0.0,0.0,14.6,0,8649
39115,3,0.0,0.0,0.0,0.0,0.0,14.2,0,8649
39115,4,0.0,0.0,0.0,0.0,0.0,15.3,0,8649
39115,5,0.0,0.0,0.0,0.0,0.0,15.5,0,8649
39115,6,0.0,0.00015416,0.0,0.0,0.0001,17.0,0,8649
39115,7,0.000462481,0.00015416,7.71e-05,0.0,0.0003,17.3,4,8649
39115,8,0.000462481,0.00015416,0.00015416,0.00015416,0.0003,16.2,4,8649
39115,9,0.0,0.0,0.00015416,0.00015416,0.0,31.4,0,8649
39115,10,0.0,0.004085251,0.00015416,0.00015416,0.0015,38.8,0,8649
39115,11,0.012255752,0.004085251,0.002196786,0.004085251,0.0065,30.1,106,8649
39115,12,0.0,0.004239411,0.002196786,0.004085251,0.0016,38.7,0,8649
39115,13,0.000462481,0.00015416,0.002196786,0.004239536,0.0004,32.2,4,8649
39115,14,0.0,0.00015416,0.002119706,0.000154285,0.0006,34.2,0,8642
39115,15,0.0,0.0,0.002119706,0.000154285,0.0005,18.8,0,8642
39115,16,0.0,0.0,0.002119706,0.0,0.0005,25.7,0,8642
39115,17,0.0,0.0,7.71e-05,0.0,0.0,30.1,0,8642
39115,18,0.0,0.0,7.71e-05,0.0,0.0,37.9,0,8642
39115,19,0.0,0.0,0.0,0.0,0.0,22.8,0,8642
39115,20,0.0,0.004242845,0.0,0.0,0.0015,21.0,0,8642
39115,21,0.012728535,0.004242845,0.002121423,0.0,0.0071,28.2,110,8642
39115,22,0.012728535,0.004242845,0.004242845,0.0,0.0076,30.8,110,8642
39115,23,0.012728535,0.0,0.006364268,0.003317133,0.0064,25.7,110,8642
39115,24,0.002777135,0.0,0.006827123,0.003548561,0.0025,25.6,24,8642
39115,25,0.002082851,0.0,0.007174265,0.004242845,0.0022,29.0,18,8642
39115,26,0.0,0.0,0.007174265,0.000925712,0.0017,25.2,0,8642
39115,27,0.0,0.0,0.005052843,0.000694284,0.0012,24.2,0,8642
39115,28,0.0,0.0,0.00293142,0.0,0.0007,21.7,0,8642
39115,29,0.0,0.0,0.000809998,0.0,0.0002,20.2,0,8642
39115,30,0.0,0.0,0.000347142,0.0,0.0001,18.3,0,8642
39115,31,0.0,0.0,0.0,0.0,0.0,19.8,0,8642
39115,32,0.0,0.000154285,0.0,0.0,0.0001,17.6,0,8642
39115,33,0.000462856,0.000154285,7.71e-05,0.000154285,0.0002,19.5,4,8642
39115,34,0.0,0.000154285,7.71e-05,0.000154285,0.0001,19.1,0,8642
39115,35,0.0,0.000154285,7.71e-05,0.000154285,0.0001,21.7,0,8642
39115,36,0.000462856,0.000154285,0.000154285,0.000154285,0.0003,19.8,4,8642
39115,37,0.0,0.000308571,0.000154285,0.000154285,0.0001,22.2,0,8642
39115,38,0.000462856,0.000154285,0.000231428,0.000154285,0.0003,27.3,4,8642
39115,39,0.000462963,0.000154285,0.000231446,0.000154321,0.0003,29.9,4,8640
39115,40,0.0,0.0,0.000231446,0.000154321,0.0,24.0,0,8640
39115,41,0.0,0.0,0.000231446,0.000154321,0.0,26.6,0,8640
39115,42,0.0,0.0,0.000154303,0.0,0.0,19.9,0,8640
39115,43,0.0,0.0,0.000154303,0.0,0.0,11.6,0,8640
39115,44,0.0,0.0,7.72e-05,0.0,0.0,9.5,0,8640
39115,45,0.0,0.0,0.0,0.0,0.0,6.5,0,8640
39115,46,0.0,0.0,0.0,0.0,0.0,5.0,0,8640
39115,47,0.0,0.0,0.0,0.0,0.0,2.6,0,8640
39115,48,0.0,0.0,0.0,0.0,0.0,5.0,0,8640
39115,49,0.0,0.0,0.0,0.0,0.0,5.6,0,8640
39115,50,0.0,0.0,0.0,0.0,0.0,9.3,0,8640
39115,51,0.0,0.0,0.0,0.0,0.0,11.7,0,8640
39115,52,0.0,0.0,0.0,0.0,0.0,10.7,0,8640
39115,53,0.0,0.0,0.0,0.0,0.0,13.4,0,8640
39115,54,0.0,0.0,0.0,0.0,0.0,12.0,0,8640
39115,55,0.0,0.0,0.0,0.0,0.0,18.9,0,8640
39115,56,0.0,0.0,0.0,0.0,0.0,22.9,0,8640
39115,57,0.0,0.0,0.0,0.0,0.0,21.7,0,8640
39115,58,0.0,0.001003086,0.0,0.0,0.0004,29.9,0,8640
39115,59,0.003009259,0.001890432,0.000501543,0.0,0.002,45.4,26,8640
39115,60,0.005671296,0.001890432,0.001446759,0.001195988,0.0032,40.3,49,8640
39115,61,0.002083333,0.002199226,0.001793981,0.001195988,0.0019,41.5,18,8640
39115,62,0.006019215,0.005054597,0.002797184,0.001195988,0.0048,45.2,52,8639
39115,63,0.017247367,0.007138172,0.005671745,0.0,0.0108,42.0,149,8639
39115,64,0.02349809,0.020102635,0.009588093,0.0,0.0188,54.4,203,8639
39115,65,0.066327121,0.020719991,0.02014107,0.0,0.0388,51.1,573,8639
39115,66,0.079407339,0.018636416,0.032430411,0.003086777,0.0461,45.2,686,8639
39115,67,0.070147008,0.004475827,0.043774357,0.003086777,0.0403,38.9,606,8639
39115,68,0.07049427,0.000115754,0.054520199,0.007909866,0.0411,38.1,609,8639
39115,69,0.056025003,0.000501601,0.060983138,0.004823089,0.0373,36.3,484,8639
39115,70,0.057182544,0.006019215,0.066597214,0.004823089,0.0411,36.6,494,8639
39115,71,0.074082648,0.006019215,0.067889802,0.005131767,0.0482,36.1,640,8639
39117,0,0.0,0.0,0.0,0.0,0.0,22.4,0,9828
39117,1,0.0,0.0,0.0,0.0,0.0,26.8,0,9828
39117,2,0.0,0.0,0.0,0.0,0.0,25.8,0,9828
39117,3,0.0,0.0,0.0,0.0,0.0,28.9,0,9828
39117,4,0.0,0.0,0.0,0.0,0.0,27.1,0,9828
39117,5,0.0,0.0,0.0,0.0,0.0,25.6,0,9828
39117,6,0.0,0.0,0.0,0.0,0.0,27.5,0,9828
39117,7,0.0,0.0,0.0,0.0,0.0,28.8,0,9828
39117,8,0.0,0.0,0.0,0.0,0.0,32.5,0,9828
39117,9,0.0,0.0,0.0,0.0,0.0,34.7,0,9828
39117,10,0.0,0.01346493,0.0,0.0,0.0047,43.3,0,9828
39117,11,0.04039479,0.01346493,0.006732465,0.00010175,0.0225,45.3,397,9828
39117,12,0.04008954,0.01346493,0.013414055,0.001695835,0.0239,32.2,394,9828
39117,13,0.035307285,0.000169618,0.019298603,0.001695835,0.0188,42.9,347,9828
39117,14,0.035823326,0.017877739,0.025269157,0.001594085,0.0267,29.5,352,9826
39117,15,0.08894769,0.017877739,0.040093772,0.029513536,0.0489,24.9,874,9826
39117,16,0.000407083,0.017708121,0.040161619,0.029581383,0.0134,24.8,4,9826
39117,17,0.000203542,0.0,0.033463078,0.029581383,0.0055,23.7,2,9826
39117,18,0.000203542,3.39e-05,0.026815411,6.78e-05,0.0068,26.7,2,9826
39117,19,0.000305312,3.39e-05,0.020981749,0.000101771,0.0054,31.1,3,9826
39117,20,0.0,0.000644548,0.015011195,0.000101771,0.004,37.2,0,9826
39117,21,0.001831875,0.000610625,0.000491892,0.000712396,0.001,32.5,18,9826
39117,22,0.0,0.000610625,0.000424045,0.000610625,0.0003,28.6,0,9826
39117,23,0.0,0.0,0.000390121,0.000610625,0.0,33.0,0,9826
39117,24,0.0,0.0,0.000356198,0.0,0.0001,30.5,0,9826
39117,25,0.0,0.0,0.000305312,0.0,0.0001,29.2,0,9826
39117,26,0.0,0.0,0.000305312,0.0,0.0001,27.2,0,9826
39117,27,0.0,0.0,0.0,0.0,0.0,24.2,0,9826
39117,28,0.0,0.0,0.0,0.0,0.0,27.0,0,9826
39117,29,0.0,0.0,0.0,0.0,0.0,25.9,0,9826
39117,30,0.0,0.0,0.0,0.0,0.0,21.4,0,9826
39117,31,0.0,0.0,0.0,0.0,0.0,22.9,0,9826
39117,32,0.0,3.39e-05,0.0,0.0,0.0,20.2,0,9826
39117,33,0.000101771,0.000135694,1.7e-05,0.0,0.0001,20.1,1,9826
39117,34,0.000407083,0.000135694,8.48e-05,0.000135694,0.0002,18.8,4,9826
39117,35,0.0,0.000101771,8.48e-05,0.000135694,0.0,19.5,0,9826
39117,36,0.0,3.39e-05,8.48e-05,0.000135694,0.0,24.8,0,9826
39117,37,0.000101771,3.39e-05,0.000101771,3.39e-05,0.0001,23.3,1,9826
39117,38,0.0,3.39e-05,0.000101771,3.39e-05,0.0,27.1,0,9826
39117,39,0.0,0.0,8.48e-05,3.39e-05,0.0,24.6,0,9826
39117,40,0.0,0.0,1.7e-05,0.0,0.0,24.7,0,9826
39117,41,0.0,0.0,1.7e-05,0.0,0.0,25.7,0,9826
39117,42,0.0,0.0,1.7e-05,0.0,0.0,18.5,0,9826
39117,43,0.0,0.0,0.0,0.0,0.0,12.1,0,9826
39117,44,0.0,0.0,0.0,0.0,0.0,12.0,0,9826
39117,45,0.0,0.0,0.0,0.0,0.0,7.3,0,9826
39117,46,0.0,0.0,0.0,0.0,0.0,5.4,0,9826
39117,47,0.0,0.0,0.0,0.0,0.0,5.2,0,9826
39117,48,0.0,0.0,0.0,0.0,0.0,6.9,0,9826
39117,49,0.0,0.0,0.0,0.0,0.0,8.8,0,9826
39117,50,0.0,0.0,0.0,0.0,0.0,12.1,0,9826
39117,51,0.0,0.0,0.0,0.0,0.0,16.2,0,9826
39117,52,0.0,0.0,0.0,0.0,0.0,18.5,0,9826
39117,53,0.0,0.0,0.0,0.0,0.0,21.1,0,9826
39117,54,0.0,0.0,0.0,0.0,0.0,23.5,0,9826
39117,55,0.0,3.39e-05,0.0,0.0,0.0,26.8,0,9826
39117,56,0.000101771,0.000101771,1.7e-05,0.0,0.0001,33.2,1,9826
39117,57,0.000305312,0.002442499,6.78e-05,0.0,0.001,46.4,3,9826
39117,58,0.007327498,0.002408576,0.001289097,0.001865798,0.0039,40.3,72,9826
39117,59,0.001730104,0.002340729,0.001577448,0.002272881,0.0017,43.7,17,9826
39117,60,0.000508854,0.014078296,0.001662257,0.002272881,0.0053,52.6,5,9826
39117,61,0.042743741,0.023746523,0.008786213,0.000407083,0.0276,59.9,420,9826
39117,62,0.071748423,0.13498202,0.020727322,0.0,0.0811,56.0,705,9826
39117,63,0.405454916,0.34083045,0.088252256,0.0,0.3035,62.9,3984,9826
39117,64,1.0,0.379164122,0.253697673,0.0,0.5961,62.3,10467,9826
39117,65,1.0,0.267928625,0.420075989,0.007666735,0.598,51.3,11882,9826
39117,66,1.0,0.0480019,0.586657847,0.035416243,0.5599,48.6,11656,9826
39117,67,1.0,0.0,0.746200556,0.119716399,0.5746,42.8,10838,9826
39117,68,0.850091594,0.008345207,0.875924418,0.112049664,0.5507,41.1,8353,9826
39117,69,0.875127214,0.009464686,0.954203135,0.084300156,0.5835,41.5,8599,9826
39117,70,0.87848565,0.009464686,0.933950743,0.018081281,0.5864,37.0,8632,9826
39117,71,0.824241807,0.001119479,0.904657711,0.039181763,0.5523,41.6,8099,9826
39119,0,0.0,0.0,0.0,0.0,0.0,14.8,0,44894
39119,1,0.0,0.0,0.0,0.0,0.0,14.5,0,44894
39119,2,0.0,0.0,0.0,0.0,0.0,15.8,0,44894
39119,3,0.0,0.0,0.0,0.0,0.0,14.8,0,44894
39119,4,0.0,0.0,0.0,0.0,0.0,14.4,0,44894
39119,5,0.0,0.0,0.0,0.0,0.0,20.5,0,44894
39119,6,0.0,0.0,0.0,0.0,0.0,17.0,0,44894
39119,7,0.0,0.0,0.0,0.0,0.0,20.0,0,44894
39119,8,0.0,0.0,0.0,0.0,0.0,17.3,0,44894
39119,9,0.0,0.0,0.0,0.0,0.0,28.7,0,44894
39119,10,0.0,0.001433005,0.0,0.0,0.0005,35.7,0,44894
39119,11,0.004299015,0.001433005,0.000716503,0.001433005,0.0023,36.4,193,44894
39119,12,0.0,0.001722576,0.000716503,0.001433005,0.0006,39.5,0,44894
39119,13,0.000868713,0.000452944,0.000861288,0.001433005,0.0006,27.2,39,44894
39119,14,0.001358968,0.000452944,0.001087783,0.000193077,0.001,30.6,61,44887
39119,15,0.000779736,0.000163373,0.001217739,0.000297042,0.0006,19.5,35,44887
39119,16,0.000467841,0.0,0.001295712,0.000452989,0.0005,20.5,21,44887
39119,17,0.0,0.0,0.00057921,0.000259912,0.0001,30.1,0,44887
39119,18,0.0,2.97e-05,0.00057921,0.000155947,0.0001,26.9,0,44887
39119,19,8.91e-05,2.97e-05,0.000449276,0.0,0.0002,30.0,4,44887
39119,20,8.91e-05,0.000222782,0.000237634,0.0,0.0002,24.9,4,44887
39119,21,0.000668345,0.000534676,0.000219069,0.0,0.0005,32.6,30,44887
39119,22,0.001693141,0.000534676,0.000423285,0.0,0.001,25.9,76,44887
39119,23,0.001693141,0.000341599,0.000705475,8.17e-05,0.001,26.3,76,44887
39119,24,0.001448048,0.0,0.000946817,8.17e-05,0.0008,28.8,65,44888
39119,25,0.001448048,0.0,0.001173306,8.17e-05,0.0009,29.5,65,44888
39119,26,0.001448048,0.0,0.001399795,0.000111388,0.0009,23.8,65,44888
39119,27,0.001113883,0.0,0.001474052,0.000111388,0.0008,21.7,50,44888
39119,28,0.001113883,0.0,0.001377509,0.000297036,0.0008,20.8,50,44888
39119,29,0.000556942,0.0,0.001188142,0.000215351,0.0005,21.6,25,44888
39119,30,0.000467831,0.0,0.001024773,0.000334165,0.0004,18.9,21,44888
39119,31,0.000111388,0.0,0.000801996,0.000148518,0.0002,20.9,5,44888
39119,32,0.000111388,0.0,0.000579219,0.00012624,0.0002,19.2,5,44888
39119,33,8.91e-05,0.0,0.000408424,7.43e-06,0.0001,21.2,4,44888
39119,34,8.91e-05,0.0,0.000237628,7.43e-06,0.0001,20.8,4,44888
39119,35,8.91e-05,0.0,0.000159657,0.0,0.0001,21.3,4,44888
39119,36,8.91e-05,0.0,9.65e-05,0.0,0.0001,20.2,4,44888
39119,37,8.91e-05,0.0,9.28e-05,0.0,0.0001,22.8,4,44888
39119,38,8.91e-05,0.0,8.91e-05,2.97e-05,0.0001,28.2,4,44888
39119,39,0.0,0.0,7.43e-05,2.97e-05,0.0,26.4,0,44876
39119,40,0.0,0.0,5.94e-05,2.97e-05,0.0,23.7,0,44876
39119,41,0.0,0.0,4.46e-05,0.0,0.0,21.2,0,44876
39119,42,0.0,0.000222836,2.97e-05,0.0,0.0001,18.3,0,44876
39119,43,0.000668509,0.000222836,0.00012627,0.0,0.0004,11.8,30,44876
39119,44,0.000668509,0.000222836,0.000222836,0.0,0.0004,9.5,30,44876
39119,45,0.000668509,7.43e-06,0.000334254,0.0,0.0004,8.5,30,44876
39119,46,0.000690792,7.43e-06,0.000449386,0.000200553,0.0004,3.7,31,44876
39119,47,8.91e-05,7.43e-06,0.000464242,0.000200553,0.0001,4.7,4,44876
39119,48,8.91e-05,6.68e-05,0.000479098,0.000200553,0.0002,4.6,4,44877
39119,49,0.000289681,6.68e-05,0.00041596,9.66e-05,0.0002,6.3,13,44877
39119,50,0.0,6.68e-05,0.000304541,9.66e-05,0.0001,8.5,0,44877
39119,51,0.0,0.000445663,0.000193123,9.66e-05,0.0002,11.4,0,44877
39119,52,0.001336988,0.000445663,0.000300823,0.0,0.0008,12.8,60,44877
39119,53,0.001336988,0.000445663,0.000508798,0.0,0.0008,14.3,60,44877
39119,54,0.001336988,0.0,0.000716774,0.0,0.0007,14.5,60,44877
39119,55,0.001336988,0.0,0.000891325,0.000445663,0.0007,16.8,60,44877
39119,56,0.0,0.000148554,0.000891325,0.000445663,0.0002,22.9,0,44877
39119,57,0.000445663,0.000170837,0.000965602,0.000445663,0.0004,23.7,20,44877
39119,58,0.000512512,0.000564506,0.00082819,0.0,0.0006,33.5,23,44877
39119,59,0.001693518,0.003684144,0.000887611,0.0,0.0022,42.8,76,44877
39119,60,0.011498095,0.005630204,0.002581129,0.0,0.0072,40.1,516,44877
39119,61,0.017403124,0.006914749,0.005258819,0.0,0.0107,42.8,781,44877
39119,62,0.022433113,0.012252971,0.008997671,0.0,0.0155,49.2,1007,44889
39119,63,0.048252356,0.010284628,0.016965453,0.002777221,0.0269,48.2,2166,44889
39119,64,0.039920693,0.066638449,0.023533483,0.002777221,0.0449,59.2,1792,44889
39119,65,0.214016797,0.085633451,0.058920696,0.002777221,0.13,59.7,9607,44889
39119,66,0.296821047,0.089479977,0.106474522,0.0,0.1767,52.6,13324,44889
39119,67,0.308360623,0.031856357,0.154967438,0.0,0.1732,40.6,13842,44889
39119,68,0.309585867,0.00425494,0.202826231,0.001544551,0.1759,36.1,13897,44889
39119,69,0.304952215,0.005621273,0.245609541,0.001544551,0.1852,30.7,13689,44889
39119,70,0.320590791,0.005212858,0.29238789,0.001551976,0.203,29.8,14391,44889
39119,71,0.320568513,0.005212858,0.31014651,0.010834373,0.2065,33.8,14390,44889
42053,0,0.0,0.0,0.0,0.0,0.0,8.2,0,6866
42053,1,0.0,0.0,0.0,0.0,0.0,9.5,0,6866
42053,2,0.0,0.0,0.0,0.0,0.0,12.1,0,6866
42053,3,0.0,0.0,0.0,0.0,0.0,11.7,0,6866
42053,4,0.0,0.0,0.0,0.0,0.0,14.6,0,6866
42053,5,0.0,0.0,0.0,0.0,0.0,19.6,0,6866
42053,6,0.0,4.85e-05,0.0,0.0,0.0,23.6,0,6866
42053,7,0.000145645,4.85e-05,2.43e-05,0.0,0.0001,24.6,1,6866
42053,8,0.000145645,0.000145645,4.85e-05,0.0,0.0001,21.7,1,6866
42053,9,0.000436936,0.005680163,0.000121371,0.0,0.0022,20.8,3,6866
42053,10,0.017186135,0.005680163,0.002985727,0.005631615,0.009,22.9,118,6866
42053,11,0.00029129,0.005583066,0.003034275,0.005631615,0.0023,20.1,2,6866
42053,12,0.00029129,0.0,0.003082824,0.005631615,0.0003,25.7,2,6866
42053,13,0.00029129,0.0,0.003107098,4.85e-05,0.0009,28.3,2,6866
42053,14,0.000145645,0.0,0.003107098,4.85e-05,0.0008,28.4,1,6866
42053,15,0.000145645,0.0,0.003058549,9.71e-05,0.0008,41.4,1,6866
42053,16,0.0,0.0,0.000194194,4.85e-05,0.0,31.8,0,6866
42053,17,0.0,0.0,0.000145645,4.85e-05,0.0,26.9,0,6866
42053,18,0.0,0.0,9.71e-05,0.0,0.0,28.4,0,6866
42053,19,0.0,0.0,4.85e-05,0.0,0.0,34.2,0,6866
42053,20,0.0,0.000339839,2.43e-05,0.0,0.0001,25.8,0,6866
42053,21,0.001019516,0.000339839,0.000169919,0.0,0.0006,24.8,7,6866
42053,22,0.001019516,0.000388387,0.000339839,0.0,0.0006,26.9,7,6866
42053,23,0.001165162,4.85e-05,0.000534032,0.0,0.0006,28.0,8,6866
42053,24,0.001165162,4.85e-05,0.000728226,0.0,0.0007,25.9,8,6866
42053,25,0.001165162,0.0,0.00092242,0.0,0.0007,25.9,8,6866
42053,26,0.001165162,0.0,0.001116613,0.0,0.0007,29.7,8,6866
42053,27,0.001165162,0.0,0.001140887,0.0,0.0008,26.8,8,6866
42053,28,0.001165162,0.0,0.001165162,0.0,0.0008,28.5,8,6866
42053,29,0.001165162,0.001796291,0.001165162,0.0,0.0014,30.6,8,6866
42053,30,0.006554034,0.001796291,0.002063307,0.00092242,0.0037,25.0,45,6866
42053,31,0.003786775,0.001796291,0.002500243,0.00092242,0.0027,26.4,26,6866
42053,32,0.003786775,0.002330323,0.002937178,0.00092242,0.003,22.2,26,6866
42053,33,0.010777745,0.022380814,0.004539276,0.0,0.0133,20.5,74,6866
42053,34,0.070929216,0.024371298,0.016166618,0.0,0.0409,32.3,487,6866
42053,35,0.07690067,0.022040975,0.028789203,0.022720652,0.0434,21.1,528,6866
42053,36,0.008738712,0.001990485,0.029153316,0.022866298,0.0092,21.1,60,6866
42053,37,0.008301777,0.061947762,0.029905816,0.022866298,0.0302,24.1,57,6866
42053,38,0.194145063,0.061947762,0.061632197,0.064763569,0.1083,27.4,1333,6866
42053,39,0.00029129,0.061947762,0.059884455,0.064617924,0.0303,26.7,2,6866
42053,40,0.00029129,0.0,0.048111467,0.064715021,0.0057,33.1,2,6866
42053,41,0.0,0.0,0.035294689,9.71e-05,0.0088,25.6,0,6866
42053,42,0.0,4.85e-05,0.033838237,9.71e-05,0.0085,19.7,0,6866
42053,43,0.000145645,4.85e-05,0.032478881,4.85e-05,0.0082,18.7,1,6866
42053,44,0.0,4.85e-05,0.000121371,4.85e-05,0.0,16.4,0,6866
42053,45,0.0,0.0,7.28e-05,4.85e-05,0.0,15.6,0,6866
42053,46,0.0,0.0,2.43e-05,0.0,0.0,11.5,0,6866
42053,47,0.0,0.0,2.43e-05,0.0,0.0,9.7,0,6866
42053,48,0.0,0.0,2.43e-05,0.0,0.0,8.8,0,6866
42053,49,0.0,0.0,0.0,0.0,0.0,7.8,0,6866
42053,50,0.0,0.0,0.0,0.0,0.0,8.7,0,6866
42053,51,0.0,0.0,0.0,0.0,0.0,7.9,0,6866
42053,52,0.0,0.0,0.0,0.0,0.0,7.3,0,6866
42053,53,0.0,0.0,0.0,0.0,0.0,7.5,0,6866
42053,54,0.0,0.0,0.0,0.0,0.0,9.5,0,6866
42053,55,0.0,0.0,0.0,0.0,0.0,14.3,0,6866
42053,56,0.0,0.0,0.0,0.0,0.0,21.2,0,6866
42053,57,0.0,0.0,0.0,0.0,0.0,23.0,0,6866
42053,58,0.0,0.0,0.0,0.0,0.0,25.5,0,6866
42053,59,0.0,0.0,0.0,0.0,0.0,26.5,0,6866
42053,60,0.0,0.0,0.0,0.0,0.0,20.7,0,6866
42053,61,0.0,0.0,0.0,0.0,0.0,23.8,0,6866
42053,62,0.0,0.0,0.0,0.0,0.0,18.3,0,6866
42053,63,0.0,0.003204195,0.0,0.0,0.0011,17.2,0,6866
42053,64,0.009612584,0.00669968,0.001602097,0.0,0.0066,41.4,66,6866
