cv_seed,horizon,fipsCode,target_day,n,truth_mean,truth_max,truth_peak_hour,truth_net_change,T_mean,T_max,T_peak_hour,T_net_change,S_mean,S_max,S_peak_hour,S_net_change,P_true_mean,P_true_max,P_true_peak_hour,P_true_net_change,P_pred_mean,P_pred_max,P_pred_peak_hour,P_pred_net_change,N_true_mean,N_true_max,N_true_peak_hour,N_true_net_change,N_pred_mean,N_pred_max,N_pred_peak_hour,N_pred_net_change,D_true_mean,D_true_max,D_true_peak_hour,D_true_net_change,D_pred_mean,D_pred_max,D_pred_peak_hour,D_pred_net_change,R_true_mean,R_true_max,R_true_peak_hour,R_true_net_change,R_pred_mean,R_pred_max,R_pred_peak_hour,R_pred_net_change,P_true_hours_gt05,P_pred_hours_gt05,gust_max,customers_min,customers_max
42,1,39117,5,24,0.03157083333333333,0.0406,120,-0.023899999999999998,0.028686533201973344,0.044941952220338637,120,-0.033848430355003775,,,,,0.04727678275,0.061876654,120,-0.03673926300000001,0.03960866247078607,0.06351920198897687,120,-0.04783328075758446,9.18725e-05,0.000712396,127,3.39e-05,0.0012662643927374472,0.003010529728834356,130,-0.0008602869436268804,0.05118153083333334,0.063640681,120,-0.037197232000000004,0.05057022471610465,0.07695013639465655,120,-0.05810286623523038,0.0016382252916666666,0.006615103,136,3.3924000000000036e-05,0.002426805028253523,0.0054570280715464554,130,-0.0011169893710701382,15,10,43.9,9826,9826
42,1,39117,6,24,0.014383333333333331,0.0215,155,-0.0075,0.00619391346978197,0.010419602011015423,144,-0.008650290968213863,,,,,0.021545729083333336,0.035518013,155,-0.012517809999999999,0.009075487925942085,0.014638094562904325,144,-0.011991853209653522,0.0006459550833333333,0.004783228,154,-3.39e-05,0.00039604558225060546,0.0008227513057747049,158,-0.00047529999697485086,0.022600894458333336,0.028071782,159,-0.009328991000000002,0.00997927160023631,0.0177008801631399,144,-0.014867935246039425,0.0011180655,0.003528055,161,0.0013569440000000001,0.0006971555444165355,0.0014575189449068347,159,-0.00029789126098600196,0,0,29.1,9826,9826
42,1,39117,7,24,0.004662499999999999,0.0085,168,-0.007000000000000001,0.0015058506581867176,0.002277928057039093,177,-0.0003888569468550832,,,,,0.0067211140833333335,0.012008956,168,-0.010075311,0.0020432016019147994,0.0026456817783353796,177,-0.00032709084223002134,9.328699999999999e-05,0.000610625,181,0.0,0.00027892740516615594,0.0020037876712629826,177,-6.356575827071956e-08,0.008023639125,0.015265622,168,-0.012229459,0.0024975349397197122,0.0031494218756803814,184,-0.0010230514091910587,0.0005682125833333334,0.001967569,180,-0.001119479,0.00033438309317284677,0.0006727848356497612,179,2.235509649915117e-05,0,0,25.4,9826,9826
42,1,39117,8,24,0.0007833333333333334,0.0014,192,-0.0011,0.0012709621345651145,0.0014514663197574087,214,0.0002754564876206848,,,,,0.001102517125,0.002035416,200,-0.001424791,0.0019459251462458636,0.002243708210636506,211,0.000207964700526474,4.2388750000000006e-05,0.000135694,212,0.0,0.0001140932264320449,0.00019836236499273208,201,1.74734587284783e-05,0.0013371554166666667,0.002781736,192,-0.0023916149999999997,0.0019364851568511416,0.002482258990419331,215,0.0007026480160147628,0.00011165337499999999,0.000339236,202,-0.000237465,0.0003146184239723188,0.0005204172823876247,209,-0.00010492892851436935,0,0,21.0,9826,9826
42,1,39119,3,23,0.13041739130434782,0.191,73,-0.1457,0.15638511953564638,0.21058870265352958,73,-0.12372993153840839,,,,,0.1921235847391305,0.288963643,73,-0.232111032,0.22279157986407228,0.31832203476832277,74,-0.200138119924118,0.00021599704347826084,0.001455474,85,-0.00028961,0.0010773624931850068,0.0018967307863586216,93,0.0005382970044140009,0.21824573952173915,0.305459307,73,-0.21399091200000003,0.2714257140698801,0.34011250646225055,73,-0.17538721178830421,0.010750750869565218,0.029540189,93,-0.008242738,0.009650178000672801,0.016261744983365436,92,0.0001628457323003857,23,23,24.9,44888,44888
42,1,39119,4,24,0.024829166666666663,0.0411,96,-0.0336,0.06661999502462712,0.08948439893112317,96,-0.06086964949124829,,,,,0.03597437879166667,0.055827838,97,-0.044514027,0.08996090333301106,0.12585309649344859,96,-0.09290162807739463,0.0006608890416666667,0.004834254,108,0.000601342,0.0007618373107051143,0.001774740373915752,112,-2.0664394575717468e-05,0.04184361645833334,0.075580705,96,-0.064500774,0.12278678682946141,0.15654212849937005,96,-0.09515034995576116,0.0025833850833333334,0.009717675,111,-0.000816848,0.003277060746894562,0.00557957723782295,115,-0.000858217667513582,3,19,35.7,44888,44901
42,1,39119,5,24,0.006183333333333333,0.0168,127,-0.0066,0.022590784345366963,0.03103640605154669,129,-0.023746038324305527,,,,,0.008908487583333333,0.027148616,128,-0.010445201999999999,0.02757608287174977,0.04123590267578493,129,-0.03140932321608975,0.0007977409583333335,0.005256008,127,-0.000601342,0.0007826936659780639,0.0013886524394306928,126,-0.00043516094616388365,0.009851921166666666,0.019182943,129,-0.009042115,0.04583460648363277,0.058576314801134836,130,-0.04434629163287192,0.0012007919166666665,0.006480925,130,0.000141046,0.001722432073334586,0.0035272338643877405,131,-0.0005657020150571117,0,0,35.2,44901,44901
42,1,39119,6,24,0.0005916666666666667,0.0012,156,-0.0007,0.0038240616160038856,0.006448793861069462,144,-0.005197142501415553,,,,,0.0008612227083333333,0.002071223,156,-0.001113503,0.004632844496428547,0.00825841111929355,144,-0.007099726587331124,4.8562375e-05,0.000311797,155,-3.71e-05,0.00022016821830485347,0.0007621925413275289,158,0.0003446595456136671,0.0009781392083333333,0.001358544,156,-0.001120913,0.00782584802680561,0.012597443123016337,144,-0.010035883035275805,9.188154166666668e-05,0.000423168,158,-7.4e-06,0.0006259706567563488,0.0014519968568560203,155,-0.00031088051371064,0,0,29.2,44878,44901
42,1,39119,7,24,0.0001375,0.0007,179,0.0,0.0017422901781017827,0.005228679894079566,179,-0.0015486770056801504,,,,,0.00020331175,0.001225545,179,-4.46e-05,0.001736167782923838,0.006987014045664748,179,-0.0010303601943633099,7.334299999999999e-05,0.00048279,178,0.0,0.0015912969488135586,0.0053582347707594935,179,-0.0003418164123237955,0.0002037742916666667,0.000493911,182,1.4806999999999996e-05,0.0029359446875271873,0.005399180204333413,181,-0.0014483681370712014,7.395329166666666e-05,0.000445653,179,4.45e-05,0.0012352783316146696,0.004629517102569245,181,1.8252800256217806e-06,0,0,18.9,44878,44896
42,1,39119,8,24,0.0001625,0.0007,205,0.0,0.00014080891801005718,0.0012968241530708976,205,0.0,,,,,0.00021531204166666667,0.001135984,206,0.0,0.0007911827892541782,0.0015394206574010818,205,-6.290604770645147e-05,5.847125e-05,0.000319263,203,-2.97e-05,0.00040751811028154426,0.000962316545423093,205,-2.2796836867140314e-05,0.00022194883333333333,0.00070535,206,-3.710000000000001e-05,0.001436817425378543,0.002059070283401522,206,-0.0002332676320662935,5.9682208333333334e-05,0.000348791,206,-2.97e-05,0.0006773202343864001,0.001390623060008248,204,0.00023686282940779593,0,0,16.0,44894,44917
42,1,42053,3,23,0.2354739130434782,0.5447,77,-0.13060000000000002,0.06368629517677257,0.10204416385264245,75,-0.06309228771804476,,,,,0.34292971521739135,0.969405594,77,-0.102709791,0.0938904573821745,0.15844868172047488,75,-0.10014467242594291,0.03844886991304348,0.243055556,75,-0.195367133,0.005137695992031521,0.01777385730251702,74,-0.014269742412363808,0.35730628286956523,0.785693473,79,-0.09764453899999999,0.10128861290745562,0.14501807778542508,78,-0.07232359476635755,0.04483168013043478,0.128642191,79,-0.032439745,0.009902346001721738,0.011668490373698027,83,-0.00040889788249135785,15,17,41.9,6864,6864
42,1,42053,4,24,0.016595833333333334,0.075,109,0.0333,0.02087718833934792,0.032624361221029415,115,0.004649640883420559,,,,,0.023886703666666665,0.142191142,109,0.049679487,0.0357104397670592,0.057423062020211024,115,0.006139916863273795,0.009174276375,0.046522922,108,0.000777001,0.0044350133421377095,0.008297340883717119,113,0.000733844276534828,0.018303022125000002,0.059950466,119,0.055434149,0.02216841163033226,0.03373544560441208,118,0.008117448189545847,0.007450305833333334,0.046571484,110,0.007672883,0.005013451448070235,0.009800865127106824,117,0.000925334060626129,6,4,41.8,6864,6864
42,1,42053,5,24,0.015154166666666668,0.026,120,-0.008299999999999998,0.016556948472510522,0.021404881130761905,142,0.002822439055066451,,,,,0.021567841666666667,0.038461538,138,-0.006264569000000001,0.027731847900063705,0.03518163601587951,142,0.005613471966504531,0.0016410110416666664,0.008304196,135,-0.000825526,0.0034843492978473955,0.005463345734763408,131,0.001963133526836085,0.024773981833333333,0.056891026,120,-0.025471057,0.018723661982872068,0.024929684109175183,120,-0.0008388179881511047,0.002543468083333333,0.008158508,120,-0.008158508,0.0043622843747956495,0.006082907247817552,137,-0.0009965803110978406,0,0,40.8,6864,6864
42,1,42053,6,24,0.013954166666666669,0.0376,155,-0.0171,0.012125635324972092,0.02122412627536319,144,-0.01756957704597739,,,,,0.01913364404166667,0.060751748,154,-0.024621212,0.01773489849421182,0.03645885576827426,144,-0.03206596705300258,0.003676597375,0.012043512,153,-4.86e-05,0.0024213770680063334,0.004341245131040148,155,-0.0002683817623076916,0.021971518083333332,0.042783605,156,-0.029113248,0.01792443433146666,0.025318880836879054,144,-0.019721771818816587,0.004698426624999999,0.020250583,156,0.0,0.0029691462938151807,0.004263263462652103,158,-0.0028118634673547967,3,0,36.0,6864,6864
42,1,42053,7,24,0.0010916666666666668,0.0024,185,0.0005,0.004850243917523846,0.008650256409418097,181,-0.00011617578207204779,,,,,0.0016875484583333334,0.003933566,180,0.0,0.00572536908579966,0.01013571496352672,181,0.0013133534551136314,0.00016389758333333333,0.001214064,179,0.0,0.002796890640154878,0.0056757937881698,181,-0.000651545460910186,0.001535792125,0.003787879,185,0.002428127,0.0068358741240457585,0.012474423501822296,182,-0.001697016651765435,0.00016389549999999998,0.001214064,189,0.001214064,0.0012778397186166575,0.003046757432101306,181,-0.00010777910142422764,0,0,20.6,6864,6864
42,1,42053,8,24,5.833333333333334e-05,0.0005,192,-0.0005,0.002532975356660714,0.003483291935254778,205,-0.0010799559120944773,,,,,1.822425e-05,0.000437382,201,0.0,0.0036368849687443538,0.004807059704978649,204,-0.0013242028591856072,1.822425e-05,0.000145794,200,0.0,0.0013314907898204509,0.0022586158212445414,202,0.0001710647734551315,0.000169983,0.001821096,192,-0.001821096,0.002714216649992202,0.004283684513958063,205,-0.0024542248737320924,1.822425e-05,0.000145794,201,0.0,0.0006635456977223632,0.0010624889260245549,209,-3.408779303492541e-05,0,0,20.4,6859,6859
42,1,42131,3,23,0.016678260869565215,0.1648,81,0.0,0.00035989841310017087,0.002539004667802592,80,0.0,,,,,0.020256993869565216,0.306100161,81,0.0,0.0007474109709273996,0.002792273747581033,80,0.00029004206915193365,0.014023198565217393,0.101808033,80,0.0,0.000585806888475771,0.002753054899646362,80,5.690038778503765e-05,0.020256994217391303,0.076672387,85,8.67e-06,0.0007262941697988767,0.002177325208203135,80,7.764323106591829e-05,0.01402319817391304,0.098618406,81,0.0,0.0005747425269877565,0.0015584371524940013,73,-0.0015041672305309564,2,0,38.9,19229,19229
42,1,42131,4,24,0.00047916666666666664,0.0053,119,0.0053,4.735930533814627e-05,0.0011366233281155105,119,0.0011366233281155105,,,,,0.000762736,0.008840813,118,0.008840813,0.0003826974234770637,0.001543438385702049,119,0.0008367749864621072,0.00038785912500000004,0.002998943,117,0.002946938,0.0002459994870748501,0.001128591381298191,116,0.0004051748137833912,0.00020693004166666667,0.002990275,119,0.002990275,0.0005301448654110513,0.0015533790620002822,119,0.000766074549387097,1.9487500000000003e-05,6.93e-05,113,0.0,0.00015358948492889403,0.0004237287735747986,117,0.00021996504925952758,0,0,33.3,19229,19229
42,1,42131,5,24,0.0058,0.0162,141,0.0034999999999999996,0.001801127321270854,0.005420091433575122,142,0.003110389306844475,,,,,0.008689132375,0.029642727,141,0.006344584,0.002585756498076123,0.009112120570492386,142,0.0044320679958704725,0.0016208109166666667,0.009880909,140,0.0,0.00104710333620823,0.0035431890518935437,142,0.002456437901330248,0.0075872813333333336,0.013018531,131,0.006093227,0.002184455134949607,0.0036464610857878227,143,0.002186602752245557,0.0013571789583333334,0.005928545,143,0.005131138,0.0007135497714054869,0.0015355446851226505,139,0.0006884184503069055,0,0,33.0,19229,19229
42,1,42131,6,24,0.0007541666666666668,0.0073,144,-0.0073,0.0010891324223420735,0.003817043256529841,144,-0.003817043256529841,,,,,0.0006283894583333332,0.011857091,144,-0.011857091,0.001420221162604969,0.006103591342297639,144,-0.005853457330818803,1.2987500000000002e-05,5.2e-05,163,0.0,0.0003378046962459061,0.0018713331943554122,144,-0.001738064626609826,0.00228278875,0.012897187,146,-0.012481186,0.002877215542546233,0.006572178393911436,147,-0.003024932677707262,0.00064428425,0.005443167,144,-0.005425867,0.000506024052677522,0.0015790210859824723,145,-0.0012725691706987406,0,0,32.2,19229,19229
42,1,42131,7,24,0.0,0.0,168,0.0,0.0,0.0,168,0.0,,,,,0.0,0.0,168,0.0,0.0004199365562856303,0.0018688447147056481,185,-8.68459483824069e-06,0.0,0.0,168,0.0,0.00018218155362650587,0.0003780847246495978,169,7.695909132648547e-05,3.24875e-06,2.6e-05,168,-2.6e-05,0.0001879638671303808,0.0007915464062964152,168,-0.0007245284702870577,7.208333333333333e-07,1.73e-05,168,-1.73e-05,7.69061868975869e-05,0.00019914960644591012,185,1.7411911656806022e-05,0,0,19.6,19229,19229
42,1,42131,8,24,0.0,0.0,192,0.0,0.0,0.0,192,0.0,,,,,4.333333333333333e-06,5.2e-05,209,0.0,0.00016676036937417684,0.0006117066864764754,202,-0.0005007729098195956,2.1625e-06,1.73e-05,208,0.0,8.870854013823101e-05,0.0002751944713262623,192,-0.00026040375019197623,4.326666666666666e-06,1.73e-05,210,8.67e-06,6.655645951192321e-05,0.000273942210054346,205,-2.27877590047102e-05,2.1625e-06,1.73e-05,210,0.0,9.653227296844996e-05,0.00035975024909454343,204,-0.0001552551872912632,0,0,21.7,19229,19229
42,1,54007,3,23,0.0005173913043478261,0.0027,82,0.0,0.0004421458674302043,0.0023029037502390512,83,0.0,,,,,0.000721994086956522,0.004528872,81,0.0,0.0011288026652522389,0.005200712999148356,83,0.0003548110281306943,0.00020237252173913045,0.001383822,80,-4.19e-05,0.0004536553287927,0.0011360590968429642,79,-0.0007949659726111086,0.0007219981304347829,0.002453139,83,2.1e-05,0.0004494669012149432,0.002421644361103384,88,0.0,0.00020237269565217392,0.001509624,84,0.0,0.000913320494462883,0.0031253203482512473,73,-0.003096155613213934,0,0,28.9,7949,7949
42,1,54007,4,24,0.0011208333333333333,0.008,113,0.0005,0.003331262014267339,0.010715883069013455,119,0.010715883069013455,,,,,0.0015358326666666665,0.014089823,113,0.000754812,0.0053917829305897376,0.016262206954598464,119,0.015695834733021528,0.0005870745833333333,0.004361136,111,0.0,0.0016235944751218838,0.003717496863548477,114,0.0028006527560155243,0.0014537117916666668,0.005472386,115,0.000943515,0.0033855653840540074,0.01341999268851027,119,0.01281776284849519,0.0005556254166666667,0.00440307,115,0.0,0.0012398448337255696,0.0030655455522000962,112,0.0017665911298753816,0,0,42.2,7949,7949
42,1,54007,5,24,0.021133333333333334,0.0778,143,0.0773,0.00798324116429156,0.026120065687316448,143,0.018002163750179836,,,,,0.032336352625,0.134104919,143,0.133350107,0.012038541234053879,0.04311695974444537,143,0.02930690398008379,0.010301785041666666,0.036566444,128,0.010231895,0.0038915657329113645,0.012253526556845027,139,0.00290722031059294,0.020503976791666666,0.086195329,143,0.085377616,0.007726542291304796,0.030077377303126443,143,0.021442244237433173,0.005248738583333333,0.030989223,129,0.009854489,0.0012585890867516925,0.0025962862158657794,143,0.0009868600991950242,5,0,40.9,7949,7949
42,1,54007,6,24,0.06405,0.1154,155,-0.048299999999999996,0.015966025298877556,0.025459143865840455,144,-0.02431125076069812,,,,,0.09357571183333334,0.186941754,155,-0.08051327200000001,0.02353899680268805,0.04034716740953805,153,-0.03575065894774741,0.005727487583333334,0.039501824,153,-0.002222502,0.0007238105268706864,0.0024441814136986076,144,-0.002428716126254815,0.102380977375,0.166666667,158,-0.062984862,0.02611309758826937,0.03904776132707802,144,-0.037403372835275006,0.009835269291666667,0.040424372,159,-0.004612739999999999,0.0023118150366975023,0.005618948339626717,158,-0.0018990667140878468,19,0,34.3,7949,7949
42,1,54007,7,24,0.0064375,0.016,168,-0.0157,0.0007432693858289521,0.002191633142024423,179,-0.0015412231312454323,,,,,0.008795655708333334,0.021386338,168,-0.021386338,0.0013006158555175142,0.0029551790599641682,168,-0.00117262231332968,0.00019394333333333332,0.000754812,184,0.0,0.0003332165603299831,0.0014001929590798058,180,0.00013823996869853834,0.01187343629166667,0.030947289,168,-0.029689269,0.00207792449725968,0.004193323290824847,179,-0.0008793836792709965,0.0011689101666666666,0.00251604,168,-0.00247414,0.0006502785709062423,0.002156924068459588,180,-0.000390354447203389,0,0,14.1,7949,7949
42,1,54007,8,24,0.0016583333333333335,0.0049,208,0.0004,0.0,0.0,192,0.0,,,,,0.00240072125,0.008051327,206,0.000880614,0.0006081699739088198,0.0011639745346430984,214,-0.0001492139159497576,0.0004874813333333333,0.002390238,204,0.0,0.00014101227445860164,0.0005121742228153085,206,-0.0003159254489860473,0.0023526732916666665,0.007422317,208,2.09670000000001e-05,0.0008881545749190255,0.0012316871582546385,203,-0.00022670622986865755,0.00045253625,0.002557974,210,-4.19e-05,0.0002256884154795833,0.0007291443040782469,206,-8.641038694618249e-05,0,0,13.0,7949,7949
42,1,54013,3,23,0.0005652173913043478,0.0027,73,-0.0027,0.0008918242980343635,0.0030301679303506605,73,-0.0030301679303506605,,,,,0.0006364198260869566,0.003716609,84,-0.000465116,0.000957358808931327,0.0037778155122917033,80,-0.0005191689076581128,0.000151514,0.001006581,83,0.0,0.0002789028517676857,0.001023199858461216,82,8.467172062685699e-05,0.0011133307391304346,0.01003876,73,-0.010000060000000002,0.0023533086328353264,0.012337491628828587,73,-0.011863730896589335,0.00017505304347826086,0.00116144,84,-7.75e-05,0.00042145799959209613,0.002618725399197316,73,-0.002532300602749006,0,0,30.4,4300,4305
42,1,54013,4,24,0.0005375,0.003,115,0.0005,0.001487956451439932,0.004404807166320266,114,0.0027146032529774397,,,,,0.0007646147916666666,0.005342625,114,0.0,0.0027129441434402043,0.008339692954240245,114,0.0033233801993662387,0.00022260937500000002,0.001780875,113,0.0,0.00034957856611552676,0.0011664911650652785,112,-8.995005239782001e-06,0.0007017034166666667,0.003058459,116,0.002090592,0.0017807455333024031,0.004573036139521861,119,0.004194814242182266,0.00022260937499999996,0.001780875,116,0.0,0.0003796005678490277,0.0009665496258910704,115,0.000164230711414003,0,0,38.0,4305,4305
