split_seed,outer_fold,kind,target,inner_fold,best_iteration,refit_rounds,actual_trees,training_rows,training_counties,validation_rows,weight_mean,row_weight_ess,model_id
20260918,2,a,P_anchor_a_t01h,1,38,73,73,16445,115,5148,0.010062883290226211,2360.673400401161,1370beea2a4178a7b4c9d6c701864d263f5ea4fc52673e9da4041e25fcfbc4cc
20260918,2,a,P_anchor_a_t01h,3,68,73,73,16445,115,5148,0.015459053112100926,833.4073934968659,1370beea2a4178a7b4c9d6c701864d263f5ea4fc52673e9da4041e25fcfbc4cc
20260918,2,a,P_anchor_a_t01h,4,95,73,73,16159,113,5434,0.013752481251930643,683.9912416068033,1370beea2a4178a7b4c9d6c701864d263f5ea4fc52673e9da4041e25fcfbc4cc
20260918,2,b,P_excess_b_t01h,0,362,393,393,20449,143,6864,0.9171621725087965,19905.395485192388,03525a860d471ae147de7702b8c0c6d1d5dccd60494b738f46efa522e08ed125
20260918,2,b,P_excess_b_t01h,1,26,393,393,20592,144,6721,0.9206337351692779,20152.37670428022,03525a860d471ae147de7702b8c0c6d1d5dccd60494b738f46efa522e08ed125
20260918,2,b,P_excess_b_t01h,3,1166,393,393,20449,143,6864,0.9166685192160252,19899.7730706776,03525a860d471ae147de7702b8c0c6d1d5dccd60494b738f46efa522e08ed125
20260918,2,b,P_excess_b_t01h,4,18,393,393,20449,143,6864,0.9223461429333438,19974.480948835328,03525a860d471ae147de7702b8c0c6d1d5dccd60494b738f46efa522e08ed125
20260918,3,direct,P_direct_l2_t01h,0,45,176,176,20449,143,6864,1.0,20449.0,3f335f6a5bb31978c1a63e520518bc557f9765af30f8ce2a239720929bf7aedd
20260918,3,direct,P_direct_l2_t01h,1,137,176,176,20592,144,6721,1.0,20592.0,3f335f6a5bb31978c1a63e520518bc557f9765af30f8ce2a239720929bf7aedd
20260918,3,direct,P_direct_l2_t01h,2,270,176,176,20449,143,6864,1.0,20449.0,3f335f6a5bb31978c1a63e520518bc557f9765af30f8ce2a239720929bf7aedd
20260918,3,direct,P_direct_l2_t01h,4,254,176,176,20449,143,6864,1.0,20449.0,3f335f6a5bb31978c1a63e520518bc557f9765af30f8ce2a239720929bf7aedd
20260918,3,a,P_anchor_a_t01h,0,79,75,75,15587,109,5863,0.01859197286116707,925.9675155517803,2a70de598c2b357cb81e93d009bb61d688208ef5f776097145a35bd1e3f0b1e7
20260918,3,a,P_anchor_a_t01h,1,34,75,75,16302,114,5148,0.012426013609520373,1666.6935422710965,2a70de598c2b357cb81e93d009bb61d688208ef5f776097145a35bd1e3f0b1e7
20260918,3,a,P_anchor_a_t01h,2,75,75,75,16445,115,5005,0.015459053112100926,833.4073934968659,2a70de598c2b357cb81e93d009bb61d688208ef5f776097145a35bd1e3f0b1e7
20260918,3,a,P_anchor_a_t01h,4,115,75,75,16016,112,5434,0.016190753165870275,789.0416687109903,2a70de598c2b357cb81e93d009bb61d688208ef5f776097145a35bd1e3f0b1e7
20260918,3,b,P_excess_b_t01h,0,155,134,134,20449,143,6864,0.9175341661389315,19830.426018048674,f6f5a1751757f7aa46cce6cda93acf0f12a1183d02884b3fe88fc05d278bc808
20260918,3,b,P_excess_b_t01h,1,27,134,134,20592,144,6721,0.9210031455103148,20077.140530156852,f6f5a1751757f7aa46cce6cda93acf0f12a1183d02884b3fe88fc05d278bc808
20260918,3,b,P_excess_b_t01h,2,350,134,134,20449,143,6864,0.9166685192160252,19899.7730706776,f6f5a1751757f7aa46cce6cda93acf0f12a1183d02884b3fe88fc05d278bc808
20260918,3,b,P_excess_b_t01h,4,4,134,134,20449,143,6864,0.9227181365634788,19899.86850673075,f6f5a1751757f7aa46cce6cda93acf0f12a1183d02884b3fe88fc05d278bc808
20260918,4,direct,P_direct_l2_t01h,0,230,349,349,20449,143,6864,1.0,20449.0,bcbd201680890e5e6659dbb30bdb9b8bc51f4a81a19c388e4fecba4662f094d2
20260918,4,direct,P_direct_l2_t01h,1,133,349,349,20592,144,6721,1.0,20592.0,bcbd201680890e5e6659dbb30bdb9b8bc51f4a81a19c388e4fecba4662f094d2
20260918,4,direct,P_direct_l2_t01h,2,416,349,349,20449,143,6864,1.0,20449.0,bcbd201680890e5e6659dbb30bdb9b8bc51f4a81a19c388e4fecba4662f094d2
20260918,4,direct,P_direct_l2_t01h,3,617,349,349,20449,143,6864,1.0,20449.0,bcbd201680890e5e6659dbb30bdb9b8bc51f4a81a19c388e4fecba4662f094d2
20260918,4,a,P_anchor_a_t01h,0,80,133,133,15301,107,5863,0.01684826463031558,778.6947154648161,82a37d4438eb89a55a731fe38b88e1cd13c7d2aaf64c93535b9f9120a881eb76
20260918,4,a,P_anchor_a_t01h,1,50,133,133,16016,112,5148,0.010650043080909631,1509.7043784075847,82a37d4438eb89a55a731fe38b88e1cd13c7d2aaf64c93535b9f9120a881eb76
20260918,4,a,P_anchor_a_t01h,2,315,133,133,16159,113,5005,0.013752481251930643,683.9912416068033,82a37d4438eb89a55a731fe38b88e1cd13c7d2aaf64c93535b9f9120a881eb76
20260918,4,a,P_anchor_a_t01h,3,90,133,133,16016,112,5148,0.016190753165870275,789.0416687109903,82a37d4438eb89a55a731fe38b88e1cd13c7d2aaf64c93535b9f9120a881eb76
20260918,4,b,P_excess_b_t01h,0,555,317,317,20449,143,6864,0.9232117898562502,19905.556940570852,740705b276734eaff92c7e493384033777175705614cebf47cce4c8a98f02afb
20260918,4,b,P_excess_b_t01h,1,28,317,317,20592,144,6721,0.926641341285152,20152.1164388428,740705b276734eaff92c7e493384033777175705614cebf47cce4c8a98f02afb
20260918,4,b,P_excess_b_t01h,2,450,317,317,20449,143,6864,0.9223461429333438,19974.480948835328,740705b276734eaff92c7e493384033777175705614cebf47cce4c8a98f02afb
20260918,4,b,P_excess_b_t01h,3,236,317,317,20449,143,6864,0.9227181365634788,19899.86850673075,740705b276734eaff92c7e493384033777175705614cebf47cce4c8a98f02afb
