case,domain,fipsCode,value95,value96,jump,baseline_jump,additional_jump
G0,P1_source,42027,0.0010638674433962592,0.00104122509389581,-2.2642349500449216e-05,-2.2642349500449216e-05,0.0
G0,P1_source,42029,0.000428123074146112,0.00047065087446850605,4.252780032239407e-05,4.252780032239407e-05,0.0
G0,P1_source,42031,0.010829788405377998,0.011538017598674264,0.0007082291932962656,0.0007082291932962656,0.0
G0,P1_source,42033,0.018682016104188712,0.016762213653618158,-0.0019198024505705548,-0.0019198024505705548,0.0
G0,P1_source,42035,0.0011624593516660444,0.0012445174310063247,8.205807934028031e-05,8.205807934028031e-05,0.0
G0,P1_source,42039,0.007346285658550874,0.007456367562856788,0.0001100819043059146,0.0001100819043059146,0.0
G0,P1_source,42041,0.0006917098964189528,0.0007795562875043899,8.784639108543708e-05,8.784639108543708e-05,0.0
G0,P1_source,42043,0.0005300162766162252,0.0007831220260507975,0.00025310574943457234,0.00025310574943457234,0.0
G0,P1_source,42045,2.808949038167181e-05,2.7453307953560516e-05,-6.361824281112952e-07,-6.361824281112952e-07,0.0
G0,P1_source,42047,0.0022748872448980872,0.0017773807538608185,-0.0004975064910372688,-0.0004975064910372688,0.0
G0,P1_source,42049,0.0036820110722365156,0.0021793407808631407,-0.0015026702913733749,-0.0015026702913733749,0.0
G0,P1_source,42051,0.007886671883523258,0.006678374899087048,-0.0012082969844362098,-0.0012082969844362098,0.0
G0,P1_source,42053,0.038090272434227856,0.045974808253913056,0.0078845358196852,0.0078845358196852,0.0
G0,P1_source,42055,0.0006154261624145499,0.0006007395455015574,-1.4686616912992453e-05,-1.4686616912992453e-05,0.0
G0,P1_source,42057,0.0005022188904815049,0.0002817144954000856,-0.00022050439508141924,-0.00022050439508141924,0.0
G0,P1_source,42059,0.0072032373363646535,0.006790656428052388,-0.00041258090831226574,-0.00041258090831226574,0.0
G0,P1_source,42061,0.00020011293523061874,2.8423797244867612e-05,-0.00017168913798575112,-0.00017168913798575112,0.0
G0,P1_source,42063,0.025434026708419866,0.02023509018077506,-0.0051989365276448075,-0.0051989365276448075,0.0
G0,P1_source,42065,0.008085489153471612,0.00812330737253122,3.7818219059607486e-05,3.7818219059607486e-05,0.0
G0,P1_source,42067,5.445187683712813e-05,1.5480165075165916e-05,-3.897171176196221e-05,-3.897171176196221e-05,0.0
G0,P1_source,42069,0.00033931266148884686,0.00023259260679941863,-0.00010672005468942823,-0.00010672005468942823,0.0
G0,P1_source,42075,8.938172199951707e-05,7.365305010787642e-05,-1.5728671891640655e-05,-1.5728671891640655e-05,0.0
G0,P1_source,42077,0.000306657514375661,0.00029994311593539453,-6.714398440266461e-06,-6.714398440266461e-06,0.0
G0,P1_source,42079,0.0005847649635020095,0.0006297953977178269,4.503043421581743e-05,4.503043421581743e-05,0.0
G0,P1_source,42081,0.00017832904359120922,0.00023591579159055708,5.758674799934786e-05,5.758674799934786e-05,0.0
G0,P1_source,42083,0.0027264870775873034,0.005485011223716542,0.002758524146129239,0.002758524146129239,0.0
G0,P1_source,42085,0.010669553026363816,0.008409057526455986,-0.00226049549990783,-0.00226049549990783,0.0
G0,P1_source,42089,0.0007080426604308039,2.284942379129945e-05,-0.0006851932366395044,-0.0006851932366395044,0.0
G0,P1_source,42091,0.0009804934822187094,4.276679257670197e-05,-0.0009377266896420075,-0.0009377266896420075,0.0
G0,P1_source,42095,3.391246207262392e-05,0.0008694338986868329,0.000835521436614209,0.000835521436614209,0.0
G0,P1_source,42097,0.0001503664789688064,0.00019861655747871107,4.8250078509904667e-05,4.8250078509904667e-05,0.0
G0,P1_source,42101,2.091021643173774e-06,1.4947775090209366e-05,1.2856753447035592e-05,1.2856753447035592e-05,0.0
G0,P1_source,42103,0.00037425437527213463,0.0006485012270592029,0.0002742468517870683,0.0002742468517870683,0.0
G0,P1_source,42109,0.0005866841723407265,0.0007776123641690372,0.00019092819182831065,0.00019092819182831065,0.0
G0,P1_source,42113,0.005912747947819138,0.0057233648326947975,-0.00018938311512434018,-0.00018938311512434018,0.0
G0,P1_source,42115,0.00031559597807765674,0.00037591424174945827,6.031826367180153e-05,6.031826367180153e-05,0.0
G0,P1_source,42119,3.072831733158922e-05,2.5304395024995835e-05,-5.423922306593388e-06,-5.423922306593388e-06,0.0
G0,P1_source,42121,0.0059764019332495845,0.005874660850022799,-0.00010174108322678552,-0.00010174108322678552,0.0
G0,P1_source,42125,0.04529116882746202,0.03715007784600022,-0.008141090981461804,-0.008141090981461804,0.0
G0,P1_source,42127,0.00017174570144158093,0.00010529872519577041,-6.644697624581052e-05,-6.644697624581052e-05,0.0
G0,P1_source,42129,0.028263513678212143,0.02798637427517734,-0.0002771394030348026,-0.0002771394030348026,0.0
G0,P1_source,42131,0.00047140353182520737,0.0005806693370201337,0.00010926580519492635,0.00010926580519492635,0.0
G0,P1_source,42133,0.0003198186165392465,0.00038381977212178045,6.400115558253394e-05,6.400115558253394e-05,0.0
G0,P1_source,54007,0.00014722327100536668,0.0015908166376078605,0.0014435933666024938,0.0014435933666024938,0.0
G0,P1_source,54009,0.048299408214899975,0.0387070054575343,-0.009592402757365677,-0.009592402757365677,0.0
G0,P1_source,54013,0.0,0.0,0.0,0.0,0.0
G0,P1_source,54015,0.0,0.0,0.0,0.0,0.0
G0,P1_source,54019,0.000600347380729861,0.0007503727034904799,0.00015002532276061882,0.00015002532276061882,0.0
G0,P1_source,54023,6.029920071128303e-05,0.0004017617979055245,0.0003414625971942415,0.0003414625971942415,0.0
G0,P1_source,54025,0.0009026880184678459,0.0015609765923596318,0.0006582885738917859,0.0006582885738917859,0.0
G0,P1_source,54027,0.0008518085948901376,0.0008784038459371628,2.6595251047025208e-05,2.6595251047025208e-05,0.0
G0,P1_source,54029,0.08932153263588893,0.07721944377009397,-0.01210208886579496,-0.01210208886579496,0.0
G0,P1_source,54031,0.0011360396007422135,0.0010257798445425935,-0.00011025975619961999,-0.00011025975619961999,0.0
G0,P1_source,54033,0.001442778747168316,0.0014132128744106405,-2.9565872757675435e-05,-2.9565872757675435e-05,0.0
G0,P1_source,54035,0.0,0.0,0.0,0.0,0.0
G0,P1_source,54037,1.2592634181818118e-05,0.00018590300940035315,0.00017331037521853504,0.00017331037521853504,0.0
G0,P1_source,54039,2.2406918712161866e-05,0.00027364497241229324,0.00025123805370013135,0.00025123805370013135,0.0
G0,P1_source,54041,0.0008263777074538935,0.0003425961122903453,-0.00048378159516354824,-0.00048378159516354824,0.0
G0,P1_source,54043,0.0,0.0,0.0,0.0,0.0
G0,P1_source,54045,0.0,0.0,0.0,0.0,0.0
G0,P1_source,54047,0.00048302073690361974,0.0022850062806709253,0.0018019855437673056,0.0018019855437673056,0.0
G0,P1_source,54053,0.0,0.0,0.0,0.0,0.0
G0,P1_source,54055,0.0,0.0,0.0,0.0,0.0
G0,P1_source,54057,0.0003425634531701096,0.0002811614745758819,-6.140197859422772e-05,-6.140197859422772e-05,0.0
G0,P1_source,54059,0.006098496276505293,0.0057415527857055575,-0.00035694349079973525,-0.00035694349079973525,0.0
G0,P1_source,54063,0.0017129376361739686,0.0017684134510759235,5.547581490195487e-05,5.547581490195487e-05,0.0
G0,P1_source,54067,9.831495657932508e-05,7.255689417320931e-05,-2.5758062406115763e-05,-2.5758062406115763e-05,0.0
G0,P1_source,54069,0.03347521982752871,0.03308092427983191,-0.0003942955476968005,-0.0003942955476968005,0.0
G0,P1_source,54071,0.0017728289412988244,0.0022635059691219206,0.0004906770278230962,0.0004906770278230962,0.0
G0,P1_source,54073,0.0011837414624569261,0.0011649279151534036,-1.88135473035225e-05,-1.88135473035225e-05,0.0
G0,P1_source,54075,0.0006316188278975738,2.582055507542947e-05,-0.0006057982728221443,-0.0006057982728221443,0.0
G0,P1_source,54077,8.001095086894976e-05,0.0003654709124985685,0.00028545996162961877,0.00028545996162961877,0.0
G0,P1_source,54079,0.00010056278240397537,0.00011623783582375906,1.5675053419783694e-05,1.5675053419783694e-05,0.0
G0,P1_source,54081,0.0004099776431120497,7.70951513534796e-06,-0.0004022681279767017,-0.0004022681279767017,0.0
G0,P1_source,54083,0.006759852803444327,0.007180377242752408,0.0004205244393080815,0.0004205244393080815,0.0
G0,P1_source,54085,0.0017348341812744369,0.0016536365996132698,-8.119758166116701e-05,-8.119758166116701e-05,0.0
G0,P1_source,54087,0.0,0.0,0.0,0.0,0.0
G0,P1_source,54089,0.0,0.0001289035978255988,0.0001289035978255988,0.0001289035978255988,0.0
G0,P1_source,54091,0.0061226137759268695,0.004614519312065405,-0.0015080944638614646,-0.0015080944638614646,0.0
G0,P1_source,54093,0.001897553640389646,0.001821911967166133,-7.564167322351295e-05,-7.564167322351295e-05,0.0
G0,P1_source,54095,0.0002671182802442982,4.527304732696292e-05,-0.0002218452329173353,-0.0002218452329173353,0.0
G0,P1_source,54097,2.3194947582844468e-05,2.2879735326152255e-05,-3.1521225669221264e-07,-3.1521225669221264e-07,0.0
G0,P1_source,54099,0.007322659613034206,0.0065733640724022335,-0.0007492955406319729,-0.0007492955406319729,0.0
G0,P1_source,54101,6.681515874498993e-05,0.005329941060819701,0.005263125902074711,0.005263125902074711,0.0
G0,P1_source,54103,0.00614331627127588,0.006326242018086469,0.0001829257468105895,0.0001829257468105895,0.0
G0,P1_source,54105,0.00011537700662027157,0.0004926634677423525,0.00037728646112208095,0.00037728646112208095,0.0
G0,P1_source,54107,5.265939719954493e-05,0.0001577631672252977,0.00010510377002575278,0.00010510377002575278,0.0
G0,P1_source,54109,0.0,0.004777348595011694,0.004777348595011694,0.004777348595011694,0.0
G0,OSI1,18009,0.00858303184489814,0.007318407907113189,-0.0012646239377849516,-0.0012646239377849516,0.0
G0,OSI1,18013,0.0,0.0016501984212219237,0.0016501984212219237,0.0016501984212219237,0.0
G0,OSI1,18023,0.0,0.0,0.0,0.0,0.0
G0,OSI1,18025,0.0,0.0,0.0,0.0,0.0
G0,OSI1,18027,0.0,0.0,0.0,0.0,0.0
G0,OSI1,18029,0.0,0.0,0.0,0.0,0.0
G0,OSI1,18033,0.0,0.0,0.0,0.0,0.0
G0,OSI1,18035,0.0015500801094914956,0.001027292572981716,-0.0005227875365097796,-0.0005227875365097796,0.0
G0,OSI1,18037,0.0,0.0,0.0,0.0,0.0
G0,OSI1,18039,0.002168615484774573,0.001960217577314905,-0.0002083979074596681,-0.0002083979074596681,0.0
G0,OSI1,18041,0.0,0.0,0.0,0.0,0.0
G0,OSI1,18043,0.0,0.0,0.0,0.0,0.0
G0,OSI1,18045,0.0,0.0,0.0,0.0,0.0
G0,OSI1,18047,0.0,0.0,0.0,0.0,0.0
G0,OSI1,18051,0.0,0.0,0.0,0.0,0.0
G0,OSI1,18059,0.0,0.0,0.0,0.0,0.0
G0,OSI1,18061,0.0,0.0,0.0,0.0,0.0
G0,OSI1,18065,0.0,0.0,0.0,0.0,0.0
G0,OSI1,18067,0.0,0.0,0.0,0.0,0.0
G0,OSI1,18069,0.0,0.0,0.0,0.0,0.0
G0,OSI1,18071,0.0,0.0,0.0,0.0,0.0
G0,OSI1,18073,0.001011717136030472,0.0011287079651822168,0.00011699082915174485,0.00011699082915174485,0.0
G0,OSI1,18077,0.0,0.0,0.0,0.0,0.0
G0,OSI1,18083,0.0,0.0,0.0,0.0,0.0
G0,OSI1,18085,0.005445460351243324,0.004975323781632495,-0.00047013656961082933,-0.00047013656961082933,0.0
